#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00290384 0 0 0.0546639 0 0 8.625 8.875
9.00 0.00526161 8.04946e-08 -8.04946e-08 0.0942539 1.38581e-05 -1.38581e-05 8.875 9.125
9.25 0.0252202 1.25572e-05 -5.15165e-06 0.140641 0.000211179 -8.11219e-05 9.125 9.375
9.50 0.102815 0.000560967 -0.000150203 0.129189 0.00282827 -0.000776365 9.375 9.625
9.75 0.261699 0.00383106 -0.00089832 0.126873 0.00701745 -0.00162558 9.625 9.875
10.00 0.312109 0.00707081 -0.00165754 0.14448 0.0105067 -0.0024202 9.875 10.125
10.25 0.214191 0.00698766 -0.0015096 0.18741 0.0179012 -0.00370912 10.125 10.375
10.50 0.132559 0.0076981 -0.00149704 0.236932 0.0364654 -0.00706348 10.375 10.625
10.75 0.0814654 0.00799674 -0.00146009 0.273067 0.0620369 -0.0117689 10.625 10.875
11.00 0.0482974 0.0045411 -0.000825955 0.280903 0.0601409 -0.011496 10.875 11.125
11.25 0.0278175 0.00205937 -0.000367136 0.265199 0.0497894 -0.00935453 11.125 11.375
11.50 0.0159927 0.000983966 -0.000174673 0.249235 0.0430544 -0.00798687 11.375 11.625
11.75 0.00912656 0.00046542 -8.63707e-05 0.237959 0.0366987 -0.00707419 11.625 11.875
12.00 0.00518289 0.000208722 -3.57396e-05 0.221827 0.0299906 -0.00525218 11.875 12.125
12.25 0.0028813 7.87237e-05 -1.34426e-05 0.203827 0.0210387 -0.00364165 12.125 12.375
12.50 0.00158598 2.80121e-05 -3.46127e-06 0.190631 0.0139973 -0.00176252 12.375 12.625
12.75 0.000832717 8.29094e-06 -4.82968e-07 0.176414 0.0081192 -0.000477389 12.625 12.875
13.00 0.00043129 2.33434e-06 1.20742e-06 0.147443 0.00419019 0.00258063 12.875 13.125
13.25 0.000209366 8.04946e-08 8.04946e-07 0.122645 0.000337183 0.00338617 13.125 13.375
13.50 9.51446e-05 0 1.60989e-07 0.100677 0 0.00152428 13.375 13.625
13.75 3.86374e-05 0 1.60989e-07 0.1 0 0.00376569 13.625 13.875
14.00 1.44085e-05 0 0 0.0446927 0 0 13.875 14.125
14.25 3.30028e-06 0 0 0 0 0 14.125 14.375
14.50 5.63462e-07 0 0 0.142857 0 0 14.375 14.625
14.75 1.60989e-07 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
