#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00282166 0 0 0.067125 0 0 8.625 8.875
9.00 0.00456082 1.60989e-07 -8.04946e-08 0.119167 3.10913e-05 -1.55419e-05 8.875 9.125
9.25 0.019273 7.32501e-06 -2.25385e-06 0.138624 0.000239581 -8.5175e-05 9.125 9.375
9.50 0.0608069 0.000244865 -6.05319e-05 0.0899571 0.00218517 -0.000524364 9.375 9.625
9.75 0.155513 0.00298925 -0.000609264 0.0920326 0.00664093 -0.00141119 9.625 9.875
10.00 0.238361 0.00638886 -0.00128703 0.138355 0.00854827 -0.0018917 9.875 10.125
10.25 0.182186 0.00494527 -0.00109183 0.18297 0.0125331 -0.00280786 10.125 10.375
10.50 0.116467 0.00398778 -0.000834487 0.22402 0.0194121 -0.00384596 10.375 10.625
10.75 0.0726367 0.00378437 -0.000660861 0.253905 0.0327513 -0.00555623 10.625 10.875
11.00 0.0449912 0.00331863 -0.000524261 0.280863 0.0471132 -0.00760236 10.875 11.125
11.25 0.0270818 0.00195095 -0.000312078 0.282779 0.0470924 -0.00778288 11.125 11.375
11.50 0.016168 0.00101995 -0.000167187 0.273825 0.0423332 -0.00727949 11.375 11.625
11.75 0.00964188 0.00053875 -8.14605e-05 0.266357 0.0383889 -0.00603044 11.625 11.875
12.00 0.00567495 0.000276096 -4.33061e-05 0.264223 0.0341496 -0.00547373 11.875 12.125
12.25 0.0033423 0.000133702 -1.77893e-05 0.248037 0.0288143 -0.00395113 12.125 12.375
12.50 0.00195715 6.22223e-05 -5.47363e-06 0.237188 0.023305 -0.00212742 12.375 12.625
12.75 0.00114946 2.2941e-05 -8.04946e-08 0.230672 0.0150538 -5.38677e-05 12.625 12.875
13.00 0.00064605 7.96896e-06 2.73682e-06 0.220409 0.00937594 0.00338741 12.875 13.125
13.25 0.000366733 2.49533e-06 2.33434e-06 0.199517 0.00540985 0.00512789 13.125 13.375
13.50 0.00019536 4.02473e-07 2.57583e-06 0.189534 0.00166625 0.0108288 13.375 13.625
13.75 0.00010408 2.41484e-07 1.77088e-06 0.167053 0.00192811 0.0144176 13.625 13.875
14.00 5.07921e-05 8.04946e-08 5.63462e-07 0.141046 0.00135911 0.0096357 13.875 14.125
14.25 2.44704e-05 0 4.02473e-07 0.101974 0 0.0150172 14.125 14.375
14.50 9.01539e-06 0 8.04946e-08 0.0178571 0 0.00884813 14.375 14.625
14.75 3.46127e-06 0 0 0.0232558 0 0 14.625 14.875
15.00 4.02473e-07 0 0 0 0 0 14.875 15.125
15.25 8.04946e-08 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
