#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00239415 0 0 0.0750765 0 0 8.625 8.875
9.00 0.00429503 1.60989e-07 -8.04946e-08 0.132033 1.62721e-05 -1.37985e-05 8.875 9.125
9.25 0.0205081 1.15107e-05 -4.18572e-06 0.180841 0.000337914 -0.000127912 9.125 9.375
9.50 0.0824632 0.000477896 -0.000121627 0.139961 0.00333382 -0.000827044 9.375 9.625
9.75 0.228041 0.00336379 -0.000741677 0.126396 0.0074597 -0.00162156 9.625 9.875
10.00 0.297543 0.00688599 -0.00156924 0.144371 0.0104578 -0.00234114 9.875 10.125
10.25 0.208069 0.00658236 -0.0014002 0.187996 0.0166751 -0.00342809 10.125 10.375
10.50 0.129409 0.00666286 -0.00131013 0.234279 0.0316518 -0.00615159 10.375 10.625
10.75 0.0797881 0.00712812 -0.00131351 0.268227 0.0566787 -0.0107165 10.625 10.875
11.00 0.0482293 0.00458739 -0.000810983 0.283614 0.0603132 -0.0113167 10.875 11.125
11.25 0.0280636 0.00217013 -0.000364319 0.273271 0.0512637 -0.0090501 11.125 11.375
11.50 0.0163146 0.00106052 -0.000180952 0.258689 0.0447559 -0.0079563 11.375 11.625
11.75 0.00947526 0.000521524 -9.10394e-05 0.247602 0.0388333 -0.00700045 11.625 11.875
12.00 0.00543057 0.000243174 -4.02473e-05 0.23507 0.0326143 -0.00556853 11.875 12.125
12.25 0.00309639 9.73985e-05 -1.57769e-05 0.220631 0.0236166 -0.0039251 12.125 12.375
12.50 0.00173216 3.97643e-05 -5.71512e-06 0.206004 0.0178183 -0.0026111 12.375 12.625
12.75 0.000952493 1.23962e-05 3.21978e-07 0.193527 0.010361 0.000272706 12.625 12.875
13.00 0.000501401 3.70275e-06 1.85138e-06 0.170653 0.00592031 0.00323477 12.875 13.125
13.25 0.000259193 8.04946e-07 1.04643e-06 0.152484 0.00262389 0.00343552 13.125 13.375
13.50 0.000125089 3.21978e-07 4.02473e-07 0.118404 0.0022634 0.0028457 13.375 13.625
13.75 5.63462e-05 8.04946e-08 1.60989e-07 0.114286 0.0012635 0.00253786 13.625 13.875
14.00 2.2458e-05 0 0 0.0681004 0 0 13.875 14.125
14.25 7.96896e-06 0 0 0.050505 0 0 14.125 14.375
14.50 1.4489e-06 0 0 0.0555556 0 0 14.375 14.625
14.75 2.41484e-07 0 0 0 0 0 14.625 14.875
15.00 8.04946e-08 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
