#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.018527 2.41484e-07 0 0.012704 0 1.65775e-07 8.625 8.875
9.00 0.0297881 5.63462e-07 -2.41484e-07 0.00993885 5.21634e-06 0 8.875 9.125
9.25 0.100617 2.9139e-05 -1.11083e-05 0.0160674 2.81259e-05 -1.25095e-05 9.125 9.375
9.50 0.271194 0.000310468 -0.000105126 0.0499232 0.000292752 -0.000115652 9.375 9.625
9.75 0.352955 0.00105915 -0.000327532 0.088035 0.00139829 -0.000449218 9.625 9.875
10.00 0.259742 0.00171067 -0.000482404 0.123708 0.00451312 -0.00127826 9.875 10.125
10.25 0.150583 0.00340404 -0.000860246 0.177005 0.0173091 -0.00442716 10.125 10.375
10.50 0.0829065 0.00264215 -0.000700303 0.215705 0.0237232 -0.00642593 10.375 10.625
10.75 0.0425432 0.000999743 -0.000252109 0.188187 0.0184081 -0.00471094 10.625 10.875
11.00 0.0212854 0.000359328 -8.70147e-05 0.166031 0.0137779 -0.00337654 10.875 11.125
11.25 0.0101248 0.000112612 -2.80121e-05 0.142612 0.00938416 -0.00234973 11.125 11.375
11.50 0.00462924 2.93e-05 -6.60056e-06 0.115267 0.00554727 -0.00125969 11.375 11.625
11.75 0.00197824 8.21045e-06 -1.85138e-06 0.0959473 0.00373666 -0.000845283 11.625 11.875
12.00 0.000809373 1.69039e-06 -4.82968e-07 0.0823471 0.00191254 -0.00054726 11.875 12.125
12.25 0.000293403 3.21978e-07 0 0.0589849 0.00103153 0 12.125 12.375
12.50 9.39372e-05 0 0 0.0522708 0 0 12.375 12.625
12.75 2.37459e-05 0 0 0.0271186 0 0 12.625 12.875
13.00 5.71512e-06 0 0 0.0140845 0 0 12.875 13.125
13.25 7.24451e-07 0 0 0.111111 0 0 13.125 13.375
13.50 0 0 0 0 0 0 13.375 13.625
13.75 0 0 0 0 0 0 13.625 13.875
14.00 0 0 0 0 0 0 13.875 14.125
14.25 0 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
