#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0237597 2.41484e-07 -2.41484e-07 0.0139749 6.63381e-06 -6.63381e-06 8.625 8.875
9.00 0.0379192 1.60989e-06 -8.04946e-07 0.0104463 1.7453e-06 2.44007e-07 8.875 9.125
9.25 0.112163 3.12319e-05 -1.06253e-05 0.0124664 2.23229e-05 -7.60984e-06 9.125 9.375
9.50 0.238325 0.000212345 -7.28476e-05 0.0361553 0.000153076 -6.42464e-05 9.375 9.625
9.75 0.260726 0.000546397 -0.000172661 0.0686768 0.000758454 -0.000246421 9.625 9.875
10.00 0.17806 0.00087063 -0.000240437 0.100255 0.00325461 -0.000920758 9.875 10.125
10.25 0.0967219 0.00119615 -0.00033856 0.154894 0.00975481 -0.00280687 10.125 10.375
10.50 0.0478923 0.000596223 -0.000171212 0.16196 0.0101038 -0.00292665 10.375 10.625
10.75 0.0226054 0.000198661 -5.50583e-05 0.136246 0.00747177 -0.00208092 10.625 10.875
11.00 0.0102298 5.98075e-05 -1.5133e-05 0.118895 0.00512134 -0.0013015 10.875 11.125
11.25 0.00430139 1.60989e-05 -4.26621e-06 0.10008 0.00333695 -0.000872985 11.125 11.375
11.50 0.00169836 2.09286e-06 -6.43957e-07 0.0809517 0.00113113 -0.000348337 11.375 11.625
11.75 0.000600248 3.21978e-07 0 0.0588709 0.000504561 0 11.625 11.875
12.00 0.000185299 8.04946e-08 -8.04946e-08 0.0621199 0.000407238 -0.000407238 11.875 12.125
12.25 5.13555e-05 0 0 0.0282132 0 0 12.125 12.375
12.50 1.14302e-05 0 0 0.0633803 0 0 12.375 12.625
12.75 2.41484e-06 0 0 0 0 0 12.625 12.875
13.00 2.41484e-07 0 0 0 0 0 12.875 13.125
13.25 0 0 0 0 0 0 13.125 13.375
13.50 0 0 0 0 0 0 13.375 13.625
13.75 0 0 0 0 0 0 13.625 13.875
14.00 0 0 0 0 0 0 13.875 14.125
14.25 0 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
