#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0048663 0 0 0.029278 0 0 8.625 8.875
9.00 0.00864979 8.04946e-08 -8.04946e-08 0.0469765 -4.35859e-07 4.35859e-07 8.875 9.125
9.25 0.0384296 1.07058e-05 -4.34671e-06 0.0825795 0.000132471 -5.81965e-05 9.125 9.375
9.50 0.142703 0.000656997 -0.000184655 0.108873 0.00209055 -0.00059469 9.375 9.625
9.75 0.313152 0.00415095 -0.000992498 0.126179 0.00603145 -0.00151031 9.625 9.875
10.00 0.325795 0.00672267 -0.00158768 0.144119 0.0100187 -0.00241281 9.875 10.125
10.25 0.218045 0.00726448 -0.00155556 0.187375 0.0199405 -0.00420029 10.125 10.375
10.50 0.134527 0.00924335 -0.00176734 0.241565 0.0444931 -0.0087468 10.375 10.625
10.75 0.0818872 0.0080889 -0.00159572 0.276539 0.0628245 -0.0131459 10.625 10.875
11.00 0.0468828 0.00392604 -0.000737733 0.268916 0.0552447 -0.0109033 10.875 11.125
11.25 0.0264031 0.00172846 -0.000325037 0.248928 0.0455179 -0.00894094 11.125 11.375
11.50 0.0148188 0.000752463 -0.000141751 0.229786 0.0368888 -0.00719553 11.375 11.625
11.75 0.00824764 0.000326486 -6.69715e-05 0.21488 0.0296236 -0.00623676 11.625 11.875
12.00 0.00450939 0.000129838 -2.38264e-05 0.199996 0.0222162 -0.00418703 11.875 12.125
12.25 0.00240389 4.4433e-05 -8.21045e-06 0.175931 0.0149226 -0.00277165 12.125 12.375
12.50 0.0012562 1.4167e-05 -1.60989e-06 0.161412 0.00928852 -0.00107332 12.375 12.625
12.75 0.00062335 3.38077e-06 8.04946e-08 0.134943 0.00466637 0.000111729 12.625 12.875
13.00 0.000291632 4.02473e-07 6.43957e-07 0.110958 0.00122525 0.00196745 12.875 13.125
13.25 0.000127262 0 8.04946e-08 0.0967742 0 0.000571661 13.125 13.375
13.50 4.99871e-05 0 0 0.0724638 0 0 13.375 13.625
13.75 1.86747e-05 0 8.04946e-08 0.0560345 0 0.00408643 13.625 13.875
14.00 4.10522e-06 0 0 0.0392157 0 0 13.875 14.125
14.25 6.43957e-07 0 0 0 0 0 14.125 14.375
14.50 8.04946e-08 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
