#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00343615 2.41484e-07 -1.60989e-07 0.0239177 6.85919e-05 -4.57279e-05 8.625 8.875
9.00 0.00536577 3.21978e-07 -8.04946e-08 0.0532553 1.18054e-05 1.59815e-06 8.875 9.125
9.25 0.0214159 1.14302e-05 -4.91017e-06 0.086272 0.000180863 -6.27115e-05 9.125 9.375
9.50 0.0615305 0.000383637 -9.30517e-05 0.0703371 0.00194441 -0.000486821 9.375 9.625
9.75 0.148789 0.00368118 -0.000695071 0.0816186 0.00662136 -0.001362 9.625 9.875
10.00 0.227615 0.00656345 -0.00133927 0.134023 0.00822227 -0.00180912 9.875 10.125
10.25 0.176831 0.00470853 -0.00109416 0.17951 0.0118332 -0.00275511 10.125 10.375
10.50 0.113737 0.0036617 -0.000809212 0.220202 0.0177618 -0.00345626 10.375 10.625
10.75 0.0711288 0.00321423 -0.00059236 0.250633 0.028354 -0.00492096 10.625 10.875
11.00 0.044025 0.00296969 -0.000485624 0.276443 0.0434295 -0.00719255 10.875 11.125
11.25 0.0266662 0.00184204 -0.00030266 0.281542 0.0453441 -0.00766596 11.125 11.375
11.50 0.0159931 0.000972697 -0.000151813 0.273931 0.0409871 -0.00671765 11.375 11.625
11.75 0.00955551 0.00051589 -7.92872e-05 0.268427 0.036986 -0.0058516 11.625 11.875
12.00 0.00565837 0.000274487 -4.4594e-05 0.263916 0.0337568 -0.00565699 11.875 12.125
12.25 0.00333658 0.000131448 -1.68234e-05 0.254349 0.0282158 -0.00376478 12.125 12.375
12.50 0.00197308 5.94855e-05 -4.66869e-06 0.241474 0.0220407 -0.00179057 12.375 12.625
12.75 0.00115969 2.32629e-05 -3.21978e-07 0.236205 0.0149522 -0.000211999 12.625 12.875
13.00 0.00066408 9.57886e-06 2.33434e-06 0.223152 0.0109266 0.00298366 12.875 13.125
13.25 0.000372046 2.65632e-06 3.38077e-06 0.212462 0.00548933 0.00722197 13.125 13.375
13.50 0.000205422 1.04643e-06 1.77088e-06 0.19279 0.00409111 0.00701922 13.375 13.625
13.75 0.000112853 1.60989e-07 1.5294e-06 0.173324 0.00117759 0.0113571 13.625 13.875
14.00 5.43338e-05 0 9.65935e-07 0.145185 0 0.0154718 13.875 14.125
14.25 2.78511e-05 0 3.21978e-07 0.115607 0 0.0103438 14.125 14.375
14.50 1.07058e-05 0 8.04946e-08 0.0451128 0 0.00723399 14.375 14.625
14.75 4.74918e-06 0 0 0 0 0 14.625 14.875
15.00 5.63462e-07 0 0 0.142857 0 0 14.875 15.125
15.25 1.60989e-07 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
