#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00678159 1.60989e-07 0 0.0201545 1.13919e-05 0 8.625 8.875
9.00 0.0117238 1.60989e-07 -8.04946e-08 0.0303954 1.33142e-05 -6.65709e-06 8.875 9.125
9.25 0.0488019 9.82034e-06 -5.39314e-06 0.0584618 9.21302e-05 -4.79631e-05 9.125 9.375
9.50 0.169623 0.000639932 -0.000187311 0.0976324 0.00171704 -0.000519529 9.375 9.625
9.75 0.342974 0.00399334 -0.00100602 0.122558 0.00535558 -0.00137761 9.625 9.875
10.00 0.326485 0.00610704 -0.00149535 0.143873 0.00949951 -0.00235935 9.875 10.125
10.25 0.21562 0.00723067 -0.0015694 0.18716 0.0211109 -0.00451782 10.125 10.375
10.50 0.132926 0.00970829 -0.00193292 0.244866 0.0478365 -0.00985509 10.375 10.625
10.75 0.0799587 0.00730005 -0.0014914 0.274086 0.0589873 -0.012782 10.625 10.875
11.00 0.0449037 0.00328482 -0.000635988 0.259976 0.0495475 -0.0100768 10.875 11.125
11.25 0.0247716 0.00142387 -0.000287124 0.237256 0.0409768 -0.00857893 11.125 11.375
11.50 0.0137005 0.000585437 -0.000114061 0.214037 0.0319721 -0.00640778 11.375 11.625
11.75 0.00745678 0.000234803 -4.82163e-05 0.196876 0.0244021 -0.00513826 11.625 11.875
12.00 0.00395728 9.48226e-05 -1.77088e-05 0.180078 0.019028 -0.00359206 11.875 12.125
12.25 0.00203917 2.89781e-05 -5.31264e-06 0.154778 0.011804 -0.00215697 12.125 12.375
12.50 0.00102268 7.16402e-06 -8.04946e-07 0.140889 0.00590962 -0.000675678 12.375 12.625
12.75 0.000477494 1.20742e-06 1.60989e-07 0.114633 0.00223315 0.000298604 12.625 12.875
13.00 0.000207274 2.41484e-07 4.02473e-07 0.0970874 0.00105072 0.00175664 12.875 13.125
13.25 8.44388e-05 0 8.04946e-08 0.0600572 0 0.00089689 13.125 13.375
13.50 2.98635e-05 8.04946e-08 0 0.0485175 0.00255775 0 13.375 13.625
13.75 8.85441e-06 0 0 0.0272727 0 0 13.625 13.875
14.00 1.28791e-06 0 0 0 0 0 13.875 14.125
14.25 2.41484e-07 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
