#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0106667 0 0 0.0137269 0 0 8.625 8.875
9.00 0.0177398 1.60989e-07 -1.60989e-07 0.0169748 -1.546e-07 1.546e-07 8.875 9.125
9.25 0.0677327 9.49836e-06 -3.86374e-06 0.0344165 4.86486e-05 -1.8239e-05 9.125 9.375
9.50 0.211533 0.000535128 -0.000169844 0.0807046 0.00110279 -0.00035464 9.375 9.625
9.75 0.377898 0.00321302 -0.000899527 0.113758 0.00412711 -0.001184 9.625 9.875
10.00 0.317383 0.00486026 -0.00126296 0.1429 0.00856413 -0.00224142 9.875 10.125
10.25 0.203397 0.00680034 -0.00151008 0.187778 0.0227299 -0.00503586 10.125 10.375
10.50 0.124967 0.0088412 -0.00191392 0.248268 0.0473555 -0.0106802 10.375 10.625
10.75 0.0726309 0.00512525 -0.00110447 0.259029 0.0477578 -0.0108205 10.625 10.875
11.00 0.03958 0.00215275 -0.000442559 0.236739 0.0388861 -0.00830318 10.875 11.125
11.25 0.0212018 0.000881094 -0.000189323 0.21185 0.0312171 -0.00690407 11.125 11.375
11.50 0.0112431 0.000322783 -6.41542e-05 0.182982 0.0226693 -0.00457859 11.375 11.625
11.75 0.00583183 0.000115107 -2.65632e-05 0.163175 0.0161026 -0.00376686 11.625 11.875
12.00 0.00291688 3.59006e-05 -7.00303e-06 0.147363 0.0102848 -0.00201464 11.875 12.125
12.25 0.00139779 1.14302e-05 -1.93187e-06 0.123179 0.00705481 -0.00121017 12.125 12.375
12.50 0.000636149 2.41484e-06 -2.41484e-07 0.0989498 0.00340747 -0.000341907 12.375 12.625
12.75 0.000266437 2.41484e-07 8.04946e-08 0.0767372 0.000836037 0.000279017 12.625 12.875
13.00 0.000100055 0 0 0.0683829 0 0 12.875 13.125
13.25 3.21173e-05 0 0 0.0451128 0 0 13.125 13.375
13.50 9.82034e-06 0 0 0.0491803 0 0 13.375 13.625
13.75 1.60989e-06 0 0 0 0 0 13.625 13.875
14.00 8.04946e-08 0 0 0 0 0 13.875 14.125
14.25 0 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
