#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.020812 3.21978e-07 -8.04946e-08 0.0127673 -4.93601e-08 1.98372e-07 8.625 8.875
9.00 0.0332568 6.43957e-07 -2.41484e-07 0.00976387 7.07153e-06 -2.39629e-06 8.875 9.125
9.25 0.106295 3.57396e-05 -1.35231e-05 0.0145466 4.42397e-05 -1.93501e-05 9.125 9.375
9.50 0.267137 0.000279397 -9.55471e-05 0.0447411 0.000241321 -9.69544e-05 9.375 9.625
9.75 0.328182 0.000816054 -0.000256456 0.0816337 0.0010781 -0.000346527 9.625 9.875
10.00 0.233111 0.00136551 -0.000379612 0.116796 0.00400271 -0.00111256 9.875 10.125
10.25 0.133101 0.00252367 -0.000665046 0.170477 0.0147352 -0.0039334 10.125 10.375
10.50 0.0707455 0.00166736 -0.000463407 0.199215 0.0181141 -0.00511858 10.375 10.625
10.75 0.0354268 0.000598799 -0.000162197 0.169663 0.0137009 -0.00375032 10.625 10.875
11.00 0.0171457 0.000201156 -4.68479e-05 0.149176 0.00983843 -0.00231373 10.875 11.125
11.25 0.00789298 6.14174e-05 -1.30401e-05 0.126183 0.0067469 -0.00144126 11.125 11.375
11.50 0.00342971 1.45695e-05 -2.89781e-06 0.103103 0.00377055 -0.000757158 11.375 11.625
11.75 0.00140028 2.33434e-06 -6.43957e-07 0.081513 0.00147122 -0.000364736 11.625 11.875
12.00 0.000528045 4.82968e-07 0 0.0724085 0.00084763 0 11.875 12.125
12.25 0.000175156 0 0 0.0505515 0 0 12.125 12.375
12.50 4.70893e-05 0 8.04946e-08 0.0581197 0 0.00161281 12.375 12.625
12.75 1.24767e-05 0 0 0.0258065 0 0 12.625 12.875
13.00 2.41484e-06 0 0 0 0 0 12.875 13.125
13.25 1.60989e-07 0 0 0 0 0 13.125 13.375
13.50 0 0 0 0 0 0 13.375 13.625
13.75 0 0 0 0 0 0 13.625 13.875
14.00 0 0 0 0 0 0 13.875 14.125
14.25 0 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
