#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00308632 0 0 0.0510928 0 0 8.625 8.875
9.00 0.00551718 1.60989e-07 -1.60989e-07 0.08821 1.20103e-05 -1.20103e-05 8.875 9.125
9.25 0.0263782 1.13497e-05 -5.07116e-06 0.133008 0.000198618 -8.34614e-05 9.125 9.375
9.50 0.106487 0.000567487 -0.000153906 0.12683 0.00275743 -0.000763565 9.375 9.625
9.75 0.266776 0.00388797 -0.000919248 0.127136 0.00694525 -0.00159551 9.625 9.875
10.00 0.3139 0.00707153 -0.00167075 0.144317 0.0104202 -0.00244735 9.875 10.125
10.25 0.214998 0.00700214 -0.00153246 0.187588 0.0179753 -0.00381216 10.125 10.375
10.50 0.132951 0.00789249 -0.00152529 0.237411 0.0374223 -0.00722618 10.375 10.625
10.75 0.0817113 0.00809478 -0.00147217 0.273873 0.0625857 -0.0119733 10.625 10.875
11.00 0.0482555 0.00450504 -0.000832717 0.279865 0.0598695 -0.011611 10.875 11.125
11.25 0.0277279 0.00203305 -0.000362387 0.264207 0.049392 -0.00926307 11.125 11.375
11.50 0.0159107 0.000962876 -0.000171775 0.247984 0.0424074 -0.00786704 11.375 11.625
11.75 0.00906884 0.000453104 -8.58072e-05 0.235798 0.0361004 -0.00704862 11.625 11.875
12.00 0.00512573 0.000200995 -3.48542e-05 0.219589 0.0293719 -0.00519283 11.875 12.125
12.25 0.00284251 7.75968e-05 -1.29596e-05 0.199587 0.0211869 -0.00363271 12.125 12.375
12.50 0.00155974 2.63217e-05 -3.62226e-06 0.188368 0.0134695 -0.00188053 12.375 12.625
12.75 0.000812673 7.24451e-06 -4.82968e-07 0.174822 0.007291 -0.000490114 12.625 12.875
13.00 0.000417606 2.09286e-06 1.12692e-06 0.148034 0.00399828 0.00266375 12.875 13.125
13.25 0.000200593 8.04946e-08 8.85441e-07 0.119583 0.00035315 0.00390351 13.125 13.375
13.50 9.10394e-05 0 1.60989e-07 0.0954907 0 0.00160232 13.375 13.625
13.75 3.55786e-05 0 1.60989e-07 0.0837104 0 0.00416496 13.625 13.875
14.00 1.39256e-05 0 8.04946e-08 0.0520231 0 0.00551149 13.875 14.125
14.25 2.57583e-06 0 0 0 0 0 14.125 14.375
14.50 4.02473e-07 0 0 0.2 0 0 14.375 14.625
14.75 1.60989e-07 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
