#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0139211 0 0 0.0123739 0 0 8.625 8.875
9.00 0.0226972 8.04946e-08 -8.04946e-08 0.0120154 3.50364e-06 -3.50364e-06 8.875 9.125
9.25 0.0816616 1.24767e-05 -4.99066e-06 0.0244101 3.19201e-05 -1.70916e-05 9.125 9.375
9.50 0.240476 0.000438132 -0.00014811 0.069268 0.000715345 -0.000237599 9.375 9.625
9.75 0.387531 0.00229031 -0.000669071 0.105259 0.00296976 -0.000873178 9.625 9.875
10.00 0.303603 0.00353838 -0.000956437 0.139845 0.00715172 -0.00196013 9.875 10.125
10.25 0.188068 0.00592215 -0.00136905 0.186798 0.0225478 -0.00522599 10.125 10.375
10.50 0.11314 0.00681338 -0.00156836 0.244903 0.0413833 -0.00987363 10.375 10.625
10.75 0.0631217 0.00327074 -0.00075681 0.237346 0.0368947 -0.00882773 10.625 10.875
11.00 0.0335735 0.00131375 -0.000283421 0.213498 0.0293059 -0.00647457 10.875 11.125
11.25 0.0174552 0.000487797 -0.000106575 0.187716 0.0219571 -0.00490192 11.125 11.375
11.50 0.00881054 0.000165738 -3.42102e-05 0.158257 0.0154523 -0.00322844 11.375 11.625
11.75 0.00432312 5.07116e-05 -1.19132e-05 0.135066 0.0100099 -0.00235838 11.625 11.875
12.00 0.00204988 1.4167e-05 -2.57583e-06 0.116233 0.00602695 -0.00110913 11.875 12.125
12.25 0.000894697 2.49533e-06 -3.21978e-07 0.102114 0.00249726 -0.000323012 12.125 12.375
12.50 0.000375668 7.24451e-07 -8.04946e-08 0.0719949 0.0015723 -0.000198804 12.375 12.625
12.75 0.000134667 0 0 0.0603706 0 0 12.625 12.875
13.00 4.4594e-05 0 0 0.0361011 0 0 12.875 13.125
13.25 1.17522e-05 0 0 0.0410959 0 0 13.125 13.375
13.50 2.73682e-06 0 0 0.0882353 0 0 13.375 13.625
13.75 8.04946e-08 0 0 0 0 0 13.625 13.875
14.00 0 0 0 0 0 0 13.875 14.125
14.25 0 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
