#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00390697 0 0 0.0379504 0 0 8.625 8.875
9.00 0.00699651 8.04946e-08 0 0.0627251 1.0781e-05 0 8.875 9.125
9.25 0.0323655 1.18327e-05 -5.23215e-06 0.103111 0.00018084 -9.02563e-05 9.125 9.375
9.50 0.125124 0.000623914 -0.000173627 0.116713 0.00233915 -0.000627808 9.375 9.625
9.75 0.291444 0.0041441 -0.000984207 0.126955 0.00651635 -0.00156179 9.625 9.875
10.00 0.321681 0.00697888 -0.00162712 0.144059 0.0101548 -0.00241725 9.875 10.125
10.25 0.217548 0.00719734 -0.0015657 0.187267 0.0191281 -0.00411943 10.125 10.375
10.50 0.134248 0.0086786 -0.00162398 0.239677 0.0413291 -0.00781827 10.375 10.625
10.75 0.0821958 0.00823854 -0.00157125 0.276389 0.0633965 -0.0128053 10.625 10.875
11.00 0.0477458 0.00426332 -0.000790859 0.274852 0.057961 -0.0112551 10.875 11.125
11.25 0.0271482 0.00189742 -0.0003483 0.256639 0.0478288 -0.00919372 11.125 11.375
11.50 0.0154229 0.000872642 -0.000164933 0.238975 0.0403386 -0.00792323 11.375 11.625
11.75 0.00867418 0.000390157 -7.75163e-05 0.224812 0.0330823 -0.0067465 11.625 11.875
12.00 0.00484078 0.000166141 -3.23588e-05 0.209053 0.0261168 -0.00525208 11.875 12.125
12.25 0.00262123 6.10149e-05 -1.13497e-05 0.189381 0.0184097 -0.0034948 12.125 12.375
12.50 0.00140552 2.1975e-05 -1.60989e-06 0.173358 0.0126586 -0.000945762 12.375 12.625
12.75 0.000711894 4.4272e-06 -8.04946e-08 0.157621 0.0052063 -9.52482e-05 12.625 12.875
13.00 0.000353371 6.43957e-07 5.63462e-07 0.127335 0.00136001 0.00142244 12.875 13.125
13.25 0.000163646 0 3.21978e-07 0.0969011 0 0.00178038 13.125 13.375
13.50 6.80984e-05 0 1.60989e-07 0.0862884 0 0.00216519 13.375 13.625
13.75 2.44704e-05 0 0 0.0888158 0 0 13.625 13.875
14.00 8.04946e-06 0 0 0.05 0 0 13.875 14.125
14.25 1.28791e-06 0 0 0 0 0 14.125 14.375
14.50 1.60989e-07 0 0 0 0 0 14.375 14.625
14.75 8.04946e-08 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
