#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00370106 0 0 0.040649 0 0 8.625 8.875
9.00 0.00664547 1.60989e-07 -8.04946e-08 0.0691514 2.25455e-05 -1.12727e-05 8.875 9.125
9.25 0.0308353 1.10278e-05 -5.23215e-06 0.108833 0.000175357 -7.69645e-05 9.125 9.375
9.50 0.120668 0.00062327 -0.000170649 0.119333 0.00245977 -0.000660814 9.375 9.625
9.75 0.285616 0.00409951 -0.000983724 0.127118 0.00662483 -0.0015602 9.625 9.875
10.00 0.320167 0.00701261 -0.00164636 0.144266 0.0102098 -0.00245734 9.875 10.125
10.25 0.217155 0.00714591 -0.00156288 0.187384 0.0188443 -0.00404195 10.125 10.375
10.50 0.13401 0.0084888 -0.00159758 0.239106 0.0404059 -0.00762428 10.375 10.625
10.75 0.0821599 0.00824772 -0.00156111 0.275837 0.0634944 -0.0127225 10.625 10.875
11.00 0.0479147 0.00433753 -0.000793355 0.276344 0.0586051 -0.0112696 10.875 11.125
11.25 0.0273001 0.00193493 -0.000347656 0.257923 0.0483023 -0.00911286 11.125 11.375
11.50 0.0155661 0.000896871 -0.000167268 0.240768 0.0409165 -0.00793356 11.375 11.625
11.75 0.00877375 0.000402795 -7.59869e-05 0.228857 0.0336204 -0.00654852 11.625 11.875
12.00 0.00491661 0.000177491 -3.31638e-05 0.21128 0.0272755 -0.00523569 11.875 12.125
12.25 0.0026725 6.61666e-05 -1.12692e-05 0.191229 0.0195106 -0.00340189 12.125 12.375
12.50 0.00144206 2.25385e-05 -1.60989e-06 0.176556 0.0126718 -0.000918254 12.375 12.625
12.75 0.000736526 5.07116e-06 -1.60989e-07 0.160546 0.00572227 -0.000183448 12.625 12.875
13.00 0.000370597 8.85441e-07 8.85441e-07 0.134666 0.00184587 0.00229014 12.875 13.125
13.25 0.000171051 1.60989e-07 4.02473e-07 0.100706 0.000845596 0.00212098 13.125 13.375
13.50 7.25256e-05 0 1.60989e-07 0.0854606 0 0.00203457 13.375 13.625
13.75 2.77706e-05 0 0 0.084058 0 0 13.625 13.875
14.00 9.33737e-06 0 0 0.0431034 0 0 13.875 14.125
14.25 1.4489e-06 0 0 0 0 0 14.125 14.375
14.50 1.60989e-07 0 0 0 0 0 14.375 14.625
14.75 8.04946e-08 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
