#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00505498 0 0 0.0280418 0 0 8.625 8.875
9.00 0.00890745 2.41484e-07 -1.60989e-07 0.0458435 2.58647e-05 -1.72444e-05 8.875 9.125
9.25 0.0394597 9.98133e-06 -4.02473e-06 0.0793346 0.000110783 -4.93452e-05 9.125 9.375
9.50 0.145438 0.000664644 -0.00018554 0.107687 0.00210188 -0.000597745 9.375 9.625
9.75 0.316376 0.00414177 -0.000979378 0.126031 0.00590754 -0.0014776 9.625 9.875
10.00 0.326152 0.00664684 -0.00157761 0.14408 0.00992344 -0.00240424 9.875 10.125
10.25 0.218015 0.0072854 -0.00155419 0.187281 0.0201159 -0.00422783 10.125 10.375
10.50 0.13446 0.00929487 -0.00177595 0.241936 0.0448605 -0.00882143 10.375 10.625
10.75 0.0817683 0.00802926 -0.00159291 0.27651 0.0625261 -0.0131566 10.625 10.875
11.00 0.0467325 0.00386712 -0.000730649 0.268258 0.0547309 -0.0108852 10.875 11.125
11.25 0.0262496 0.00170254 -0.000325118 0.248019 0.045192 -0.00901806 11.125 11.375
11.50 0.0147321 0.000737572 -0.000138209 0.22786 0.0364607 -0.00708988 11.375 11.625
11.75 0.00816867 0.000313607 -6.31078e-05 0.213597 0.0288472 -0.00595063 11.625 11.875
12.00 0.0044565 0.000125733 -2.2458e-05 0.198757 0.0218273 -0.00401752 11.875 12.125
12.25 0.00236718 4.20987e-05 -6.68105e-06 0.173864 0.0144355 -0.00232509 12.125 12.375
12.50 0.00123213 1.31206e-05 -1.20742e-06 0.158751 0.00879921 -0.000823572 12.375 12.625
12.75 0.000612081 3.21978e-06 -1.60989e-07 0.131904 0.00454263 -0.000228271 12.625 12.875
13.00 0.000282134 4.82968e-07 5.63462e-07 0.107561 0.0015251 0.0017859 12.875 13.125
13.25 0.000122352 0 0 0.0927632 0 0 13.125 13.375
13.50 4.76528e-05 8.04946e-08 0 0.0709459 0.0015667 0 13.375 13.625
13.75 1.76283e-05 0 8.04946e-08 0.0593607 0 0.00431486 13.625 13.875
14.00 3.38077e-06 0 0 0.0238095 0 0 13.875 14.125
14.25 5.63462e-07 0 0 0 0 0 14.125 14.375
14.50 8.04946e-08 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
