#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.00247102 8.04946e-08 -8.04946e-08 0.0703629 3.02866e-05 -3.02866e-05 8.625 8.875
9.00 0.00443002 2.41484e-07 -8.04946e-08 0.124394 1.13919e-05 4.5225e-06 8.875 9.125
9.25 0.0213322 1.11887e-05 -5.31264e-06 0.172161 0.000260487 -0.000115573 9.125 9.375
9.50 0.0871632 0.000485865 -0.000126296 0.137773 0.00313531 -0.000827014 9.375 9.625
9.75 0.237385 0.00350884 -0.0007845 0.126442 0.00732635 -0.00162783 9.625 9.875
10.00 0.301861 0.00694974 -0.00159894 0.144566 0.0105035 -0.00233302 9.875 10.125
10.25 0.209878 0.00668443 -0.00142669 0.187826 0.0169549 -0.00348254 10.125 10.375
10.50 0.13035 0.00695844 -0.00135996 0.234987 0.0329464 -0.00641027 10.375 10.625
10.75 0.0802925 0.00741798 -0.00136736 0.269626 0.0585114 -0.0110578 10.625 10.875
11.00 0.0483428 0.00457942 -0.000807441 0.283133 0.0601828 -0.0112281 10.875 11.125
11.25 0.0280417 0.00216072 -0.000371805 0.270927 0.0512206 -0.0092825 11.125 11.375
11.50 0.0162455 0.00104949 -0.00018063 0.256064 0.0446965 -0.00804347 11.375 11.625
11.75 0.00940153 0.000517339 -9.09589e-05 0.245083 0.0390253 -0.0070896 11.625 11.875
12.00 0.00537237 0.000231824 -4.08108e-05 0.232492 0.0315714 -0.00572687 11.875 12.125
12.25 0.00304406 9.29713e-05 -1.60989e-05 0.216913 0.0231311 -0.00409336 12.125 12.375
12.50 0.00169691 3.56591e-05 -4.74918e-06 0.202125 0.0163751 -0.00222681 12.375 12.625
12.75 0.000925205 1.23157e-05 -5.63462e-07 0.190795 0.0105442 -0.000492513 12.625 12.875
13.00 0.000482646 3.62226e-06 1.12692e-06 0.160941 0.00591916 0.00213087 12.875 13.125
13.25 0.000245267 4.82968e-07 1.04643e-06 0.145717 0.0016789 0.00366041 13.125 13.375
13.50 0.000118247 1.60989e-07 3.21978e-07 0.121171 0.00119487 0.00239953 13.375 13.625
13.75 5.19995e-05 0 2.41484e-07 0.109907 0 0.00415284 13.625 13.875
14.00 2.00432e-05 0 0 0.0562249 0 0 13.875 14.125
14.25 6.43957e-06 0 0 0.025 0 0 14.125 14.375
14.50 9.65935e-07 0 0 0.0833333 0 0 14.375 14.625
14.75 1.60989e-07 0 0 0 0 0 14.625 14.875
15.00 8.04946e-08 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
