#Peak halo masses in Msun
#Number densities in comoving Mpc^-3 dex^-1.
#Log10(HM) Number_Density Err+ Err- Satellite_fraction Err+ Err- HM_Left_Edge HM_Right_Edge
8.00 0 0 0 0 0 0 7.875 8.125
8.25 0 0 0 0 0 0 8.125 8.375
8.50 0 0 0 0 0 0 8.375 8.625
8.75 0.0236184 2.41484e-07 -1.60989e-07 0.0180869 -1.22935e-07 1.84402e-07 8.625 8.875
9.00 0.0344994 1.20742e-06 -7.24451e-07 0.0130567 2.02842e-06 -1.87661e-06 8.875 9.125
9.25 0.0873205 1.4972e-05 -6.92253e-06 0.0126263 1.07978e-05 -6.41961e-06 9.125 9.375
9.50 0.158206 8.57267e-05 -3.05879e-05 0.0276968 8.55457e-05 -3.43248e-05 9.375 9.625
9.75 0.151997 0.000226109 -7.60674e-05 0.0504186 0.000456546 -0.000154216 9.625 9.875
10.00 0.0930738 0.000326647 -0.000103436 0.0802483 0.0022238 -0.000750616 9.875 10.125
10.25 0.0468554 0.000275372 -8.46803e-05 0.12254 0.00458705 -0.00144404 10.125 10.375
10.50 0.0206992 0.000103436 -3.33248e-05 0.114991 0.00430374 -0.00140312 10.375 10.625
10.75 0.00874099 3.10709e-05 -8.37144e-06 0.0952749 0.00317703 -0.000856444 10.625 10.875
11.00 0.00340677 8.61292e-06 -2.17335e-06 0.0853673 0.00230652 -0.00058312 10.875 11.125
11.25 0.00121064 1.5294e-06 -5.63462e-07 0.0730718 0.00116951 -0.000431217 11.125 11.375
11.50 0.000376554 8.04946e-08 0 0.0538692 0.000202205 0 11.375 11.625
11.75 0.000102631 8.04946e-08 0 0.0533333 0.000741899 0 11.625 11.875
12.00 2.37459e-05 0 0 0.0440678 0 0 11.875 12.125
12.25 3.70275e-06 0 0 0.0217391 0 0 12.125 12.375
12.50 5.63462e-07 0 0 0 0 0 12.375 12.625
12.75 1.60989e-07 0 0 0 0 0 12.625 12.875
13.00 0 0 0 0 0 0 12.875 13.125
13.25 0 0 0 0 0 0 13.125 13.375
13.50 0 0 0 0 0 0 13.375 13.625
13.75 0 0 0 0 0 0 13.625 13.875
14.00 0 0 0 0 0 0 13.875 14.125
14.25 0 0 0 0 0 0 14.125 14.375
14.50 0 0 0 0 0 0 14.375 14.625
14.75 0 0 0 0 0 0 14.625 14.875
15.00 0 0 0 0 0 0 14.875 15.125
15.25 0 0 0 0 0 0 15.125 15.375
15.50 0 0 0 0 0 0 15.375 15.625
15.75 0 0 0 0 0 0 15.625 15.875
