#HM(0) Med_All(1) Err+(2) Err-(3) Med_Cen(4) Err+(5) Err-(6) Med_Cen_SF(7) Err+(8) Err-(9) Med_Cen_Q(10) Err+(11) Err-(12) Med_Sat(13) Err+(14) Err-(15) Med_SF(16) Err+(17) Err-(18) Med_Q(19) Err+(20) Err-(21) True_Med_All(22) Err+(23) Err-(24) True_Cen(25) Err+(26) Err-(27) True_Cen_SF(28) Err+(29) Err-(30) True_Cen_Q(31) Err+(32) Err-(33) True_Sat(34) Err+(35) Err-(36) True_SF(37) Err+(38) Err-(39) True_Q(40) Err+(41) Err-(42) 
9.100000 -3.528164 0.454266 0.280128 -3.558552 0.473356 0.256918 -3.498854 0.442678 0.309057 0.000000 0.000000 0.000000 -3.677915 0.452028 0.187616 -3.476256 0.410810 0.324962 0.000000 0.000000 0.000000 -3.500726 0.434995 0.313967 -3.499898 0.428917 0.338272 -3.467025 0.359509 0.368394 0.000000 0.000000 0.000000 -3.622786 0.495931 0.187966 -3.511729 0.445127 0.325493 0.000000 0.000000 0.000000
9.300000 -3.400473 0.398491 0.259068 -3.427777 0.417298 0.230968 -3.374200 0.395580 0.277138 0.000000 0.000000 0.000000 -3.534297 0.399307 0.176568 -3.354409 0.365803 0.285995 0.000000 0.000000 0.000000 -3.373289 0.385890 0.279457 -3.372850 0.376428 0.297117 -3.343488 0.312346 0.338609 0.000000 0.000000 0.000000 -3.482315 0.430514 0.171229 -3.383887 0.396194 0.303536 0.000000 0.000000 0.000000
9.500000 -3.272782 0.338782 0.229143 -3.297002 0.363047 0.205420 -3.249546 0.345058 0.248127 0.000000 0.000000 0.000000 -3.390678 0.353033 0.165112 -3.232562 0.313015 0.257445 0.000000 0.000000 0.000000 -3.245852 0.343617 0.246363 -3.245802 0.321916 0.279870 -3.219952 0.270371 0.305775 0.000000 0.000000 0.000000 -3.341844 0.386222 0.153705 -3.256045 0.346601 0.269920 0.000000 0.000000 0.000000
9.700000 -3.145091 0.288570 0.212253 -3.166227 0.304060 0.182998 -3.124892 0.297080 0.227756 0.000000 0.000000 0.000000 -3.247060 0.302604 0.147670 -3.110715 0.266223 0.235363 0.000000 0.000000 0.000000 -3.118416 0.276050 0.223820 -3.118754 0.271449 0.241369 -3.096416 0.236687 0.276034 0.000000 0.000000 0.000000 -3.201373 0.325852 0.138937 -3.128203 0.292616 0.239748 0.000000 0.000000 0.000000
9.900000 -3.017400 0.241084 0.173180 -3.035453 0.258328 0.163019 -3.000238 0.249063 0.195769 0.000000 0.000000 0.000000 -3.103442 0.255167 0.144301 -2.988867 0.222648 0.204946 0.000000 0.000000 0.000000 -2.990979 0.221292 0.200824 -2.991706 0.218876 0.213897 -2.972879 0.200925 0.241335 0.000000 0.000000 0.000000 -3.060906 0.273806 0.137600 -3.000362 0.242666 0.231213 0.000000 0.000000 0.000000
10.100000 -2.889708 0.190305 0.147922 -2.904678 0.193519 0.146588 -2.875584 0.196378 0.167129 0.000000 0.000000 0.000000 -2.959825 0.210410 0.123985 -2.867020 0.180235 0.179275 0.000000 0.000000 0.000000 -2.863542 0.183467 0.195013 -2.864658 0.171065 0.191819 -2.849343 0.179018 0.216552 0.000000 0.000000 0.000000 -2.920447 0.221724 0.138382 -2.872520 0.202764 0.191765 0.000000 0.000000 0.000000
10.300000 -2.762017 0.148441 0.134672 -2.773904 0.152556 0.128304 -2.750930 0.155726 0.144013 0.000000 0.000000 0.000000 -2.816202 0.169326 0.110254 -2.745173 0.143298 0.153249 0.000000 0.000000 0.000000 -2.736105 0.148656 0.176976 -2.737610 0.141823 0.175649 -2.725806 0.143078 0.190922 0.000000 0.000000 0.000000 -2.780015 0.179793 0.133588 -2.744678 0.162388 0.168223 0.000000 0.000000 0.000000
10.500000 -2.634327 0.111374 0.126923 -2.643130 0.115834 0.131071 -2.626276 0.115685 0.141860 0.000000 0.000000 0.000000 -2.672502 0.122510 0.101150 -2.623326 0.102643 0.131481 0.000000 0.000000 0.000000 -2.608670 0.112029 0.142951 -2.610563 0.110523 0.143732 -2.602270 0.108380 0.160441 0.000000 0.000000 0.000000 -2.639635 0.136979 0.132913 -2.616836 0.125017 0.149951 0.000000 0.000000 0.000000
10.700000 -2.506644 0.083878 0.131912 -2.512361 0.091091 0.134493 -2.501622 0.080974 0.143826 0.000000 0.000000 0.000000 -2.528281 0.099924 0.129359 -2.501479 0.085659 0.138623 0.000000 0.000000 0.000000 -2.481239 0.081068 0.161112 -2.483521 0.082671 0.157356 -2.478735 0.082908 0.163914 0.000000 0.000000 0.000000 -2.499150 0.110061 0.139169 -2.488994 0.094455 0.148751 0.000000 0.000000 0.000000
10.900000 -2.379009 0.084344 0.150126 -2.381631 0.087360 0.147111 -2.376971 0.083821 0.134712 0.000000 0.000000 0.000000 -2.381849 0.091244 0.142854 -2.379634 0.082081 0.134939 0.000000 0.000000 0.000000 -2.353846 0.073064 0.163745 -2.356516 0.076643 0.162918 -2.355210 0.085914 0.164018 0.000000 0.000000 0.000000 -2.357069 0.089051 0.158985 -2.361167 0.093808 0.162194 0.000000 0.000000 0.000000
