#HM(0) Med_All(1) Err+(2) Err-(3) Med_Cen(4) Err+(5) Err-(6) Med_Cen_SF(7) Err+(8) Err-(9) Med_Cen_Q(10) Err+(11) Err-(12) Med_Sat(13) Err+(14) Err-(15) Med_SF(16) Err+(17) Err-(18) Med_Q(19) Err+(20) Err-(21) True_Med_All(22) Err+(23) Err-(24) True_Cen(25) Err+(26) Err-(27) True_Cen_SF(28) Err+(29) Err-(30) True_Cen_Q(31) Err+(32) Err-(33) True_Sat(34) Err+(35) Err-(36) True_SF(37) Err+(38) Err-(39) True_Q(40) Err+(41) Err-(42) 
9.100000 0.000000 0.000000 4.622105 0.000000 0.000000 4.774228 0.000000 0.000000 4.695594 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 4.604919 0.000000 0.000000 0.000000 -4.834195 4.834195 -0.055726 -4.945363 4.945363 -0.069434 -4.934104 4.934104 -0.086038 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -4.822755 4.822755 -0.048158 0.000000 0.000000 0.000000
9.300000 -4.651351 0.144153 0.177087 -4.751735 0.135247 0.196751 -4.742585 0.158433 0.227698 0.000000 0.000000 0.000000 -4.510560 0.231868 0.078676 -4.615757 0.119482 0.229399 0.000000 0.000000 3.127218 -4.628189 0.157350 0.213769 -4.732637 0.163358 0.213395 -4.722765 0.152212 0.262049 0.000000 0.000000 4.581451 -4.496102 0.218047 0.086446 -4.619561 0.132243 0.239220 0.000000 0.000000 3.563417
9.500000 -4.444976 0.128191 0.160742 -4.539172 0.121266 0.182261 -4.530786 0.139613 0.214085 -4.352342 0.232912 0.145875 -4.300301 0.204366 0.077067 -4.413516 0.112491 0.206862 -3.470697 0.518768 0.087180 -4.422185 0.133566 0.192847 -4.519914 0.140438 0.201829 -4.511428 0.140864 0.239139 -4.325378 0.268239 0.163090 -4.285007 0.193052 0.086657 -4.416368 0.119762 0.218014 -3.430736 0.426305 0.123645
9.700000 -4.238605 0.117022 0.142115 -4.326613 0.107045 0.163422 -4.318988 0.124163 0.193334 -4.166885 0.198046 0.137014 -4.090045 0.178349 0.069635 -4.211277 0.100460 0.186110 -3.357047 0.449945 0.075898 -4.216187 0.117544 0.180435 -4.307193 0.123967 0.185675 -4.300093 0.121128 0.220853 -4.142581 0.236551 0.151875 -4.073915 0.172250 0.083195 -4.213178 0.103617 0.204105 -3.324920 0.393041 0.114040
9.900000 -4.032244 0.102364 0.126226 -4.114062 0.092876 0.151146 -4.107193 0.108711 0.175591 -3.981447 0.173082 0.125834 -3.879795 0.151616 0.065045 -4.009041 0.084813 0.165356 -3.243519 0.408349 0.061753 -4.010197 0.095526 0.166251 -4.094480 0.103839 0.171546 -4.088762 0.095062 0.200678 -3.959801 0.195771 0.140385 -3.862831 0.144354 0.081962 -4.009995 0.093496 0.184358 -3.219258 0.357006 0.101331
10.100000 -3.825905 0.087695 0.111174 -3.901530 0.078619 0.137500 -3.895407 0.085673 0.154672 -3.796047 0.148275 0.113886 -3.669560 0.125344 0.059022 -3.806815 0.075436 0.144600 -3.130196 0.367733 0.053801 -3.804229 0.075908 0.156249 -3.881785 0.079301 0.161282 -3.877444 0.075603 0.185917 -3.777060 0.170443 0.130066 -3.651762 0.116444 0.079909 -3.806827 0.081926 0.167364 -3.113834 0.333518 0.095186
10.300000 -3.619615 0.072855 0.098851 -3.689041 0.066037 0.121620 -3.683640 0.067420 0.136565 -3.610727 0.126968 0.100208 -3.459360 0.101686 0.055490 -3.604609 0.062901 0.127210 -3.017206 0.317572 0.044073 -3.598310 0.061980 0.142988 -3.669128 0.065949 0.152873 -3.666154 0.058120 0.167570 -3.594396 0.142475 0.115945 -3.440734 0.088508 0.082632 -3.603683 0.067966 0.146249 -3.008753 0.302947 0.075317
10.500000 -3.413423 0.058294 0.082543 -3.476645 0.054478 0.106971 -3.471913 0.052602 0.116862 -3.425565 3.425565 0.084284 -3.249245 0.077375 0.050685 -3.402432 0.050364 0.109099 -2.904716 0.275532 0.043756 -3.392489 0.045591 0.132540 -3.456560 0.054989 0.142541 -3.454926 0.046819 0.147206 -3.411883 0.222881 0.096373 -3.229803 0.067912 0.082326 -3.400550 0.058567 0.134039 -2.904050 0.270035 0.064903
10.700000 -3.207382 0.045228 0.071404 -3.264436 0.041819 0.091852 -3.260247 0.037103 0.099893 -3.240692 0.111572 0.080502 -3.039324 0.052819 0.046576 -3.200239 0.035754 0.086545 -2.792807 0.227550 0.043597 -3.186830 0.045584 0.118419 -3.244171 0.043688 0.131016 -3.243818 0.045534 0.128095 -3.229638 0.130442 0.097694 -3.019100 0.062995 0.082875 -3.197274 0.051547 0.119326 -2.799392 0.238315 0.059686
10.900000 -3.001388 0.030253 0.060439 -3.052489 0.029073 0.075106 -3.048545 0.020949 0.082601 -3.056211 0.057921 0.073088 -2.829785 0.032191 0.044191 -2.997699 0.025993 0.070101 -2.681009 0.187515 0.040420 -2.981268 0.037813 0.109295 -3.032066 0.040422 0.114385 -3.032835 0.036004 0.120399 -3.047720 0.062176 0.096105 -2.808923 0.044753 0.081457 -2.993194 0.045607 0.106344 -2.693383 0.202432 0.065047
