#HM Med_All Med_Cen Med_Sat Med_SF Med_Q Cen-All Sat-All SF-All Q-All Cen-Sat SF-Q True True_Cen
9.100000 -0.237412 -0.213829 0.000000 -0.174765 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.208289 -0.172413
9.300000 -0.429708 -0.404735 -0.586914 -0.369628 -0.709584 0.024972 -0.157207 0.000000 -0.279877 0.182179 0.339956 -0.402533 -0.366778
9.500000 -0.621893 -0.595543 -0.775913 -0.564391 -0.878211 0.026350 -0.154020 0.057502 -0.256318 0.180370 0.313820 -0.596677 -0.561053
9.700000 -0.780921 -0.756205 -0.854994 -0.726426 -0.623836 0.024716 -0.074073 0.054495 0.157085 0.098789 -0.102590 -0.759248 -0.726724
9.900000 -0.301186 -0.295541 -0.251365 -0.250767 -0.217601 0.005645 0.049821 0.050419 0.083585 -0.044176 -0.033166 -0.284349 -0.272575
10.100000 -0.077715 -0.074593 -0.056472 -0.029732 -0.060078 0.003122 0.021243 0.047983 0.017637 -0.018121 0.030346 -0.063426 -0.055229
10.300000 -0.031399 -0.031134 -0.022418 0.013116 -0.028154 0.000265 0.008981 0.044516 0.003245 -0.008716 0.041271 -0.019260 -0.015579
10.500000 -0.016645 -0.017412 -0.009079 0.023926 -0.007299 -0.000767 0.007567 0.040571 0.009346 -0.008333 0.031224 -0.006062 -0.004952
10.700000 -0.017377 -0.024517 0.012885 0.017518 0.018971 -0.007140 0.030262 0.034896 0.036348 -0.037402 -0.001453 -0.009286 -0.015942
10.900000 -0.014177 -0.030487 0.030283 0.014368 0.016942 -0.016309 0.044461 0.028545 0.031119 -0.060770 -0.002573 -0.008642 -0.025022
11.100000 -0.014156 -0.027977 0.015838 0.008220 0.004842 -0.013821 0.029994 0.022376 0.018997 -0.043815 0.003378 -0.009636 -0.025987
11.300000 -0.004905 -0.011916 0.010733 0.010787 0.004941 -0.007011 0.015638 0.015692 0.009846 -0.022649 0.005846 -0.001245 -0.011268
11.500000 0.016889 0.014596 0.011233 0.024882 0.023151 -0.002293 -0.005656 0.007993 0.006262 0.003363 0.001731 0.020683 0.014455
11.700000 0.027131 0.028808 -0.002370 0.029223 0.029264 0.001678 -0.029501 0.002092 0.002133 0.031178 -0.000041 0.032550 0.031633
11.900000 0.015341 0.016347 -0.017925 0.014496 0.015995 0.001006 -0.033266 -0.000845 0.000654 0.034271 -0.001499 0.019623 0.022390
12.100000 -0.010422 -0.012378 -0.012317 -0.012779 -0.006066 -0.001955 -0.001895 -0.002357 0.004356 -0.000060 -0.006713 -0.007383 -0.003519
12.300000 -0.028525 -0.034259 0.016360 -0.028713 -0.025116 -0.005734 0.044884 -0.000189 0.003408 -0.050619 -0.003597 -0.027142 -0.026309
12.500000 -0.031982 -0.034974 0.024338 -0.026838 -0.026165 -0.002992 0.056320 0.005144 0.005817 -0.059312 -0.000673 -0.034544 -0.032811
12.700000 -0.036052 -0.037767 0.021680 -0.026604 -0.025720 -0.001715 0.057733 0.009448 0.010332 -0.059448 -0.000884 -0.038702 -0.036540
12.900000 -0.037369 -0.037046 0.004678 -0.021882 -0.022588 0.000324 0.042047 0.015488 0.014782 -0.041723 0.000706 -0.034329 -0.032345
13.100000 -0.035121 -0.034346 -0.013764 -0.021096 -0.017868 0.000775 0.021356 0.014025 0.017252 -0.020582 -0.003227 -0.034299 -0.029483
13.300000 -0.023095 -0.016041 -0.002915 -0.010608 -0.006316 0.007054 0.020180 0.012487 0.016779 -0.013126 -0.004292 -0.020815 -0.014745
13.500000 -0.015547 -0.010700 -0.010270 -0.040457 0.000537 0.004847 0.005276 -0.024910 0.016084 -0.000429 -0.040994 -0.008102 -0.002899
13.700000 -0.001333 0.003984 -0.022641 0.022582 0.005053 0.005317 -0.021308 0.023915 0.006386 0.026625 0.017529 -0.004058 0.001829
13.900000 0.029091 0.032351 0.001481 0.013075 0.032157 0.003259 -0.027610 -0.016016 0.003066 0.030870 -0.019082 0.033165 0.038337
14.100000 0.004786 0.010333 0.044368 0.035299 0.010630 0.005547 0.039582 0.030513 0.005844 -0.034035 0.024668 0.013737 0.013056
14.300000 0.008176 0.017877 -0.113612 -0.044209 0.003888 0.009701 -0.121788 -0.052385 -0.004287 0.131489 -0.048098 0.010362 0.019367
14.500000 -0.014359 -0.011961 0.000000 0.000000 -0.022509 0.002398 0.000000 0.000000 -0.008150 0.000000 0.000000 -0.002857 -0.006735
14.700000 0.032272 0.029804 0.000000 0.000000 0.022696 0.000000 0.000000 0.000000 -0.009576 0.000000 0.000000 0.046681 0.037688
14.900000 -0.081066 -0.076962 0.000000 0.000000 -0.105131 0.004105 0.000000 0.000000 0.000000 0.000000 0.000000 -0.077979 -0.083874
15.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
