#HM Med_All Med_Cen Med_Sat Med_SF Med_Q Cen-All Sat-All SF-All Q-All Cen-Sat SF-Q True True_Cen
9.100000 0.247250 0.339787 0.031244 0.206136 0.000000 0.000000 -0.216006 0.000000 0.000000 0.308543 0.000000 0.216381 0.324944
9.300000 0.055194 0.142509 -0.156365 0.018129 0.000000 0.087315 -0.211559 -0.037065 0.000000 0.298874 0.000000 0.025206 0.127114
9.500000 -0.136660 -0.054594 -0.343438 -0.169675 0.326220 0.082066 -0.206778 -0.033015 0.462880 0.288844 -0.495895 -0.165798 -0.070571
9.700000 -0.324286 -0.249650 -0.438533 -0.353264 0.300587 0.074636 -0.114246 -0.028977 0.624873 0.188882 -0.653851 -0.350171 -0.266173
9.900000 -0.206193 -0.166077 -0.187788 -0.231175 0.351807 0.040117 0.018405 -0.024982 0.558000 0.021712 -0.582982 -0.218748 -0.168593
10.100000 -0.023268 0.016061 -0.059703 -0.044168 0.330481 0.039329 -0.036435 -0.020900 0.353748 0.075764 -0.374648 -0.030890 0.017033
10.300000 0.033979 0.064773 -0.008812 0.017111 0.333190 0.030793 -0.042791 -0.016868 0.299211 0.073585 -0.316080 0.028465 0.068240
10.500000 0.040673 0.050000 0.032996 0.027772 0.022617 0.009327 -0.007677 -0.012901 -0.018056 0.017004 0.005155 0.034477 0.053385
10.700000 0.022209 0.020681 0.014579 0.013139 0.024050 -0.001528 -0.007630 -0.009070 0.001841 0.006102 -0.010911 0.015448 0.022475
10.900000 0.002423 -0.002721 0.002472 -0.003137 -0.014296 -0.005144 0.000049 -0.005559 -0.016718 -0.005193 0.011159 -0.003657 -0.000663
11.100000 -0.011676 -0.018897 0.001032 -0.014423 -0.012808 -0.007221 0.012708 -0.002747 -0.001132 -0.019929 -0.001615 -0.017445 -0.019277
11.300000 -0.023300 -0.029577 -0.013430 -0.024473 -0.004951 -0.006277 0.009870 -0.001173 0.018348 -0.016147 -0.019521 -0.027698 -0.030789
11.500000 -0.033102 -0.036232 -0.024101 -0.034368 -0.019203 -0.003130 0.009001 -0.001266 0.013899 -0.012131 -0.015165 -0.036440 -0.038430
11.700000 -0.031525 -0.035824 -0.024828 -0.034557 -0.012517 -0.004299 0.006697 -0.003032 0.019008 -0.010997 -0.022040 -0.034506 -0.037179
11.900000 -0.010535 -0.009013 -0.030029 -0.014441 -0.011267 0.001522 -0.019493 -0.003906 -0.000731 0.021015 -0.003175 -0.010823 -0.009722
12.100000 0.026532 0.028451 -0.008818 0.023059 0.007745 0.001919 -0.035350 -0.003473 -0.018787 0.037269 0.015314 0.027392 0.029339
12.300000 0.023377 0.026999 -0.016270 0.026355 -0.005528 0.003622 -0.039647 0.002978 -0.028905 0.043269 0.031883 0.030551 0.033107
12.500000 -0.010399 -0.007317 -0.027321 -0.007136 -0.022479 0.003081 -0.016923 0.003262 -0.012080 0.020004 0.015343 -0.000921 0.001308
12.700000 -0.046272 -0.048280 -0.002212 -0.035656 -0.035824 -0.002007 0.044061 0.010616 0.010449 -0.046068 0.000167 -0.045240 -0.048216
12.900000 -0.049801 -0.045547 0.007236 -0.057268 -0.012241 0.004255 0.057037 -0.007467 0.037561 -0.052783 -0.045028 -0.035676 -0.038512
13.100000 -0.025047 -0.016537 -0.061914 -0.048057 0.034332 0.008510 -0.036867 -0.023010 0.059379 0.045377 -0.082389 -0.022825 -0.028286
13.300000 0.000285 -0.004977 0.275353 0.091226 0.020491 -0.005262 0.275069 0.090942 0.020206 -0.280330 0.070736 0.012503 0.005507
13.500000 0.047535 0.053113 -0.079968 0.093449 0.022824 0.005578 -0.127502 0.045914 -0.024711 0.133080 0.070626 0.000710 -0.001418
13.700000 0.047765 0.049337 0.000000 0.000000 -0.039828 0.000000 0.000000 0.000000 -0.087593 0.000000 0.000000 0.038643 0.033010
13.900000 -0.020715 -0.017766 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.030379 -0.034125
14.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
