#HM Med_All Med_Cen Med_Sat Med_SF Med_Q Cen-All Sat-All SF-All Q-All Cen-Sat SF-Q True True_Cen
9.100000 -0.780653 -0.759223 -0.679179 -0.827283 0.000000 0.021430 0.101474 0.000000 0.000000 -0.080044 0.000000 -0.796298 -0.781285
9.300000 -0.702439 -0.683834 -0.560814 -0.744305 0.000000 0.018605 0.141624 0.000000 0.000000 -0.123020 0.000000 -0.703756 -0.690297
9.500000 -0.517233 -0.503185 -0.317482 -0.554336 0.000000 0.014049 0.199751 0.000000 0.000000 -0.185702 0.000000 -0.519868 -0.509945
9.700000 -0.226669 -0.215533 -0.093938 -0.259008 0.000000 0.011136 0.132731 0.000000 0.000000 -0.121595 0.000000 -0.230530 -0.222942
9.900000 -0.070380 -0.061891 0.023539 -0.097955 0.000000 0.008489 0.093920 0.000000 0.000000 -0.085430 0.000000 -0.070838 -0.065029
10.100000 -0.032073 -0.030029 0.072253 -0.054884 0.000000 0.002044 0.104325 0.000000 0.000000 -0.102281 0.000000 -0.033302 -0.032600
10.300000 -0.027437 -0.026242 0.051308 -0.045485 0.000000 0.001196 0.078746 0.000000 0.000000 -0.077550 0.000000 -0.026631 -0.025392
10.500000 -0.025237 -0.023021 0.031264 -0.038522 0.000000 0.002216 0.056501 0.000000 0.000000 -0.054285 0.000000 -0.026394 -0.022990
10.700000 -0.025072 -0.020009 -0.015528 -0.033595 0.000000 0.005063 0.009544 0.000000 0.000000 -0.004481 0.000000 -0.020156 -0.014870
10.900000 -0.015982 -0.012118 0.001462 -0.019751 0.000000 0.003864 0.017445 0.000000 0.000000 -0.013580 0.000000 -0.014402 -0.009831
11.100000 -0.007748 -0.004550 -0.014935 -0.006806 0.000000 0.003197 -0.007188 0.000000 0.000000 0.010385 0.000000 -0.006875 -0.003393
11.300000 -0.018703 -0.015022 -0.059233 -0.013117 0.000000 0.003681 -0.040530 0.005586 0.000000 0.044211 0.000000 -0.008612 -0.003223
11.500000 -0.002885 -0.003663 -0.046206 0.005936 0.000000 -0.000778 -0.043322 0.000000 0.000000 0.042543 0.000000 -0.008389 -0.001082
11.700000 0.022146 0.015403 0.000000 0.029286 0.000000 -0.006743 0.000000 0.000000 0.000000 0.000000 0.000000 -0.005297 0.001069
11.900000 0.028053 0.036379 0.000000 0.015298 0.000000 0.008326 0.000000 0.000000 0.000000 0.000000 0.000000 0.033439 0.017792
12.100000 0.199638 0.191714 0.000000 0.152723 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.166517 -0.162017
12.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
