#HM Med_All Med_Cen Med_Sat Med_SF Med_Q Cen-All Sat-All SF-All Q-All Cen-Sat SF-Q True True_Cen
9.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
9.300000 0.065624 0.164414 0.030367 0.054896 0.000000 0.098791 -0.035256 0.000000 0.000000 0.134047 0.000000 0.065008 0.153426
9.500000 -0.158640 -0.065525 -0.210870 -0.166857 -0.303331 0.093115 -0.052230 -0.008217 -0.144691 0.145345 0.136473 -0.160420 -0.076745
9.700000 -0.381954 -0.294628 -0.442691 -0.387670 -0.055253 0.087327 -0.060737 -0.005715 0.326701 0.148064 -0.332417 -0.384925 -0.306111
9.900000 -0.282203 -0.224573 -0.204280 -0.285767 -0.090683 0.057630 0.077923 -0.003563 0.191520 -0.020293 -0.195084 -0.281147 -0.231224
10.100000 -0.035178 0.016299 0.001695 -0.036172 -0.134736 0.051477 0.036873 -0.000994 -0.099558 0.014604 0.098564 -0.034226 0.011014
10.300000 0.006946 0.050629 0.011995 0.008148 -0.079295 0.043683 0.005050 0.001203 -0.086240 0.038633 0.087443 0.005821 0.044121
10.500000 0.001554 0.036747 -0.011467 0.004271 -0.004395 0.035193 -0.013021 0.002717 -0.005949 0.048214 0.008666 -0.001014 0.029619
10.700000 0.003683 0.021138 0.014739 0.006728 0.028442 0.017456 0.011056 0.003045 0.024759 0.006400 -0.021713 0.000435 0.014764
10.900000 -0.000705 0.002614 0.004753 0.001938 -0.000184 0.003320 0.005459 0.002644 0.000521 -0.002139 0.002122 -0.004722 -0.003519
11.100000 -0.018952 -0.013132 -0.024720 -0.016699 -0.019489 0.005819 -0.005769 0.002253 -0.000537 0.011588 0.002790 -0.023506 -0.019221
11.300000 -0.027328 -0.018481 -0.026515 -0.022786 -0.023583 0.008846 0.000813 0.004541 0.003745 0.008034 0.000797 -0.030926 -0.021484
11.500000 -0.022984 -0.012892 -0.013339 -0.011827 -0.009705 0.010092 0.009645 0.011158 0.013279 0.000447 -0.002122 -0.023726 -0.012562
11.700000 -0.021520 -0.016083 -0.009736 -0.005128 0.012201 0.005437 0.011784 0.016392 0.033721 -0.006347 -0.017329 -0.018485 -0.011958
11.900000 -0.036507 -0.038569 -0.025028 -0.026240 0.006464 -0.002061 0.011479 0.010267 0.042972 -0.013541 -0.032704 -0.030753 -0.034770
12.100000 -0.033768 -0.044199 -0.013005 -0.038228 -0.019488 -0.010430 0.020763 -0.004460 0.014280 -0.031193 -0.018740 -0.026747 -0.041110
12.300000 -0.005088 -0.013462 0.007073 -0.023247 -0.031561 -0.008374 0.012161 -0.018159 -0.026473 -0.020535 0.008314 0.001817 -0.012932
12.500000 0.036412 0.037044 0.011156 0.021747 -0.024760 0.000632 -0.025256 -0.014665 -0.061172 0.025887 0.046508 0.041805 0.035409
12.700000 0.055451 0.057768 0.010625 0.051800 -0.008803 0.002317 -0.044826 -0.003651 -0.064254 0.047143 0.060603 0.057898 0.055324
12.900000 0.056022 0.055043 0.012223 0.056836 0.004694 -0.000979 -0.043799 0.000815 -0.051328 0.042820 0.052143 0.058127 0.055904
13.100000 0.046929 0.046960 0.003719 0.010070 0.017231 0.000031 -0.043210 -0.036859 -0.029698 0.043241 -0.007161 0.049029 0.052375
13.300000 0.035567 0.038736 0.014912 0.052738 0.010259 0.003169 -0.020656 0.017170 -0.025308 0.023824 0.042478 0.035925 0.037676
13.500000 0.013747 0.015237 0.027481 -0.024354 0.004949 0.001490 0.013734 -0.038100 -0.008798 -0.012244 -0.029302 0.025399 0.027758
13.700000 0.024427 0.018534 -0.028336 0.028386 0.014264 -0.005893 -0.052763 0.003958 -0.010164 0.046870 0.014122 0.014178 0.015751
13.900000 -0.013084 -0.006227 -0.024815 -0.083567 -0.010891 0.006857 -0.011731 -0.070483 0.002193 0.018588 -0.072676 -0.011757 -0.009253
14.100000 0.004750 -0.012429 0.000000 0.000000 0.022064 -0.017179 0.000000 0.000000 0.017314 0.000000 0.000000 -0.000169 -0.007688
14.300000 -0.042164 -0.062392 0.248256 0.000000 -0.039695 -0.020228 0.290420 0.000000 0.002469 -0.310648 0.000000 -0.048572 -0.055085
14.500000 -0.048792 -0.030664 0.000000 0.000000 -0.009962 0.018128 0.000000 0.000000 0.038831 0.000000 0.000000 -0.060417 -0.050813
14.700000 -0.039249 -0.057667 0.000000 0.000000 -0.026478 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -0.028831 -0.032303
14.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
