#HM Med_All Med_Cen Med_Sat Med_SF Med_Q Cen-All Sat-All SF-All Q-All Cen-Sat SF-Q True True_Cen
9.100000 -0.792923 -0.772777 -0.788600 -0.837758 0.000000 0.020146 0.004323 0.000000 0.000000 0.015824 0.000000 -0.817449 -0.795099
9.300000 -0.728922 -0.711686 -0.648547 -0.769283 0.000000 0.017235 0.080375 0.000000 0.000000 -0.063139 0.000000 -0.733838 -0.713870
9.500000 -0.530009 -0.517364 -0.389012 -0.565897 0.000000 0.012645 0.140998 0.000000 0.000000 -0.128352 0.000000 -0.533403 -0.517962
9.700000 -0.240122 -0.230870 -0.142674 -0.271535 0.000000 0.009252 0.097448 0.000000 0.000000 -0.088196 0.000000 -0.246799 -0.234625
9.900000 -0.076364 -0.069813 -0.011832 -0.103304 0.000000 0.006551 0.064532 0.000000 0.000000 -0.057981 0.000000 -0.079771 -0.070161
10.100000 -0.033347 -0.033733 0.053846 -0.055814 0.000000 -0.000386 0.087193 0.000000 0.000000 -0.087580 0.000000 -0.034308 -0.031273
10.300000 -0.028747 -0.030649 0.027923 -0.046739 0.000000 -0.001903 0.056670 0.000000 0.000000 -0.058573 0.000000 -0.029133 -0.027028
10.500000 -0.026454 -0.025134 0.008238 -0.039974 0.000000 0.001320 0.034693 0.000000 0.000000 -0.033372 0.000000 -0.030105 -0.025730
10.700000 -0.023815 -0.021004 -0.006989 -0.032862 0.000000 0.002811 0.016827 0.000000 0.000000 -0.014016 0.000000 -0.025757 -0.019101
10.900000 -0.013856 -0.011361 0.004654 -0.018437 0.000000 0.002495 0.018510 0.000000 0.000000 -0.016015 0.000000 -0.018162 -0.012450
11.100000 -0.008975 -0.006378 -0.005259 -0.009120 0.000000 0.002596 0.003716 0.000000 0.000000 -0.001120 0.000000 -0.014920 -0.009859
11.300000 -0.004813 -0.000916 -0.043145 -0.000664 0.000000 0.003896 -0.038332 0.000000 0.000000 0.042229 0.000000 -0.015671 -0.009924
11.500000 -0.010584 -0.005961 -0.093951 -0.002808 0.000000 0.004623 -0.083367 0.000000 0.000000 0.087990 0.000000 -0.012597 -0.007551
11.700000 0.023997 0.031694 -0.138459 0.032469 0.000000 0.007696 -0.162457 0.000000 0.000000 0.170153 0.000000 -0.003502 0.002242
11.900000 -0.006879 -0.023360 0.000000 -0.021470 0.000000 -0.016481 0.000000 -0.014591 0.000000 0.000000 0.000000 0.022978 0.031059
12.100000 0.069291 0.063380 0.000000 0.032182 0.000000 -0.005912 0.000000 0.000000 0.000000 0.000000 0.000000 0.066678 0.066132
12.300000 0.093198 0.084192 0.000000 0.063043 0.000000 -0.009006 0.000000 0.000000 0.000000 0.000000 0.000000 0.083843 0.086137
12.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
