#HM Med_All Med_Cen Med_Sat Med_SF Med_Q Cen-All Sat-All SF-All Q-All Cen-Sat SF-Q True True_Cen
9.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.339195 0.450363
9.300000 0.156352 0.256735 0.015563 0.120758 0.000000 0.000000 -0.140790 0.000000 0.000000 0.241173 0.000000 0.133190 0.237638
9.500000 -0.049955 0.044230 -0.194520 -0.081415 -0.030937 0.094184 -0.144566 -0.031460 0.019017 0.238750 -0.050478 -0.072756 0.024962
9.700000 -0.254908 -0.167093 -0.380321 -0.282238 0.197647 0.087815 -0.125412 -0.027330 0.452555 0.213228 -0.479885 -0.277365 -0.186559
9.900000 -0.264087 -0.207736 -0.201445 -0.287436 0.263247 0.056350 0.062642 -0.023350 0.527334 -0.006291 -0.550684 -0.272990 -0.217645
10.100000 -0.046351 0.004164 -0.053599 -0.065471 0.190839 0.050516 -0.007248 -0.019120 0.237190 0.057763 -0.256310 -0.052635 -0.000273
10.300000 0.017941 0.059793 -0.009452 0.002900 0.151688 0.041852 -0.027392 -0.015041 0.133747 0.069244 -0.148787 0.013868 0.058151
10.500000 0.018408 0.041908 0.017810 0.007302 0.080400 0.023500 -0.000599 -0.011106 0.061991 0.024099 -0.073098 0.013118 0.040187
10.700000 0.009514 0.011041 0.023477 0.002054 0.001462 0.001527 0.013963 -0.007461 -0.008053 -0.012436 0.000592 0.003372 0.009168
10.900000 -0.005321 -0.008730 0.000057 -0.009809 -0.005392 -0.003409 0.005378 -0.004488 -0.000071 -0.008788 -0.004417 -0.012435 -0.011994
11.100000 -0.016775 -0.022401 -0.011181 -0.019179 -0.014564 -0.005626 0.005594 -0.002404 0.002211 -0.011220 -0.004615 -0.022732 -0.026262
11.300000 -0.028089 -0.032789 -0.028929 -0.029992 -0.027741 -0.004700 -0.000840 -0.001903 0.000347 -0.003860 -0.002250 -0.032739 -0.036112
11.500000 -0.038153 -0.039595 -0.040189 -0.040831 -0.031252 -0.001441 -0.002036 -0.002677 0.006902 0.000595 -0.009579 -0.041066 -0.039961
11.700000 -0.018682 -0.018066 -0.022933 -0.020662 -0.020653 0.000616 -0.004251 -0.001980 -0.001971 0.004867 -0.000009 -0.021984 -0.020471
11.900000 0.022876 0.025839 0.006813 0.024423 0.008760 0.002963 -0.016063 0.001547 -0.014116 0.019026 0.015663 0.022549 0.028124
12.100000 0.041055 0.044466 0.009309 0.043941 0.024711 0.003411 -0.031746 0.002886 -0.016343 0.035157 0.019230 0.042936 0.050261
12.300000 0.007757 0.012227 -0.010662 0.013175 -0.001653 0.004470 -0.018419 0.005418 -0.009410 0.022889 0.014828 0.010903 0.014046
12.500000 -0.028329 -0.027472 0.000928 -0.024768 -0.029247 0.000856 0.029257 0.003561 -0.000919 -0.028400 0.004480 -0.027979 -0.028325
12.700000 -0.039910 -0.035890 -0.011719 -0.032840 -0.031856 0.004020 0.028191 0.007070 0.008053 -0.024171 -0.000984 -0.033895 -0.033744
12.900000 -0.022777 -0.022255 0.042101 -0.003075 -0.002730 0.000522 0.064878 0.019702 0.020047 -0.064356 -0.000345 -0.028394 -0.034953
13.100000 -0.025011 -0.025849 0.030873 -0.034108 0.012125 -0.000838 0.055884 -0.009097 0.037136 -0.056722 -0.046233 -0.006537 -0.011315
13.300000 0.003555 0.004720 0.035149 0.023507 0.034105 0.001165 0.031594 0.019952 0.030550 -0.030429 -0.010598 0.015803 0.011770
13.500000 0.026826 0.029564 0.000696 0.133780 0.033691 0.002738 -0.026130 0.106954 0.006865 0.028868 0.100089 0.014832 0.007697
13.700000 0.046220 0.041892 0.000000 0.097676 0.040572 -0.004328 0.000000 0.051455 -0.005648 0.000000 0.057104 0.047377 0.040543
13.900000 -0.020716 -0.039862 0.000000 0.000000 -0.075584 -0.019145 0.000000 0.000000 -0.054868 0.000000 0.000000 -0.028170 -0.032890
14.100000 0.069716 0.064260 0.000000 0.000000 0.042212 0.000000 0.000000 0.000000 -0.027504 0.000000 0.000000 0.033077 0.028778
14.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
