#HM Med_All Med_Cen Med_Sat Med_SF Med_Q Cen-All Sat-All SF-All Q-All Cen-Sat SF-Q True True_Cen
9.100000 -0.596025 -0.572372 -0.863702 -0.635538 0.000000 0.023653 -0.267677 0.000000 0.000000 0.291330 0.000000 -0.640919 -0.587279
9.300000 -0.729717 -0.707526 -0.818666 -0.765507 0.000000 0.022191 -0.088950 0.000000 0.000000 0.111140 0.000000 -0.764548 -0.715926
9.500000 -0.619992 -0.609896 -0.526411 -0.652062 0.000000 0.010096 0.093581 -0.032070 0.000000 -0.083485 0.000000 -0.636454 -0.600034
9.700000 -0.294854 -0.289936 -0.268053 -0.323199 0.000000 0.004918 0.026801 0.000000 0.000000 -0.021883 0.000000 -0.309515 -0.280852
9.900000 -0.081827 -0.077230 -0.125464 -0.106451 0.000000 0.004598 -0.043637 -0.024623 0.000000 0.048234 0.000000 -0.092236 -0.065658
10.100000 -0.020648 -0.024109 -0.026713 -0.041548 0.000000 -0.003461 -0.006065 0.000000 0.000000 0.002604 0.000000 -0.032135 -0.014083
10.300000 -0.006768 -0.020475 -0.000571 -0.023945 0.000000 -0.013708 0.006197 0.000000 0.000000 -0.019904 0.000000 -0.016632 -0.010293
10.500000 -0.017512 -0.026525 -0.019409 -0.030967 0.000000 -0.009013 -0.001898 0.000000 0.000000 -0.007116 0.000000 -0.026702 -0.017646
10.700000 -0.024337 -0.030058 -0.018122 -0.034074 0.000000 -0.005721 0.006215 -0.009737 0.000000 -0.011936 0.000000 -0.030588 -0.020934
10.900000 -0.025810 -0.028187 -0.014986 -0.031831 0.000000 -0.002377 0.010823 0.000000 0.000000 -0.013201 0.000000 -0.028908 -0.019597
11.100000 -0.028168 -0.029845 -0.002971 -0.030489 0.000000 -0.001678 0.025197 -0.002321 0.000000 -0.026875 0.000000 -0.031985 -0.024445
11.300000 -0.027498 -0.028415 0.001191 -0.026139 0.000000 -0.000916 0.028690 0.001359 0.000000 -0.029606 0.000000 -0.030850 -0.023555
11.500000 -0.025783 -0.026472 0.026937 -0.021170 0.000000 -0.000689 0.052719 0.004613 0.000000 -0.053408 0.000000 -0.030403 -0.024208
11.700000 -0.021953 -0.018973 -0.014877 -0.014966 0.000000 0.002980 0.007077 0.006987 0.000000 -0.004096 0.000000 -0.028609 -0.024681
11.900000 -0.002161 -0.004855 0.057584 0.002913 0.049881 -0.002694 0.059745 0.005075 0.052042 -0.062439 -0.046968 -0.010133 -0.010316
12.100000 -0.007485 -0.017068 0.094766 -0.010474 0.057370 -0.009583 0.102251 -0.002989 0.064855 -0.111834 -0.067844 -0.013059 -0.013894
12.300000 0.008502 0.007119 0.000000 -0.009367 -0.130987 -0.001383 0.000000 -0.017869 -0.139488 0.000000 0.121619 0.007070 0.004936
12.500000 -0.073454 -0.073298 0.000000 -0.122709 0.000000 0.000157 0.000000 -0.049255 0.000000 0.000000 0.000000 -0.024661 -0.010427
12.700000 -0.130929 -0.132322 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.172624 0.177370
12.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
15.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
