#HM(0) Med_All(1) Err+(2) Err-(3) Med_Cen(4) Err+(5) Err-(6) Med_Cen_SF(7) Err+(8) Err-(9) Med_Cen_Q(10) Err+(11) Err-(12) Med_Sat(13) Err+(14) Err-(15) Med_SF(16) Err+(17) Err-(18) Med_Q(19) Err+(20) Err-(21) True_Med_All(22) Err+(23) Err-(24) True_Cen(25) Err+(26) Err-(27) True_Cen_SF(28) Err+(29) Err-(30) True_Cen_Q(31) Err+(32) Err-(33) True_Sat(34) Err+(35) Err-(36) True_SF(37) Err+(38) Err-(39) True_Q(40) Err+(41) Err-(42) 
9.100000 -4.006705 0.349741 0.108372 -4.035767 0.342309 0.125697 -4.016249 0.324148 0.127051 0.000000 0.000000 0.000000 -3.697650 0.278228 0.142395 -3.968025 0.316662 0.113660 0.000000 0.000000 0.000000 -3.961147 0.325622 0.086702 -4.025481 0.342564 0.063869 -3.984176 0.314717 0.111189 0.000000 0.000000 0.000000 -3.674779 0.251583 0.138714 -3.946691 0.318175 0.097363 0.000000 0.000000 0.000000
9.300000 -3.865699 0.320412 0.105277 -3.893109 0.312897 0.117744 -3.875729 0.294853 0.121875 0.000000 0.000000 0.000000 -3.576861 0.255552 0.132470 -3.830630 0.292024 0.109000 0.000000 0.000000 0.000000 -3.821874 0.294785 0.083983 -3.882037 0.307451 0.060869 -3.844211 0.288346 0.102920 0.000000 0.000000 0.000000 -3.553956 0.230326 0.127558 -3.808977 0.291348 0.092798 0.000000 0.000000 0.000000
9.500000 -3.724693 0.292579 0.097967 -3.750451 0.277897 0.116750 -3.735210 0.272816 0.115672 0.000000 0.000000 3.424742 -3.456073 0.232877 0.120357 -3.693234 0.270293 0.104340 0.000000 0.000000 2.603577 -3.682601 0.262574 0.080272 -3.738593 0.282137 0.060375 -3.704246 0.256426 0.094680 0.000000 0.000000 0.000000 -3.433133 0.211061 0.116763 -3.671262 0.259389 0.087271 0.000000 0.000000 0.000000
9.700000 -3.583687 0.258938 0.086203 -3.607792 0.247960 0.112121 -3.594690 0.247099 0.105609 0.000000 0.000000 3.659987 -3.335284 0.210201 0.111809 -3.555839 0.244511 0.099680 -3.131629 3.131629 0.065963 -3.543329 0.225811 0.079000 -3.595149 0.251713 0.069096 -3.564281 0.231923 0.085681 0.000000 0.000000 0.000000 -3.312311 0.188800 0.108323 -3.533547 0.228232 0.084750 0.000000 0.000000 0.000000
9.900000 -3.442681 0.225209 0.082455 -3.465134 0.221936 0.103863 -3.454170 0.212997 0.098966 -3.421806 2.057338 0.149132 -3.214497 0.190559 0.102175 -3.418443 0.216629 0.096859 -3.045159 3.045159 0.071512 -3.404056 0.195635 0.072850 -3.451705 0.212585 0.065446 -3.424315 0.202106 0.082066 0.000000 0.000000 0.000000 -3.191491 0.158009 0.097937 -3.395833 0.194392 0.074198 0.000000 0.000000 0.000000
10.100000 -3.301676 0.198501 0.080271 -3.322476 0.189023 0.099353 -3.313651 0.186795 0.097053 0.000000 0.000000 3.236537 -3.093711 0.172377 0.091145 -3.281048 0.187284 0.087370 0.000000 0.000000 2.985705 -3.264783 0.163318 0.071879 -3.308261 0.179205 0.059847 -3.284350 0.167035 0.074926 0.000000 0.000000 0.000000 -3.070677 0.141894 0.092822 -3.258118 0.163685 0.071969 0.000000 0.000000 0.000000
10.300000 -3.160670 0.166250 0.076981 -3.179818 0.158836 0.092870 -3.173131 0.155658 0.090859 0.000000 0.000000 0.000000 -2.972930 0.150141 0.075198 -3.143652 0.159316 0.080174 0.000000 0.000000 2.767426 -3.125510 0.138322 0.069751 -3.164817 0.149276 0.058424 -3.144385 0.136588 0.071085 0.000000 0.000000 0.000000 -2.949875 0.125792 0.082986 -3.120404 0.134939 0.062598 0.000000 0.000000 2.704160
10.500000 -3.019665 0.138624 0.071616 -3.037160 0.132999 0.087049 -3.032612 0.130129 0.079529 0.000000 0.000000 0.000000 -2.852164 0.123448 0.070439 -3.006257 0.127069 0.071886 0.000000 0.000000 2.719754 -2.986238 0.108852 0.065722 -3.021374 0.113193 0.059631 -3.004420 0.110139 0.062312 0.000000 0.000000 0.000000 -2.829106 0.104301 0.070772 -2.982689 0.106589 0.054429 0.000000 0.000000 2.716242
10.700000 -2.878663 0.112438 0.072469 -2.894505 0.103288 0.080235 -2.892092 0.105532 0.073871 0.000000 0.000000 0.000000 -2.731434 0.104421 0.065191 -2.868861 0.106219 0.068904 0.000000 0.000000 2.681803 -2.846969 0.081028 0.068143 -2.877933 0.083711 0.060071 -2.864455 0.086648 0.062776 0.000000 0.000000 0.000000 -2.708413 0.083842 0.066020 -2.844975 0.081348 0.053547 0.000000 0.000000 2.663168
10.900000 -2.737670 0.084882 0.064871 -2.751857 0.077572 0.072978 -2.751573 0.079960 0.071306 0.000000 0.000000 0.000000 -2.610794 0.079492 0.058485 -2.731466 0.083791 0.068559 0.000000 0.000000 2.585955 -2.707707 0.054316 0.071273 -2.734499 0.061741 0.065694 -2.724492 0.062100 0.068183 0.000000 0.000000 0.000000 -2.587907 0.065845 0.064638 -2.707258 0.063253 0.060617 0.000000 0.000000 2.569631
11.100000 -2.596708 0.057105 0.062847 -2.609235 0.049361 0.070274 -2.611057 0.054000 0.069863 0.000000 0.000000 2.633494 -2.490335 0.060749 0.052189 -2.594072 0.055369 0.063312 0.000000 0.000000 2.537745 -2.568470 0.031048 0.085205 -2.591089 0.037047 0.077368 -2.584535 0.036823 0.076790 0.000000 0.000000 2.633408 -2.467834 0.053411 0.065164 -2.569532 0.039852 0.072243 0.000000 0.000000 2.528421
11.300000 -2.455850 0.035108 0.069412 -2.466701 0.029279 0.073474 -2.470550 0.038194 0.065881 0.000000 0.000000 2.532406 -2.370072 0.049992 0.052592 -2.456682 0.038064 0.064601 -2.443221 2.443221 0.019388 -2.429323 0.022763 0.094746 -2.447765 0.027607 0.085041 -2.444597 0.024786 0.080907 0.000000 0.000000 2.541415 -2.348639 0.045289 0.070367 -2.431780 0.027348 0.078544 -2.440637 2.440637 0.013335
