#HM(0) Med_All(1) Err+(2) Err-(3) Med_Cen(4) Err+(5) Err-(6) Med_Cen_SF(7) Err+(8) Err-(9) Med_Cen_Q(10) Err+(11) Err-(12) Med_Sat(13) Err+(14) Err-(15) Med_SF(16) Err+(17) Err-(18) Med_Q(19) Err+(20) Err-(21) True_Med_All(22) Err+(23) Err-(24) True_Cen(25) Err+(26) Err-(27) True_Cen_SF(28) Err+(29) Err-(30) True_Cen_Q(31) Err+(32) Err-(33) True_Sat(34) Err+(35) Err-(36) True_SF(37) Err+(38) Err-(39) True_Q(40) Err+(41) Err-(42) 
9.100000 -3.787814 0.375756 0.119398 -3.808172 0.359826 0.135811 -3.777389 0.348566 0.134799 0.000000 0.000000 0.000000 -3.583156 0.317511 0.154951 -3.746609 0.342658 0.142966 0.000000 0.000000 0.000000 -3.745170 0.345061 0.126985 -3.786311 0.359482 0.111202 -3.743590 0.340132 0.130723 0.000000 0.000000 0.000000 -3.551394 0.285918 0.135205 -3.735940 0.336186 0.121286 0.000000 0.000000 0.000000
9.300000 -3.656915 0.340719 0.110991 -3.675899 0.324180 0.130678 -3.648184 0.317544 0.123581 0.000000 0.000000 0.000000 -3.467163 0.290802 0.148332 -3.619659 0.311826 0.131179 0.000000 0.000000 0.000000 -3.615789 0.317600 0.121949 -3.654133 0.323286 0.102318 -3.615105 0.310490 0.131656 0.000000 0.000000 0.000000 -3.436138 0.266181 0.120734 -3.607710 0.305760 0.115031 0.000000 0.000000 0.000000
9.500000 -3.526016 0.302691 0.107126 -3.543625 0.292884 0.125546 -3.518980 0.289265 0.116279 0.000000 0.000000 0.000000 -3.351170 0.264092 0.133489 -3.492709 0.280994 0.122329 0.000000 0.000000 0.000000 -3.486407 0.289108 0.119470 -3.521955 0.296241 0.093433 -3.486621 0.277918 0.126280 0.000000 0.000000 0.000000 -3.320881 0.243006 0.113986 -3.479480 0.275601 0.107351 0.000000 0.000000 0.000000
9.700000 -3.395117 0.265385 0.102768 -3.411352 0.260965 0.118178 -3.389776 0.244935 0.111425 0.000000 0.000000 0.000000 -3.235178 0.234866 0.118255 -3.365760 0.245257 0.112423 0.000000 0.000000 0.000000 -3.357026 0.254486 0.111327 -3.389778 0.257959 0.084549 -3.358136 0.246320 0.109926 0.000000 0.000000 0.000000 -3.205625 0.214685 0.097515 -3.351250 0.245309 0.099672 0.000000 0.000000 0.000000
9.900000 -3.264219 0.235778 0.096379 -3.279079 0.229034 0.110804 -3.260571 0.206604 0.099874 0.000000 0.000000 0.000000 -3.119185 0.202073 0.103215 -3.238810 0.215317 0.104856 0.000000 0.000000 0.000000 -3.227645 0.221997 0.103184 -3.257600 0.223945 0.084303 -3.229652 0.216488 0.103765 0.000000 0.000000 0.000000 -3.090371 0.186195 0.093961 -3.223020 0.213487 0.091993 0.000000 0.000000 0.000000
10.100000 -3.133320 0.200562 0.093801 -3.146805 0.189382 0.103814 -3.131366 0.175523 0.095063 0.000000 0.000000 0.000000 -3.003194 0.169289 0.090689 -3.111860 0.183193 0.096367 0.000000 0.000000 0.000000 -3.098264 0.182985 0.095040 -3.125422 0.186663 0.082429 -3.101167 0.175283 0.094423 0.000000 0.000000 0.000000 -2.975121 0.160038 0.081913 -3.094790 0.180912 0.084313 0.000000 0.000000 0.000000
10.300000 -3.002421 0.166857 0.091505 -3.014532 0.163620 0.096186 -3.002162 0.152419 0.088920 0.000000 0.000000 0.000000 -2.887207 0.143688 0.080771 -2.984911 0.156027 0.092643 0.000000 0.000000 0.000000 -2.968882 0.149645 0.082954 -2.993245 0.149913 0.078207 -2.972683 0.133309 0.088705 0.000000 0.000000 0.000000 -2.859885 0.132058 0.071749 -2.966560 0.147218 0.081142 0.000000 0.000000 0.000000
10.500000 -2.871522 0.135369 0.087054 -2.882259 0.134748 0.090990 -2.872958 0.124300 0.087527 0.000000 0.000000 0.000000 -2.771231 0.117862 0.066960 -2.857961 0.127719 0.083202 0.000000 0.000000 0.000000 -2.839501 0.114745 0.085024 -2.861067 0.118982 0.079501 -2.844198 0.110278 0.093266 0.000000 0.000000 0.000000 -2.744679 0.108136 0.071851 -2.838330 0.117143 0.080360 0.000000 0.000000 0.000000
10.700000 -2.740625 0.110043 0.079055 -2.749987 0.108367 0.079050 -2.743753 0.099314 0.079203 0.000000 0.000000 0.000000 -2.655284 0.101508 0.056536 -2.731011 0.101648 0.069907 0.000000 0.000000 0.000000 -2.710121 0.081425 0.078569 -2.728891 0.086274 0.072086 -2.715714 0.080997 0.080709 0.000000 0.000000 0.000000 -2.629558 0.083859 0.065815 -2.710099 0.086991 0.071302 0.000000 0.000000 0.000000
10.900000 -2.609733 0.082433 0.072655 -2.617719 0.080699 0.072296 -2.614549 0.078358 0.070294 0.000000 0.000000 0.000000 -2.539400 0.082026 0.056089 -2.604062 0.079624 0.067143 0.000000 0.000000 2.526134 -2.580745 0.056418 0.077335 -2.596718 0.066576 0.075502 -2.587230 0.061117 0.077118 0.000000 0.000000 0.000000 -2.514644 0.066706 0.064339 -2.581867 0.066461 0.071617 0.000000 0.000000 2.498166
11.100000 -2.478863 0.056013 0.072724 -2.485468 0.053098 0.077161 -2.485346 0.055555 0.071497 0.000000 0.000000 0.000000 -2.423552 0.059326 0.057071 -2.477113 0.056034 0.069074 0.000000 0.000000 2.436593 -2.451387 0.031804 0.089240 -2.464563 0.040435 0.081173 -2.458750 0.040488 0.080742 0.000000 0.000000 0.000000 -2.400191 0.054260 0.073966 -2.453630 0.041581 0.077641 0.000000 0.000000 2.406454
11.300000 -2.348085 0.035154 0.082442 -2.353293 0.033265 0.085279 -2.356151 0.036372 0.073104 0.000000 0.000000 2.288739 -2.307288 0.052808 0.066268 -2.350170 0.035145 0.071658 0.000000 0.000000 2.314424 -2.322104 0.020177 0.100199 -2.332480 0.027149 0.094886 -2.330286 0.030192 0.088833 0.000000 0.000000 2.270983 -2.286386 0.045717 0.081423 -2.325394 0.029927 0.088425 0.000000 0.000000 2.306591
11.500000 -2.217687 0.019953 0.090833 -2.221441 0.018378 0.092472 -2.227006 0.023848 0.086504 0.000000 0.000000 2.238795 -2.189133 0.038024 0.075878 -2.223274 0.025437 0.084904 0.000000 0.000000 2.266128 -2.193139 0.013399 0.120266 -2.200713 0.017890 0.117485 -2.201916 0.020626 0.108422 0.000000 0.000000 2.238764 -2.172297 0.036367 0.097345 -2.197249 0.018454 0.105407 0.000000 0.000000 2.240957
11.700000 -2.088866 0.011296 0.106522 -2.090976 0.011915 0.109622 -2.098187 0.013519 0.102116 0.000000 0.000000 2.104891 -2.068183 0.030982 0.092311 -2.096689 0.019781 0.097583 0.000000 0.000000 2.117699 -2.065526 0.007268 0.138085 -2.070295 0.012254 0.138969 -2.074099 0.015896 0.132097 0.000000 0.000000 2.103544 -2.055385 0.028676 0.119967 -2.069753 0.013221 0.132620 0.000000 0.000000 2.088042
11.900000 -1.966496 0.009030 0.125691 -1.966406 0.007161 0.127972 -1.971404 0.018235 0.121379 0.000000 0.000000 1.968754 -1.953818 0.019342 0.107678 -1.972050 0.017869 0.120194 0.000000 0.000000 1.998295 -1.943586 0.007907 0.152756 -1.945606 0.012013 0.155793 -1.949266 0.019334 0.150080 0.000000 0.000000 1.942077 -1.940868 0.016655 0.138290 -1.945736 0.014472 0.153194 0.000000 0.000000 1.948738
12.100000 -1.869323 0.013049 0.142580 -1.865805 0.010560 0.146325 -1.857014 0.024033 0.141887 0.000000 0.000000 1.868930 -1.883484 0.045254 0.110741 -1.859174 0.020896 0.139312 0.000000 0.000000 1.922779 -1.844476 0.021825 0.165862 -1.844243 0.020587 0.166148 -1.839463 0.032311 0.173805 0.000000 0.000000 1.846855 -1.865409 0.026705 0.134832 -1.838182 0.030074 0.175089 0.000000 0.000000 1.856247
12.300000 -1.855713 0.064090 0.154368 -1.848311 0.062037 0.167502 -1.810036 0.070766 0.173023 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -1.810034 0.056943 0.172478 0.000000 0.000000 0.000000 -1.824310 0.063156 0.186588 -1.824184 0.061641 0.189975 -1.795617 0.068619 0.199990 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -1.797797 0.070516 0.195467 0.000000 0.000000 0.000000
12.500000 -2.021888 0.264574 0.187777 -2.016803 0.265645 0.222129 -1.997020 0.383816 0.197483 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -1.985726 0.370092 0.217295 0.000000 0.000000 0.000000 -1.983631 0.238858 0.242741 -1.988319 0.240508 0.242624 -1.945101 0.436634 0.207898 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 -1.941833 0.437280 0.203330 0.000000 0.000000 0.000000
12.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
12.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
13.900000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.100000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.300000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.500000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
14.700000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
