#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.982517 0.00923508 0.018662 0.977876 0.00972718 0.0142398 0.977556 0.0067699 0.0145931 7.2 7.4 666416 17008 17266 15639
7.5 0.982178 0.00891972 0.0143375 0.983278 0.00712544 0.011849 0.986577 0.00754046 0.0122072 7.4 7.6 582975 15965 16302 15015
7.7 0.974702 0.0112131 0.015025 0.988495 0.00557053 0.0102339 0.992167 0.00342113 0.00719213 7.6 7.8 495935 14872 14827 13600
7.9 0.970745 0.0135279 0.0146861 0.990373 0.00351703 0.00616246 0.984756 0.00515985 0.00873691 7.8 8 410156 13711 13459 12480
8.1 0.978102 0.00856447 0.0154228 0.982597 0.00541496 0.011133 0.99002 0.00407684 0.0101297 8 8.2 335101 12407 12204 11059
8.3 0.980017 0.00970513 0.0133309 0.98309 0.00655633 0.0125017 0.987574 0.00422972 0.00871056 8.2 8.4 279409 11680 11334 10534
8.5 0.973188 0.0087499 0.017792 0.980568 0.0058102 0.00992894 0.985961 0.00419742 0.0088346 8.4 8.6 232116 11107 10483 9621
8.7 0.961726 0.014935 0.0185015 0.97061 0.00871778 0.0124447 0.982868 0.004206 0.00896603 8.6 8.8 190711 10056 9147 8424
8.9 0.956989 0.0141978 0.0169431 0.958882 0.0103492 0.0135567 0.96804 0.0065279 0.00951856 8.8 9 153558 8838 7516 7085
9.1 0.950858 0.0141536 0.021185 0.949896 0.0138679 0.017478 0.95875 0.00934571 0.00836092 9 9.2 124845 7793 6374 5866
9.3 0.932591 0.0223051 0.0246507 0.92841 0.0176662 0.0152427 0.944943 0.0116745 0.0173632 9.2 9.4 101748 6259 5304 4930
9.5 0.91178 0.0237039 0.0211779 0.907738 0.0200465 0.0235654 0.934122 0.0126869 0.0184931 9.4 9.6 85626 5204 4575 4293
9.7 0.87557 0.0287907 0.0235487 0.879557 0.0290833 0.0276542 0.9053 0.0124426 0.0182828 9.6 9.8 73597 3880 4094 3827
9.9 0.884981 0.0246576 0.0309505 0.818277 0.0278065 0.0246364 0.857143 0.0222648 0.0249192 9.8 10 64189 2591 3724 3440
10.1 0.874366 0.018023 0.0164109 0.766185 0.0252464 0.0268437 0.804491 0.0208468 0.0209588 10 10.2 57294 1536 3461 3215
10.3 0.854962 0.023962 0.0207227 0.680878 0.0293841 0.0239036 0.729595 0.0233594 0.0201434 10.2 10.4 51622 764 3417 2995
10.5 0.798883 0.0290743 0.0310255 0.630306 0.0271468 0.0221 0.616736 0.0214224 0.0243788 10.4 10.6 44641 284 3115 2597
10.7 0.775862 0.0269548 0.0330049 0.572878 0.0281209 0.0255941 0.542499 0.016942 0.0162442 10.6 10.8 35709 97 2574 2187
10.9 0.655172 0.0448276 0.0464768 0.529651 0.0207119 0.0271631 0.426584 0.0177665 0.0156365 10.8 11 23714 31 1348 1525
11.1 0.545455 0.0795454 0.116883 0.489855 0.0214231 0.0204228 0.305838 0.0183383 0.0177665 11 11.2 12186 9 440 861
11.3 0 0 0 0.367647 0.0609244 0.0468923 0.193353 0.0252258 0.0254963 11.2 11.4 5150 0 64 334
11.5 0 0 0 0.5 0.166667 0.166667 0.104167 0.0266745 0.0262446 11.4 11.6 1880 0 5 103
11.7 0 0 0 0 0 0 0.125 0.0972222 0.125 11.6 11.8 590 0 0 8
11.9 0 0 0 0 0 0 0 0 0 11.8 12 127 0 0 1
12.1 0 0 0 0 0 0 0 0 0 12 12.2 20 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 2 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
