#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.961039 0.0212619 0.0585999 0.969697 0.0216823 0.0768399 1 0 0.0645161 7.2 7.4 580517 22050 16112 7161
7.5 0.98 0.0111504 0.0291803 0.978495 0.00888705 0.0373182 1 0 0.0240964 7.4 7.6 472412 20026 14407 6326
7.7 0.990172 0.00521976 0.0130727 0.994845 0.00515461 0.0152535 0.990826 0.00917429 0.0189156 7.6 7.8 388385 19131 13190 5780
7.9 0.990691 0.00614399 0.0129137 0.99241 0.00759012 0.0121901 0.982456 0.0130796 0.0140351 7.8 8 328832 19159 12339 5789
8.1 0.983051 0.0061965 0.0139273 0.986111 0.00881273 0.0119287 0.987654 0.00459373 0.0103816 8 8.2 275414 18847 11793 5582
8.3 0.979045 0.0089696 0.0164635 0.983333 0.00725043 0.0113838 0.98917 0.0108303 0.00924999 8.2 8.4 225065 16730 10437 4870
8.5 0.979532 0.00905013 0.0174632 0.975976 0.00786024 0.0153596 0.961977 0.00982326 0.0125724 8.4 8.6 180817 14587 8713 3978
8.7 0.966601 0.0123042 0.0241632 0.970811 0.0124761 0.0188218 0.967638 0.00954878 0.0178306 8.6 8.8 143329 12659 7304 3317
8.9 0.960721 0.0149049 0.0252376 0.967785 0.00957328 0.0202751 0.963415 0.0102696 0.0157223 8.8 9 113426 10729 6286 2804
9.1 0.95672 0.0206239 0.0309772 0.950269 0.0203978 0.0277255 0.957364 0.0100017 0.0168544 9 9.2 90598 8467 5218 2316
9.3 0.951994 0.0143141 0.0325834 0.929766 0.0235052 0.0346963 0.936047 0.0129024 0.0202355 9.2 9.4 72893 6655 4267 1929
9.5 0.943683 0.0184726 0.0260609 0.902469 0.0271994 0.0484913 0.926247 0.0185803 0.0288532 9.4 9.6 60684 4939 3794 1660
9.7 0.928395 0.0195442 0.0310266 0.874242 0.0285464 0.0492691 0.897917 0.0210556 0.0365095 9.6 9.8 52033 3438 3409 1529
9.9 0.939338 0.0154905 0.0307509 0.815668 0.0318738 0.0508187 0.862197 0.0260909 0.0431119 9.8 10 46484 2239 3342 1370
10.1 0.916898 0.0130388 0.0162353 0.75984 0.0405166 0.0519011 0.784141 0.034471 0.0430557 10 10.2 43085 1295 3273 1381
10.3 0.898678 0.0254922 0.0366095 0.712092 0.0318506 0.0410935 0.70509 0.0354061 0.040018 10.2 10.4 41052 735 3231 1322
10.5 0.896 0.0187287 0.0264348 0.663609 0.0336251 0.0318479 0.61919 0.0321254 0.0354138 10.4 10.6 36935 352 3076 1286
10.7 0.875 0.0522727 0.0389344 0.653671 0.0224962 0.0282661 0.513928 0.0193094 0.027009 10.6 10.8 30074 121 2501 1090
10.9 0.947368 0.0526316 0.0627531 0.630435 0.0219765 0.0291132 0.479542 0.0292583 0.0245333 10.8 11 19791 37 1444 805
11.1 0.875 0.125 0.125 0.64532 0.0213465 0.0264177 0.39196 0.0184298 0.0228138 11 11.2 9640 11 584 446
11.3 0 0 0 0.648148 0.0253212 0.0281481 0.373913 0.0306671 0.0381466 11.2 11.4 3304 0 135 152
11.5 0 0 0 0.538462 0.128205 0.10989 0.147059 0.0529412 0.0518207 11.4 11.6 779 0 13 34
11.7 0 0 0 1 0 0.5 0 0 0 11.6 11.8 126 0 2 1
11.9 0 0 0 0 0 0 0 0 0 11.8 12 11 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
