#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.931818 0.0477737 0.136946 0.909091 0.0809091 0.142424 0.916667 0.0833333 0.124667 7.2 7.4 577104 23898 14225 3016
7.5 0.983607 0.0163934 0.0608037 0.980296 0.0197045 0.0937834 1 0 0.0909091 7.4 7.6 471604 23278 12939 2776
7.7 0.991304 0.00869566 0.0194734 0.99 0.00999999 0.03 1 0 0 7.6 7.8 391181 23273 12538 2745
7.9 0.984791 0.00720912 0.0173995 0.983425 0.0165746 0.0140706 0.97619 0.0238096 0.047619 7.8 8 324228 22959 11916 2790
8.1 0.983918 0.00810921 0.0181794 0.986364 0.0136364 0.0166667 1 0 0.03125 8 8.2 261965 20746 10771 2465
8.3 0.981102 0.00946367 0.0272118 0.986607 0.00663608 0.0153841 1 0 0.023622 8.2 8.4 209155 18089 8937 2069
8.5 0.982866 0.00800985 0.0193033 0.977169 0.007083 0.0145522 0.981818 0.0181818 0.0234849 8.4 8.6 165941 15858 7650 1719
8.7 0.974596 0.0112799 0.0240464 0.978723 0.00944227 0.0234565 0.961165 0.0153974 0.0194175 8.6 8.8 131499 13372 6458 1544
8.9 0.96741 0.0116841 0.0268844 0.955556 0.0194445 0.0246032 0.981481 0.0185185 0.0218855 8.8 9 103390 10868 5470 1261
9.1 0.965269 0.015302 0.0277044 0.944502 0.0171843 0.0312295 0.969697 0.0151515 0.026398 9 9.2 80880 8460 4474 1022
9.3 0.954755 0.0132731 0.0298727 0.936039 0.0188625 0.0407403 0.95082 0.0197685 0.0495851 9.2 9.4 63341 5896 3775 793
9.5 0.946188 0.0169845 0.0343058 0.907258 0.0218077 0.0423319 0.928 0.0224951 0.0413333 9.4 9.6 50264 4033 3255 697
9.7 0.948104 0.0125949 0.0206661 0.844189 0.0310944 0.0496684 0.877193 0.0421619 0.0520182 9.6 9.8 41706 2531 2884 581
9.9 0.95189 0.015323 0.021039 0.820333 0.0292144 0.0566764 0.865854 0.0438685 0.0735039 9.8 10 35738 1454 2660 545
10.1 0.944954 0.0136257 0.0260352 0.785833 0.0324418 0.0508936 0.785366 0.0409252 0.0644357 10 10.2 32114 811 2545 501
10.3 0.912088 0.0206852 0.031354 0.744807 0.0412045 0.0543514 0.736842 0.0457666 0.0689589 10.2 10.4 29659 396 2518 527
10.5 0.925 0.0204545 0.0326923 0.721675 0.0318909 0.0382038 0.616858 0.0336608 0.0366535 10.4 10.6 26715 189 2287 479
10.7 0.875 0.0416667 0.035 0.685936 0.0284736 0.0261728 0.558304 0.0388184 0.0397854 10.6 10.8 21932 88 1924 409
10.9 0.785714 0.0714286 0.0714285 0.663446 0.0264764 0.0210312 0.548837 0.031808 0.0446355 10.8 11 14767 32 1163 318
11.1 0.8 0.075 0.0857143 0.671598 0.0264543 0.0308791 0.414966 0.0343094 0.030908 11 11.2 7507 14 502 184
11.3 0 1 0 0.734375 0.0348558 0.0431985 0.409091 0.0492424 0.050882 11.2 11.4 2471 1 139 70
11.5 1 0 0 0.5625 0.0896739 0.107955 0.235294 0.0723982 0.0686274 11.4 11.6 531 1 22 15
11.7 0 0 0 0.666667 0.333333 0.266667 0 0 0 11.6 11.8 79 0 5 1
11.9 0 0 0 0 0 0 0 0 0 11.8 12 4 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
