#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.931507 0.0684931 0.147193 0.911765 0.052521 0.144173 1 0 0.142857 7.2 7.4 579107 24161 13604 2613
7.5 0.986842 0.0131579 0.10712 0.95 0.0352941 0.15 1 0 0.0444444 7.4 7.6 472803 23472 12627 2453
7.7 0.989071 0.010929 0.0239142 0.965035 0.0182984 0.090035 1 0 0.0434783 7.6 7.8 391922 23814 12339 2507
7.9 0.989583 0.00492215 0.0189334 0.982906 0.0113469 0.0257632 0.951613 0.0287793 0.09447 7.8 8 323628 23206 11654 2527
8.1 0.989011 0.010989 0.0147253 1 0 0.0150754 1 0 0.027027 8 8.2 261801 20740 10356 2209
8.3 0.976544 0.0139771 0.0219988 0.990826 0.00917429 0.0208257 1 0 0.0181818 8.2 8.4 207014 18203 8856 1863
8.5 0.98081 0.00814003 0.0198437 0.978571 0.00856686 0.0143923 0.972973 0.027027 0.0256045 8.4 8.6 163912 15708 7312 1563
8.7 0.973208 0.0115864 0.018902 0.973958 0.0107745 0.0200109 0.975207 0.0247934 0.0243869 8.6 8.8 129515 13240 6341 1303
8.9 0.969298 0.0110618 0.0210782 0.969369 0.0143893 0.0286286 0.964539 0.0141844 0.0188868 8.8 9 102306 11061 5261 1104
9.1 0.95941 0.0133331 0.0229689 0.935574 0.012293 0.0273173 0.961538 0.0209177 0.0397993 9 9.2 79908 8339 4396 882
9.3 0.945347 0.0188987 0.033493 0.92804 0.0238698 0.0441922 0.949275 0.0207247 0.0269453 9.2 9.4 62596 5941 3714 746
9.5 0.955056 0.012827 0.0300562 0.901991 0.0251873 0.0506948 0.952381 0.03149 0.0516176 9.4 9.6 49226 3873 3167 605
9.7 0.940325 0.0165906 0.029456 0.858059 0.0305751 0.050005 0.878788 0.0409652 0.0491176 9.6 9.8 40523 2455 2802 555
9.9 0.953307 0.0101963 0.0199741 0.824451 0.03943 0.0553073 0.894366 0.0384069 0.0623052 9.8 10 34506 1403 2616 453
10.1 0.926175 0.0146539 0.0261745 0.77754 0.034659 0.04919 0.77957 0.0806452 0.0595698 10 10.2 30751 758 2418 455
10.3 0.882353 0.0246238 0.0402477 0.736468 0.0303299 0.0520279 0.691983 0.056708 0.0630238 10.2 10.4 28191 369 2408 381
10.5 0.913793 0.0223771 0.0387931 0.711359 0.0316432 0.0399194 0.630952 0.0281386 0.0454823 10.4 10.6 25369 175 2187 425
10.7 0.92 0.0365217 0.0563636 0.703575 0.032047 0.0391515 0.558935 0.0432746 0.036847 10.6 10.8 20923 82 1801 402
10.9 0.866667 0.05 0.0666667 0.684438 0.019585 0.020675 0.5 0.0301205 0.0309278 10.8 11 13913 20 1115 283
11.1 0.833333 0.166667 0.0833333 0.676056 0.03447 0.0237266 0.507692 0.0426953 0.0420435 11 11.2 7006 9 459 157
11.3 1 0 0.25 0.757009 0.0429907 0.0393623 0.386364 0.0491202 0.0530303 11.2 11.4 2491 4 165 61
11.5 0 0 0 0.666667 0.111111 0.166667 0.230769 0.102564 0.0542986 11.4 11.6 555 0 22 9
11.7 0 0 0 0.333333 0.166667 0.0833333 0 0 0 11.6 11.8 70 0 4 4
11.9 0 0 0 0 0 0 0 0 0 11.8 12 4 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
