#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.941176 0.0423219 0.131653 0.971429 0.0285714 0.162918 0.964286 0.0357143 0.159869 7.2 7.4 575743 23380 14763 3981
7.5 0.974138 0.0139573 0.0724986 0.980392 0.0145317 0.064107 1 0 0.0238096 7.4 7.6 469347 22082 13336 3684
7.7 0.989041 0.00680953 0.0166909 0.97546 0.00915527 0.0225189 1 0 0.0188679 7.6 7.8 388026 22260 12840 3617
7.9 0.989708 0.00457728 0.0124357 0.989189 0.0108108 0.0177606 1 0 0.0188679 7.8 8 325188 22030 12271 3671
8.1 0.989933 0.00605106 0.0111857 0.982206 0.0177936 0.0166892 0.990196 0.00980395 0.0256571 8 8.2 265996 20353 11131 3223
8.3 0.986916 0.00683409 0.019857 0.980769 0.00624377 0.0105988 0.985915 0.0140845 0.0181736 8.2 8.4 213416 17885 9406 2833
8.5 0.970088 0.0126914 0.0246674 0.97026 0.0126458 0.0199496 0.957143 0.0118494 0.0285714 8.4 8.6 169897 15422 8097 2292
8.7 0.972973 0.0137722 0.024255 0.979365 0.01024 0.0257688 0.973913 0.0123883 0.0155797 8.6 8.8 134536 13136 6807 1960
8.9 0.972103 0.0119819 0.021677 0.971429 0.0128899 0.0273727 0.974747 0.0169192 0.0233586 8.8 9 106414 10997 5581 1618
9.1 0.955045 0.018032 0.025574 0.937093 0.0192448 0.0325131 0.945607 0.0150232 0.0210784 9 9.2 83673 8492 4723 1315
9.3 0.947267 0.0176591 0.0306008 0.94605 0.0142552 0.0304892 0.944099 0.0178054 0.0213053 9.2 9.4 66014 6294 3871 1125
9.5 0.949714 0.0198905 0.0280675 0.898204 0.024009 0.0476289 0.935345 0.0211769 0.0469151 9.4 9.6 53070 4327 3451 960
9.7 0.944867 0.0103331 0.0219346 0.865969 0.0326328 0.056252 0.911458 0.0257145 0.0421116 9.6 9.8 44284 2849 3119 823
9.9 0.936047 0.0163344 0.0239586 0.833156 0.0317293 0.0520502 0.860806 0.0348463 0.0615101 9.8 10 39007 1730 2870 699
10.1 0.914062 0.0177557 0.0265625 0.786722 0.0349154 0.0585492 0.807143 0.035139 0.056401 10 10.2 35432 973 2793 673
10.3 0.927273 0.0268557 0.0466757 0.742694 0.0305666 0.0474634 0.73125 0.034646 0.0468646 10.2 10.4 32868 505 2718 683
10.5 0.903226 0.0278087 0.0395894 0.70913 0.034743 0.0403647 0.645946 0.033389 0.0414516 10.4 10.6 30110 248 2593 743
10.7 0.911765 0.0310925 0.0784314 0.671245 0.0208885 0.0288346 0.552198 0.0300124 0.0363248 10.6 10.8 24975 104 2131 606
10.9 0.944444 0.0555556 0.0777777 0.670213 0.0288028 0.0276858 0.497006 0.0346396 0.0312079 10.8 11 16425 26 1224 435
11.1 1 0 0.1 0.681818 0.0221093 0.0250614 0.42623 0.0250525 0.0319987 11 11.2 8061 12 524 239
11.3 0.666667 0.333333 0.166667 0.712 0.0296667 0.0453333 0.43662 0.0477553 0.0437626 11.2 11.4 2788 1 163 90
11.5 0 0 0 0.611111 0.0888889 0.111111 0.217391 0.0826087 0.0745341 11.4 11.6 594 0 20 15
11.7 0 0 0 0 0 0 0.333333 0.166667 0.0833333 11.6 11.8 75 0 0 2
11.9 0 0 0 0 0 0 0 0 0 11.8 12 8 0 1 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
