#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.809524 0.15274 0.122024 0.777778 0.168889 0.232323 0.924242 0.0757576 0.924242 7.2 7.4 597055 25957 9950 564
7.5 0.923077 0.0769231 0.173077 0.894737 0.0903378 0.144737 0 1 0 7.4 7.6 491926 26247 9812 572
7.7 0.96 0.0319355 0.16 0.976744 0.0232558 0.176744 0.787611 0.212389 0.787611 7.6 7.8 401015 26349 9622 576
7.9 0.970149 0.0237901 0.113006 0.990099 0.00990099 0.190099 1 0 1 7.8 8 321247 24941 9105 559
8.1 0.978947 0.0210527 0.103947 0.983607 0.0163934 0.0461066 1 0 1 8 8.2 250989 21797 7878 534
8.3 0.981707 0.0135978 0.0317073 1 0 0.0318182 1 0 1 8.2 8.4 194794 18673 6660 422
8.5 0.977654 0.0136507 0.0243927 0.987952 0.0120482 0.0334064 0.9 0.1 0.9 8.4 8.6 150745 15867 5543 371
8.7 0.981567 0.00968683 0.0257227 0.971429 0.0157509 0.0324615 1 0 1 8.6 8.8 116921 12885 4774 286
8.9 0.971129 0.0168232 0.0267544 0.947917 0.0222326 0.0486361 1 0 0 8.8 9 90299 10254 3905 236
9.1 0.972414 0.00898159 0.0250453 0.957507 0.0170692 0.0324717 1 0 0.0555556 9 9.2 69930 7567 3393 210
9.3 0.968825 0.0183545 0.0369183 0.933476 0.0337367 0.0465199 0.869565 0.130435 0.0800915 9.2 9.4 53598 5175 2824 151
9.5 0.961538 0.0170712 0.0404858 0.924528 0.0292671 0.0558132 0.916667 0.0462963 0.0745614 9.4 9.6 41390 3133 2448 148
9.7 0.962963 0.017037 0.0393749 0.874739 0.0359073 0.061375 0.909091 0.0909091 0.0590909 9.6 9.8 32063 1717 2006 92
9.9 0.943089 0.0137007 0.0206757 0.856655 0.0389676 0.0727218 0.833333 0.0555556 0.0964912 9.8 10 25189 905 1782 74
10.1 0.964912 0.0158569 0.0372015 0.815348 0.054048 0.0718533 0.741935 0.0762463 0.0752688 10 10.2 21043 446 1569 84
10.3 0.9 0.0333334 0.0428571 0.755877 0.0617813 0.0637031 0.692308 0.0576923 0.0836121 10.2 10.4 17655 179 1455 78
10.5 0.904762 0.0952381 0.0586081 0.734528 0.0550268 0.0489931 0.72093 0.0616785 0.0623936 10.4 10.6 14822 70 1194 78
10.7 1 0 0.0714286 0.6853 0.032257 0.0340478 0.526316 0.0890688 0.0717703 10.6 10.8 11939 38 957 68
10.9 1 0 0 0.759104 0.0320728 0.0435612 0.516129 0.0479736 0.0566696 10.8 11 7961 8 614 50
11.1 1 0 0 0.766667 0.0312057 0.044086 0.458333 0.0871212 0.0983333 11 11.2 4065 3 308 30
11.3 1 0 1 0.703125 0.0431436 0.0364583 0.538462 0.104396 0.138462 11.2 11.4 1516 3 98 9
11.5 0 0 0 0.733333 0.0666667 0.0666667 0.25 0.0833333 0.0833333 11.4 11.6 391 1 23 8
11.7 0 0 0 0.5 0.166667 0 0 0.666667 0 11.6 11.8 57 0 5 1
11.9 0 0 0 0 0 0 0 0 0 11.8 12 5 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 1 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
