#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.705882 0.183007 0.235294 0.818182 0.181818 0.193182 0 0.78 0 7.2 7.4 609886 26121 8047 187
7.5 0.755956 0.219654 0.239827 1 0 0.32461 0 0 0 7.4 7.6 499903 26515 8021 235
7.7 0.941176 0.0588235 0.219977 1 0 0.25 0 0 0 7.6 7.8 404389 26280 7771 239
7.9 0.961538 0.0384616 0.189201 0.961538 0.0384616 0.294872 0 0.5 0 7.8 8 318962 24134 7374 219
8.1 0.972152 0.0278481 0.20449 1 0 0.223238 0 1 0 8 8.2 246602 21287 6461 179
8.3 0.976744 0.0135471 0.0457097 1 0 0.164871 1 0 1 8.2 8.4 188631 18147 5442 151
8.5 0.978723 0.0121857 0.0532576 1 0 0.0666667 1 0 1 8.4 8.6 144319 15276 4415 139
8.7 0.979381 0.0110032 0.0293815 0.957447 0.0257465 0.0401536 0.703704 0.296296 0.703704 8.6 8.8 110644 12508 3700 107
8.9 0.984556 0.0101531 0.0214836 0.932203 0.0247858 0.0645564 1 0 0.1 8.8 9 84424 9789 3159 98
9.1 0.957944 0.0207146 0.034867 0.963636 0.0233766 0.036629 1 0 0 9 9.2 65024 7219 2652 72
9.3 0.961538 0.0253037 0.0392864 0.954023 0.0212245 0.0534548 1 0 0 9.2 9.4 48784 4623 2214 51
9.5 0.965517 0.0170915 0.0500243 0.923358 0.0374267 0.0810758 1 0 0 9.4 9.6 37206 2847 1815 35
9.7 0.956522 0.0318503 0.0610672 0.899729 0.0369226 0.074729 1 0 0.0909091 9.6 9.8 28531 1527 1659 30
9.9 0.961538 0.0220681 0.0356125 0.859155 0.0504661 0.0711365 1 0 0.2 9.8 10 21815 735 1380 40
10.1 0.953488 0.0232558 0.0334883 0.807095 0.0688736 0.072949 0.75 0.107143 0.134615 10 10.2 17207 321 1191 34
10.3 0.95 0.05 0.0534483 0.757009 0.0578055 0.0499609 0.571429 0.116071 0.10989 10.2 10.4 13770 126 1046 25
10.5 1 0 0 0.773333 0.0396978 0.0553846 0.777778 0.0793651 0.127778 10.4 10.6 11183 43 841 33
10.7 1 0 0 0.766323 0.0442619 0.0645686 0.6 0.105882 0.1 10.6 10.8 8511 24 649 29
10.9 0 1 0 0.746667 0.0349425 0.0462447 0.444444 0.0940171 0.0808081 10.8 11 5542 5 450 16
11.1 0 0 0 0.730159 0.035607 0.0491242 0.454545 0.116883 0.154545 11 11.2 3077 1 218 15
11.3 0 0 0 0.723404 0.049323 0.0425532 0.333333 0.266667 0.333333 11.2 11.4 1115 1 81 3
11.5 0 0 0 0.625 0.0892857 0.125 0 0 0 11.4 11.6 309 0 20 2
11.7 0 0 0 0.666667 0.0833333 0.166667 0 0 0 11.6 11.8 63 0 5 0
11.9 0 0 0 0 0 0 0 0 0 11.8 12 5 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
