#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.953052 0.0262587 0.0959088 0.961832 0.038168 0.086832 0.916667 0.0833333 0.25 7.2 7.4 576891 23203 15191 4643
7.5 0.978395 0.0151947 0.0566095 0.974359 0.0158849 0.051282 0.964286 0.0357143 0.047619 7.4 7.6 467631 21663 13845 4169
7.7 0.985 0.00863057 0.0213637 0.979275 0.0207254 0.0209413 0.991736 0.00826448 0.0371901 7.6 7.8 387519 21277 12861 4184
7.9 0.99005 0.0071491 0.0177178 0.993827 0.00617284 0.012092 1 0 0.016129 7.8 8 325757 21367 12422 4041
8.1 0.993228 0.0047186 0.0132949 0.983425 0.00521094 0.0105257 1 0 0.0143885 8 8.2 268017 20202 11244 3803
8.3 0.980328 0.0076167 0.0140831 0.985915 0.00843477 0.0137636 0.980392 0.00824422 0.0188537 8.2 8.4 216933 17696 9859 3253
8.5 0.967526 0.0116885 0.0205128 0.975045 0.0135918 0.0189813 0.972067 0.0107901 0.0171121 8.4 8.6 172465 15459 8066 2740
8.7 0.973648 0.00972992 0.0243183 0.967298 0.00948501 0.0169101 0.977273 0.00802135 0.0117555 8.6 8.8 136513 12862 6814 2203
8.9 0.967769 0.0139477 0.0286716 0.962349 0.0162439 0.0290856 0.977528 0.00818616 0.012354 8.8 9 107840 10841 5934 1876
9.1 0.963303 0.0124758 0.0238097 0.943162 0.0122619 0.0246517 0.962963 0.021164 0.025463 9 9.2 85337 8636 4793 1538
9.3 0.952806 0.0170881 0.0312105 0.944578 0.0138376 0.0334672 0.944444 0.0151969 0.030334 9.2 9.4 67398 6354 4092 1299
9.5 0.936275 0.0198016 0.029044 0.903125 0.0302632 0.0391023 0.913534 0.0173753 0.035485 9.4 9.6 55125 4384 3562 1091
9.7 0.948333 0.0161048 0.0304589 0.866249 0.0273452 0.0529299 0.904564 0.035365 0.0446295 9.6 9.8 46393 2976 3177 996
9.9 0.911765 0.0234685 0.0328022 0.843426 0.0315744 0.0563795 0.861004 0.025443 0.0513265 9.8 10 40320 1809 3012 853
10.1 0.933852 0.0206933 0.0225221 0.762911 0.0380326 0.0592071 0.796552 0.0423372 0.0574213 10 10.2 37026 1097 2914 825
10.3 0.881356 0.027041 0.0253559 0.726238 0.0287714 0.0447838 0.693023 0.0385682 0.0451677 10.2 10.4 35189 557 2913 825
10.5 0.885714 0.041822 0.0743935 0.701776 0.0295944 0.0434664 0.612836 0.034083 0.0362814 10.4 10.6 31951 253 2768 813
10.7 0.902439 0.0337312 0.0388026 0.664625 0.028557 0.0324502 0.554393 0.0270547 0.0313163 10.6 10.8 25888 101 2152 726
10.9 0.764706 0.0686274 0.0588235 0.670398 0.0245387 0.0253552 0.48072 0.0205333 0.0274231 10.8 11 17485 30 1367 542
11.1 0.833333 0.0238096 0.0555555 0.618056 0.0250213 0.0207859 0.456522 0.0258312 0.0408591 11 11.2 8554 13 554 284
11.3 1 0 1 0.722892 0.0297966 0.035935 0.298851 0.0344828 0.040027 11.2 11.4 2882 2 148 98
11.5 0 0 0 0.857143 0.0595238 0.092437 0.4 0.0705882 0.0666667 11.4 11.6 657 1 26 22
11.7 0 0 0 1 0 1 0 1 0 11.6 11.8 77 0 0 2
11.9 0 0 0 0 0 0 0 0 0 11.8 12 4 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
