#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.884615 0.0757021 0.151899 0.941176 0.0588235 0.191176 1 0 1 7.2 7.4 583619 24863 12687 1761
7.5 0.954545 0.0361088 0.143735 0.984615 0.0153846 0.140865 1 0 0.5 7.4 7.6 477417 24249 12110 1666
7.7 0.984043 0.0159575 0.0517197 0.979592 0.0204082 0.0733418 1 0 0.142857 7.6 7.8 395113 25055 11686 1773
7.9 0.982394 0.0176057 0.0246478 1 0 0.027027 1 0 0.0142857 7.8 8 322682 23924 10936 1735
8.1 0.987342 0.00765824 0.0171925 0.993333 0.00666666 0.0192593 1 0 0.0666667 8 8.2 257663 21248 9862 1479
8.3 0.966346 0.013917 0.0231643 0.971429 0.0285714 0.0213287 1 0 0.0421053 8.2 8.4 202709 18325 8359 1276
8.5 0.975947 0.0124918 0.0255929 0.980392 0.0121078 0.0256183 1 0 0.037037 8.4 8.6 160088 16040 6820 1044
8.7 0.974757 0.0152925 0.0252988 0.977974 0.00881058 0.0221503 0.963636 0.0363637 0.0350649 8.6 8.8 125533 13389 5902 907
8.9 0.967143 0.015496 0.0248352 0.956656 0.017302 0.0287957 0.947368 0.0353902 0.0362573 8.8 9 98919 10840 4963 740
9.1 0.965157 0.0205261 0.0337995 0.952862 0.0130173 0.0301953 0.964912 0.0197031 0.0294284 9 9.2 77267 8127 4214 618
9.3 0.953247 0.0112826 0.0221674 0.922813 0.0201182 0.0390921 0.949367 0.0314021 0.0508164 9.2 9.4 59755 5563 3364 477
9.5 0.933216 0.0195969 0.0296792 0.89957 0.029166 0.0485057 0.947368 0.0162679 0.0723684 9.4 9.6 46607 3669 2956 417
9.7 0.951542 0.0162001 0.0341107 0.858956 0.0307718 0.0546085 0.878049 0.0430039 0.0713261 9.6 9.8 37617 2196 2586 355
9.9 0.936441 0.0131006 0.0150121 0.831989 0.0311807 0.0502844 0.815126 0.0639062 0.0631261 9.8 10 31771 1174 2378 314
10.1 0.975806 0.0128299 0.0253114 0.795652 0.0385556 0.0560895 0.779661 0.0521974 0.0653753 10 10.2 27500 604 2255 278
10.3 0.9375 0.0216837 0.0284091 0.737817 0.0414748 0.0493655 0.741379 0.0404389 0.0669607 10.2 10.4 24643 298 2080 261
10.5 0.902439 0.0404181 0.0452961 0.715789 0.0342105 0.0408134 0.622517 0.0649834 0.0693251 10.4 10.6 22003 142 1937 281
10.7 1 0 0.0833333 0.695652 0.0353565 0.038545 0.527397 0.051871 0.0388915 10.6 10.8 17494 52 1496 235
10.9 0.75 0.125 0.0833333 0.716949 0.0288842 0.0210308 0.573427 0.0292225 0.0504907 10.8 11 12001 19 895 186
11.1 0.5 0.3 0.166667 0.740601 0.0251978 0.0293339 0.417722 0.0469249 0.0605786 11 11.2 6216 6 447 106
11.3 0 1 0 0.758242 0.0362788 0.0320513 0.394737 0.056876 0.0532734 11.2 11.4 2184 4 141 38
11.5 1 0 0 0.647059 0.0672269 0.0470588 0.4 0.1 0.114286 11.4 11.6 465 1 25 8
11.7 0 0 0 1 0 1 0 0 0 11.6 11.8 62 0 3 2
11.9 0 0 0 0 0 0 0 0 0 11.8 12 4 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
