#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.983607 0.00762147 0.0162153 0.982143 0.00680739 0.0149656 0.974603 0.00785297 0.0162019 7.2 7.4 660560 17122 17243 15368
7.5 0.984085 0.00611115 0.0102419 0.987567 0.00513417 0.0127238 0.984962 0.00536019 0.00965375 7.4 7.6 575560 16292 16295 14507
7.7 0.979661 0.00684828 0.0103359 0.991259 0.00550503 0.00962609 0.992126 0.00432789 0.00753218 7.6 7.8 487303 15059 14642 13302
7.9 0.981308 0.00758046 0.0135665 0.988287 0.0058651 0.00925684 0.992265 0.0041334 0.00549769 7.8 8 403942 13724 13326 12109
8.1 0.977733 0.00994688 0.0155061 0.98777 0.00547934 0.00984174 0.990741 0.00512707 0.00754744 8 8.2 330985 12363 12130 10730
8.3 0.982552 0.00724411 0.0142141 0.980916 0.00712383 0.010716 0.990683 0.00452632 0.00811446 8.2 8.4 275495 11883 11352 10285
8.5 0.973364 0.00964111 0.0171079 0.977898 0.00608617 0.0126713 0.981643 0.00584984 0.0076955 8.4 8.6 230298 11327 10470 9314
8.7 0.963232 0.0146217 0.0204808 0.974399 0.00663793 0.0104903 0.980519 0.00468504 0.00604302 8.6 8.8 188247 10176 9030 8226
8.9 0.95553 0.0144268 0.0193958 0.957377 0.0140955 0.0150095 0.973938 0.00562149 0.00785053 8.8 9 151590 8985 7520 6817
9.1 0.950673 0.0179372 0.0171316 0.94761 0.0134932 0.0171953 0.963011 0.00851673 0.0120103 9 9.2 122849 7710 6267 5639
9.3 0.931365 0.0217865 0.0212796 0.928571 0.0176253 0.0141983 0.952344 0.0114298 0.014222 9.2 9.4 100877 6491 5306 4796
9.5 0.91622 0.0246161 0.0240633 0.900845 0.0225924 0.0254988 0.923143 0.0160832 0.0212399 9.4 9.6 84824 5103 4589 4185
9.7 0.890826 0.0236121 0.0237777 0.865385 0.0265681 0.0269803 0.901747 0.0169834 0.0195338 9.6 9.8 73066 3947 4072 3785
9.9 0.876299 0.0304872 0.0263969 0.823912 0.0263904 0.0262649 0.855159 0.0180707 0.0180875 9.8 10 63990 2641 3795 3429
10.1 0.877087 0.017515 0.0150735 0.780863 0.0252597 0.0242124 0.794293 0.0214962 0.0275407 10 10.2 57451 1563 3488 3147
10.3 0.879452 0.0203034 0.023114 0.691558 0.0332823 0.0284883 0.737636 0.0197607 0.0201314 10.2 10.4 51373 729 3448 2887
10.5 0.833333 0.0270019 0.0405872 0.631235 0.0268586 0.0219013 0.631773 0.0244374 0.0171393 10.4 10.6 44922 284 3285 2633
10.7 0.746479 0.0268545 0.0338352 0.569395 0.0269312 0.0246965 0.538267 0.0190558 0.0169369 10.6 10.8 35806 100 2595 2088
10.9 0.774194 0.0591398 0.0599078 0.522556 0.0234206 0.0261406 0.447012 0.0182912 0.0181214 10.8 11 23668 30 1412 1507
11.1 0.5 0.166667 0.1 0.475973 0.0211594 0.0221682 0.294632 0.0205857 0.0180084 11 11.2 12244 4 437 862
11.3 0 0 0 0.526316 0.0373206 0.0374269 0.182171 0.0205322 0.0195938 11.2 11.4 4999 0 60 328
11.5 0 0 0 0.2 0.133333 0.2 0.084507 0.0230198 0.0256835 11.4 11.6 1858 0 6 89
11.7 0 0 0 0 0 0 0.1 0.0818182 0.1 11.6 11.8 543 0 1 10
11.9 0 0 0 0 0 0 0 0 0 11.8 12 114 0 0 1
12.1 0 0 0 0 0 0 0 0 0 12 12.2 16 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 1 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
