#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.970803 0.018086 0.0409783 0.965517 0.0195574 0.0655172 0.987342 0.0126582 0.0498418 7.2 7.4 581078 21795 16270 7511
7.5 0.990991 0.009009 0.017446 0.976852 0.010953 0.0479507 1 0 0.0149254 7.4 7.6 472953 19881 14380 6715
7.7 0.989305 0.00588745 0.0144621 0.985075 0.0149254 0.0156869 1 0 0.0161943 7.6 7.8 389825 18927 13279 6084
7.9 0.991525 0.0055334 0.0157012 0.988453 0.00652218 0.0146536 0.993506 0.00649351 0.012025 7.8 8 328687 18787 12403 6063
8.1 0.983784 0.00608963 0.0123552 0.990625 0.00540674 0.0125811 0.99187 0.00813007 0.0147458 8 8.2 277275 18602 11857 5852
8.3 0.977215 0.00918376 0.0171442 0.979798 0.00958258 0.0113295 0.973684 0.00845867 0.0100479 8.2 8.4 225619 16731 10464 4975
8.5 0.972999 0.0117078 0.018945 0.977099 0.00815547 0.013774 0.97482 0.0121928 0.0116094 8.4 8.6 180787 14539 8812 4205
8.7 0.974435 0.00948763 0.0219309 0.968064 0.00995809 0.020012 0.954762 0.0110176 0.0146211 8.6 8.8 144155 12711 7367 3541
8.9 0.961731 0.0173261 0.0293533 0.958333 0.0150323 0.0257782 0.96114 0.0114091 0.0173746 8.8 9 114615 10652 6218 2920
9.1 0.95819 0.0144289 0.0280314 0.947481 0.0182113 0.0265003 0.941032 0.0122055 0.0208324 9 9.2 90950 8575 5222 2456
9.3 0.949225 0.0162634 0.0313917 0.926645 0.0228252 0.0410319 0.942431 0.016704 0.0264415 9.2 9.4 73527 6533 4449 1960
9.5 0.937976 0.02242 0.0285024 0.912409 0.0175676 0.0362183 0.932302 0.0210316 0.0315384 9.4 9.6 61290 5031 3813 1718
9.7 0.930804 0.016685 0.0261161 0.874114 0.0264493 0.0499788 0.912162 0.0194784 0.039592 9.6 9.8 52408 3468 3413 1582
9.9 0.925373 0.0122322 0.0315856 0.803893 0.0326512 0.0409465 0.840864 0.0309305 0.0404209 9.8 10 46907 2198 3386 1463
10.1 0.903727 0.0186034 0.02706 0.759379 0.0397989 0.057031 0.790393 0.030799 0.043047 10 10.2 43818 1356 3292 1403
10.3 0.890351 0.023069 0.0220874 0.699837 0.0392467 0.0338342 0.695976 0.0357947 0.0324884 10.2 10.4 41254 715 3276 1400
10.5 0.891892 0.0331081 0.037523 0.686998 0.0281273 0.0338192 0.620335 0.0279066 0.0354289 10.4 10.6 37747 339 3183 1354
10.7 0.875 0.0340909 0.0288461 0.634691 0.0251159 0.0259956 0.531394 0.0202035 0.0215442 10.6 10.8 30262 116 2466 1147
10.9 0.96 0.04 0.0433333 0.62139 0.0202512 0.0262274 0.457652 0.0276645 0.0256281 10.8 11 19876 42 1468 852
11.1 0.75 0.0833333 0.0833333 0.635747 0.0198656 0.0284739 0.411765 0.0142708 0.0188235 11 11.2 9837 7 552 486
11.3 1 0 0 0.675926 0.0414654 0.0342593 0.295652 0.0397137 0.0409352 11.2 11.4 3354 3 139 145
11.5 0 0 0 0.666667 0.0980392 0.0952381 0.0967742 0.046083 0.0301075 11.4 11.6 755 0 14 34
11.7 0 0 0 0 0.5 0 0 0 0 11.6 11.8 113 0 0 3
11.9 0 0 0 0 0 0 0 0 0 11.8 12 8 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
