#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.857143 0.126984 0.166667 0.777971 0.222029 0.206543 1 0 1 7.2 7.4 586383 24787 11964 1473
7.5 0.923077 0.0547009 0.145299 0.878049 0.0876655 0.163763 1 0 1 7.4 7.6 482360 25115 11242 1510
7.7 0.989529 0.0104712 0.0664518 0.958855 0.0411449 0.158855 1 0 1 7.6 7.8 396898 25506 11049 1511
7.9 0.992982 0.00701755 0.0300195 1 0 0.0277778 1 0 0 7.8 8 322256 24216 10692 1481
8.1 0.97807 0.0148876 0.0263794 0.983333 0.0166667 0.0237374 1 0 0 8 8.2 255601 21552 9172 1284
8.3 0.978593 0.0105371 0.0185933 0.988889 0.0111111 0.0208523 1 0 0.04 8.2 8.4 200659 18789 7793 1097
8.5 0.977778 0.00928324 0.0234051 0.980099 0.0160691 0.0282279 0.947368 0.0248538 0.0382775 8.4 8.6 157242 15858 6486 919
8.7 0.974958 0.0100845 0.0225773 0.981221 0.0114264 0.0363931 0.969072 0.0147988 0.0405008 8.6 8.8 123680 13460 5520 765
8.9 0.964612 0.011934 0.0320538 0.970588 0.0107451 0.0352141 0.962264 0.0159967 0.0391873 8.8 9 96563 10713 4671 635
9.1 0.963294 0.0165856 0.0312788 0.954315 0.0184373 0.044767 0.965517 0.0344828 0.0405172 9 9.2 75240 8115 3927 492
9.3 0.95082 0.0146231 0.0332024 0.942675 0.0242122 0.0486453 0.930556 0.0386752 0.0617031 9.2 9.4 57859 5513 3310 415
9.5 0.943199 0.0153504 0.0288469 0.921875 0.0348724 0.0460009 0.869565 0.0546772 0.0846189 9.4 9.6 45374 3493 2747 321
9.7 0.93038 0.0150127 0.0242764 0.858407 0.0442478 0.0544013 0.909091 0.027417 0.0757576 9.6 9.8 36085 1979 2401 293
9.9 0.930108 0.0148466 0.0219443 0.838095 0.0342069 0.0455216 0.784615 0.0562937 0.0601256 9.8 10 29302 1061 2192 235
10.1 0.908333 0.0209596 0.0320447 0.792181 0.0446005 0.0628683 0.782609 0.0745342 0.0650514 10 10.2 25491 544 2023 250
10.3 0.948276 0.029985 0.0470413 0.745798 0.0453347 0.0525156 0.672269 0.0948544 0.0686653 10.2 10.4 22584 271 1850 228
10.5 0.925926 0.0407407 0.063857 0.730726 0.0343072 0.0471956 0.653226 0.0408041 0.0746543 10.4 10.6 19657 105 1677 239
10.7 0.9375 0.0625 0.0803571 0.722397 0.0357106 0.0423456 0.590604 0.0457596 0.0444502 10.6 10.8 16017 47 1334 227
10.9 1 0 0.166667 0.723404 0.0265958 0.0314502 0.485149 0.0431534 0.0511863 10.8 11 10705 22 835 145
11.1 1 0 0 0.715789 0.0293086 0.0272649 0.442623 0.0401357 0.0478861 11 11.2 5587 5 399 87
11.3 1 0 0 0.782609 0.0483772 0.0524499 0.4 0.0666667 0.0785714 11.2 11.4 1990 5 124 29
11.5 0 0 0 0.736842 0.0813397 0.0701754 0.333333 0.166667 0.0833333 11.4 11.6 448 0 29 10
11.7 0 0 0 0.4 0.266667 0.4 0 0.25 0 11.6 11.8 75 0 6 1
11.9 0 0 0 0 0 0 0 0 0 11.8 12 4 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
