#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.973568 0.0145974 0.0261998 0.96 0.0207692 0.0410811 1 0 0.05 7.2 7.4 591974 21380 16847 8992
7.5 0.987805 0.0121951 0.022407 0.984127 0.00780851 0.0267558 0.976378 0.023622 0.023253 7.4 7.6 482263 19027 15299 7953
7.7 0.987879 0.0055638 0.008174 0.988189 0.00693297 0.0135055 0.979798 0.020202 0.0174324 7.6 7.8 395617 17615 13310 7046
7.9 0.987786 0.00547409 0.0132315 0.986274 0.0057255 0.0105988 0.983607 0.00998318 0.0129321 7.8 8 333573 17089 12573 6977
8.1 0.986014 0.0055511 0.0142516 0.989011 0.00592142 0.0143566 0.986456 0.00875932 0.00908041 8 8.2 283650 17414 12052 6829
8.3 0.976457 0.0111151 0.018822 0.980676 0.00567842 0.00949478 0.987147 0.00410068 0.00671953 8.2 8.4 233122 16042 10718 6006
8.5 0.976485 0.0104052 0.0172421 0.986726 0.0091455 0.0144302 0.984055 0.0103115 0.0107927 8.4 8.6 188652 14063 9240 5012
8.7 0.971354 0.0126407 0.0225411 0.964611 0.00974828 0.0152293 0.957792 0.00849992 0.0106224 8.6 8.8 150225 12196 7686 4190
8.9 0.960024 0.0149084 0.0294163 0.960603 0.0161417 0.0203328 0.967925 0.00826591 0.0162337 8.8 9 120138 10289 6567 3567
9.1 0.959507 0.0166834 0.0269769 0.959627 0.0112288 0.0242315 0.956311 0.0109695 0.0162783 9 9.2 96283 8596 5496 2858
9.3 0.943616 0.0202829 0.0272319 0.924762 0.0202483 0.0258257 0.941092 0.0119663 0.0245765 9.2 9.4 78262 6751 4655 2543
9.5 0.944114 0.0186734 0.0265514 0.900657 0.0240185 0.0378909 0.911153 0.0132166 0.0245747 9.4 9.6 65855 5285 4083 2238
9.7 0.931592 0.0185369 0.0267728 0.865568 0.0296401 0.0410213 0.902439 0.018572 0.0338944 9.6 9.8 57382 3812 3713 1929
9.9 0.926621 0.0181228 0.0331552 0.818116 0.0345677 0.0508209 0.840176 0.023046 0.0316944 9.8 10 51894 2598 3575 1830
10.1 0.929705 0.0225769 0.0322693 0.755076 0.035322 0.0409813 0.779238 0.0271347 0.0351745 10 10.2 48401 1567 3573 1771
10.3 0.894737 0.0178506 0.0231415 0.698113 0.0406927 0.0375417 0.710692 0.0321992 0.0364494 10.2 10.4 45163 804 3609 1731
10.5 0.864286 0.0196429 0.0260504 0.654815 0.0293446 0.0275747 0.619691 0.0229515 0.020784 10.4 10.6 40513 329 3293 1617
10.7 0.857143 0.0334821 0.0506912 0.644737 0.0217531 0.0288347 0.522436 0.0217888 0.025516 10.6 10.8 32768 134 2698 1375
10.9 0.888889 0.037037 0.0555556 0.622202 0.0190348 0.0253222 0.473684 0.0243803 0.0207511 10.8 11 21218 38 1572 1014
11.1 1 0 0 0.595855 0.0263673 0.0351073 0.386555 0.0186178 0.0297081 11 11.2 10482 10 544 546
11.3 1 0 0.333333 0.583333 0.0292793 0.0343137 0.277778 0.0343241 0.0292571 11.2 11.4 3676 3 124 186
11.5 0 1 0 0.75 0.0681818 0.125 0.142857 0.038961 0.0428571 11.4 11.6 902 0 8 31
11.7 0 0 0 0 0 0 0.166667 0.166667 0.166667 11.6 11.8 156 0 1 4
11.9 0 0 0 0 0 0 0 0 0 11.8 12 18 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 1 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
