#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.2933 0 0 0 0 0 0 9.76371e-08 6.92364e-08 0 0 0 7201937
62.3522 0 0 0 0 0 0 0 0 0 0 0 3215478
78.0986 0 0 0 0 0 0 0 0 0 0 0 1392823
98.3246 0 0 0 0 0 0 2.57992e-07 1.8355e-07 0 0 0 561129
123.752 0 0 0 0 0 0 2.60899e-06 9.29148e-07 0 0 0 230364
155.661 0 0 0 0 0 0 2.93887e-05 4.62035e-06 0 0 0 91348
195.65 0 0 0 0 0 0 0.000290367 2.49911e-05 0 0 0 34017
245.522 0 0 0 0 0 0 0.00118181 8.74402e-05 0 0 0 11373
308.332 0 0 0 0 0 0 0.00388059 0.000326067 0 0 0 3286
385.27 0 0 0 0 0 0 0.00919971 0.00115112 0 0 0 610
478.869 0 0 0 0 0 0 0.0258355 0.00466294 0 0.0845467 0 95
603.29 0 0 0 0 0 0 0.0460307 0.015766 0.0663583 0.0409731 0.0663583 10
