#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#sm <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.41383e+07 4.82675e+08 6.4035e+06 4.01557e+08 2.41695e+08 8.25975e+07 9.23874e+08 1.36128e+07 7.73094e+08 6.35825e+08 2.42217e+08 1027
1.60173e+08 4.84936e+08 6.77648e+06 4.01557e+08 2.39939e+08 8.25975e+07 9.36676e+08 1.4398e+07 8.53413e+08 5.55505e+08 3.22537e+08 910
2.52575e+08 5.01836e+08 6.85358e+06 4.02633e+08 3.09166e+08 8.46524e+07 9.41329e+08 1.35164e+07 8.53413e+08 5.55505e+08 3.22537e+08 1115
3.98739e+08 5.30944e+08 6.53003e+06 4.67033e+08 2.55594e+08 1.48074e+08 9.63337e+08 1.18988e+07 8.53413e+08 5.55505e+08 3.22537e+08 1489
6.32435e+08 5.43901e+08 6.30503e+06 4.72215e+08 3.19904e+08 1.53256e+08 9.72202e+08 1.14554e+07 8.53413e+08 6.33798e+08 3.22537e+08 1696
1.00425e+09 5.55361e+08 6.34249e+06 4.76928e+08 3.20173e+08 1.57024e+08 9.93532e+08 1.13043e+07 8.53413e+08 6.33798e+08 3.22537e+08 1843
1.59158e+09 5.83114e+08 6.51312e+06 4.81181e+08 3.72233e+08 1.60366e+08 9.92229e+08 1.0834e+07 8.53413e+08 6.33798e+08 3.22537e+08 2078
2.50694e+09 6.03512e+08 6.52064e+06 4.83764e+08 3.96832e+08 1.62949e+08 1.016e+09 1.10215e+07 8.53413e+08 7.11799e+08 3.22537e+08 2147
4.00153e+09 6.32306e+08 6.87565e+06 5.43777e+08 3.96832e+08 2.22084e+08 1.02938e+09 1.04708e+07 9.3351e+08 6.31703e+08 4.02633e+08 2492
6.33724e+09 6.6317e+08 6.99656e+06 5.57248e+08 4.56126e+08 2.34711e+08 1.01112e+09 9.8119e+06 8.53413e+08 6.33798e+08 3.22537e+08 2678
1.00612e+10 6.85377e+08 7.02802e+06 5.60556e+08 4.63725e+08 2.38019e+08 1.03095e+09 9.31228e+06 9.3351e+08 6.31703e+08 4.02633e+08 3178
1.58517e+10 7.24762e+08 6.99062e+06 6.12424e+08 4.96062e+08 2.66055e+08 1.05266e+09 8.73509e+06 9.3351e+08 6.31703e+08 4.02633e+08 3550
2.5097e+10 7.35468e+08 6.92433e+06 6.20184e+08 4.95283e+08 2.59687e+08 1.10549e+09 9.1438e+06 1.01337e+09 6.29539e+08 4.82497e+08 3752
3.9616e+10 7.28729e+08 7.10542e+06 6.20184e+08 4.80841e+08 2.46927e+08 1.13453e+09 9.86699e+06 1.01337e+09 7.06929e+08 4.82497e+08 3317
6.20129e+10 7.3201e+08 9.01484e+06 6.12424e+08 5.03043e+08 2.49738e+08 1.19243e+09 1.36749e+07 1.01337e+09 8.60745e+08 4.82497e+08 2156
9.59028e+10 7.56439e+08 1.43622e+07 6.37783e+08 5.3459e+08 2.79523e+08 1.14377e+09 2.08681e+07 9.3351e+08 8.63865e+08 4.02633e+08 938
1.47336e+11 7.4831e+08 2.54303e+07 6.35825e+08 4.72661e+08 2.4028e+08 1.03097e+09 3.83573e+07 8.53413e+08 7.11799e+08 3.76485e+08 233
2.32149e+11 7.48415e+08 7.51053e+07 7.01746e+08 4.0674e+08 3.82786e+08 8.37675e+08 6.56494e+07 6.92559e+08 4.79814e+08 2.42813e+08 36
3.28536e+11 6.68589e+08 1.84825e+08 8.53413e+08 0 3.69649e+08 6.96853e+08 2.47108e+08 9.43961e+08 0 4.94216e+08 2
