#For SF galaxies, QTime is the duration of the last period when they were quenched.
#obs_sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.59793e+07 0 0 0 0 0 0 0 0.124513 5.53975e-05 0.122924 0.0210374 0.0177272 0.15395 5.42495e-05 0.154405 0.0194461 0.0201774 0.18734 2.74962e-05 0.18939 0.00692295 0.0111766 121824
1.56284e+08 0 0 0 0 0 0 0 0.123797 0.000102913 0.122338 0.0211868 0.01805 0.154618 0.000100195 0.155165 0.0194521 0.0202412 0.187712 5.00031e-05 0.189799 0.00680266 0.0112235 36299
2.47353e+08 0 0 0 0 0 0 0 0.124151 0.000127369 0.122626 0.0216856 0.0183469 0.15562 0.000122053 0.156143 0.019594 0.0202006 0.188155 5.9315e-05 0.190188 0.00658631 0.0107204 24635
3.9226e+08 0 0 0 0 0 0 0 0.125476 0.000157693 0.124136 0.0215799 0.0188947 0.157358 0.000148174 0.158307 0.0189372 0.0205873 0.188963 6.99584e-05 0.190995 0.00612077 0.0104046 16204
6.19958e+08 0 0 0 0 0 0 0 0.126655 0.000202218 0.125539 0.0219886 0.0194362 0.158656 0.000183334 0.159422 0.0186577 0.0199094 0.189481 8.50485e-05 0.191454 0.00596489 0.00997931 10302
9.82579e+08 0 0 0 0 0 0 0 0.128278 0.000247417 0.127458 0.0211544 0.0197732 0.159717 0.000218357 0.160772 0.017663 0.0196869 0.190036 9.99146e-05 0.191971 0.00556955 0.00970425 6707
1.55419e+09 0 0 0 0 0 0 0 0.129776 0.000316086 0.128406 0.0225872 0.0190721 0.161206 0.000279828 0.162488 0.0175533 0.0201612 0.190604 0.000124222 0.192384 0.00547673 0.00893182 4211
2.45962e+09 0 0 0 0 0 0 0 0.131389 0.000394297 0.130682 0.0216385 0.0199194 0.162331 0.000351179 0.16343 0.0176002 0.0197766 0.191009 0.000152681 0.192706 0.0054543 0.00879277 2634
3.90464e+09 0 0 0 0 0 0 0 0.13381 0.000513388 0.133387 0.0213874 0.0200503 0.164185 0.000433678 0.16519 0.0171096 0.0179079 0.191584 0.000184818 0.193289 0.0048786 0.00831509 1572
6.18573e+09 0 0 0 0 0 0 0 0.135564 0.000690244 0.134688 0.0229816 0.0200569 0.165616 0.000570944 0.167592 0.0159107 0.0196521 0.192398 0.000232905 0.194124 0.00456198 0.00802587 932
9.76156e+09 0 0 0 0 0 0 0 0.138225 0.000902175 0.138189 0.0230661 0.0216929 0.168097 0.000732656 0.169735 0.0156192 0.0201616 0.193054 0.000287969 0.194765 0.00455777 0.00795144 564
1.56377e+10 0 0 0 0 0 0 0 0.140132 0.00113712 0.139134 0.0218211 0.0197493 0.169543 0.000894244 0.171037 0.0151808 0.0160662 0.193386 0.000401985 0.19529 0.00426383 0.00782432 323
2.46968e+10 0 0 2.82242e+06 2.82242e+06 0 0 0 0.143456 0.00159266 0.145121 0.0176908 0.0227234 0.171614 0.0011949 0.173639 0.0131699 0.0163999 0.194297 0.000485663 0.195742 0.00368984 0.00613376 150
3.95035e+10 0 0 0 0 0 0 0 0.143534 0.00206752 0.143775 0.019315 0.0203544 0.170766 0.00176161 0.172902 0.0133671 0.0182252 0.194663 0.000625638 0.196479 0.00286332 0.00730509 88
6.20411e+10 0 0 0 0 0 0 0 0.144177 0.00263118 0.143088 0.0214726 0.0159144 0.169749 0.00212242 0.172366 0.0131624 0.0173601 0.194742 0.000683782 0.195338 0.00311843 0.00294374 44
9.0566e+10 0 0 0 0 0 0 0 0.140575 0.00439476 0.136118 0.0223932 0.0158923 0.168504 0.00351425 0.169293 0.0170145 0.0162395 0.193307 0.00130145 0.195556 0.00309585 0.00680654 26
1.58725e+11 0 0 0 0 0 0 0 0.153695 0.0198221 0.157002 0.0292535 0.0391729 0.18364 0.00777232 0.187032 0.00804897 0.0182262 0.198559 0.00165278 0.199267 0.00173406 0.00385843 3
2.15575e+11 0 0 0 0 0 0 0 0.15068 0.00748641 0.14947 0.0280789 0.0203261 0.177372 0.0041255 0.181089 0.0085267 0.0167225 0.194873 0.00171089 0.198032 0.000538245 0.00974338 6
3.82641e+11 0 0 0 0 0 0 0 0.144108 0.0162516 0.16036 0 0.0325032 0.173711 0.01301 0.186721 0 0.0260201 0.197174 0.0028365 0.200011 0 0.00567299 2
