#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.8646e+07 0.0215293 0.022237 0.000358078 0 0 0 0.0066679 6.56535e-05 0 0 0 180870
1.58113e+08 0.0365725 0.0381677 0.000679526 0 0 0 0.0109195 0.000118215 0 0.0107162 0 86513
2.4939e+08 0.0494024 0.0519131 0.000843597 0 0 0 0.0148321 0.000150386 0 0.021359 0 76474
3.94907e+08 0.0648106 0.0686912 0.00107692 0 0 0 0.0200729 0.000200686 0 0.0376642 0 62104
6.25737e+08 0.0897959 0.0959686 0.0014142 0 0 0 0.0274577 0.000268535 0 0.058438 0 49735
9.90701e+08 0.116407 0.127356 0.00184266 0 0 0 0.0367265 0.000358591 0 0.0829883 0 39362
1.57148e+09 0.149533 0.163597 0.00227874 0 0 0 0.0482893 0.000467603 0.00512994 0.104663 0.00512994 31926
2.49351e+09 0.188369 0.210798 0.00286343 0 1 0 0.0622601 0.000600189 0.0147848 0.128023 0.0147848 26172
3.95787e+09 0.232313 0.263156 0.00342059 0 1 0 0.0797565 0.000757138 0.0303668 0.1491 0.0303668 22177
6.28211e+09 0.279656 0.326109 0.00406951 0 1 0 0.100797 0.00093485 0.0474605 0.175398 0.0474605 19288
9.94906e+09 0.330496 0.39137 0.00464335 0 1 0 0.129048 0.00113811 0.0763115 0.198091 0.0763115 17150
1.57532e+10 0.384099 0.468013 0.00526169 0 1 0 0.163935 0.00134835 0.112727 0.226338 0.112727 15647
2.49747e+10 0.4336 0.535166 0.00587169 0 1 0 0.204623 0.00159705 0.159087 0.246532 0.143914 13607
3.94965e+10 0.473712 0.596537 0.00677618 0 1 0 0.255172 0.00190717 0.219089 0.26174 0.178881 11203
6.17859e+10 0.4944 0.621467 0.00830193 0 1 0 0.305351 0.00240736 0.285409 0.257303 0.213553 7500
9.66434e+10 0.481601 0.600322 0.011521 0 1 0 0.36966 0.00353086 0.360347 0.254397 0.230526 3723
1.50152e+11 0.421316 0.531224 0.0203883 0 1 0 0.448131 0.00625509 0.477744 0.196764 0.282814 1201
2.34778e+11 0.31746 0.380952 0.0439301 0 1 0 0.548307 0.0155143 0.598441 0.162854 0.302505 189
3.6295e+11 0.321429 0.321429 0.089879 0 1 0 0.635164 0.0297431 0.654464 0.123775 0.10698 28
5.44715e+11 0 0 0 0 0 0 0.779167 0.0258486 0.777981 0.0546207 0.0624014 7
