#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.7079e+09 7.06449e+08 2.65651e+06 5.73758e+08 4.77464e+08 2.2331e+08 2.49236e+09 1.14065e+07 1.85802e+09 2.39794e+09 1.02889e+09 30325
1.59846e+10 6.77957e+08 2.7901e+06 5.60837e+08 4.64212e+08 2.12819e+08 2.34329e+09 1.24979e+07 1.74201e+09 2.14595e+09 1.02505e+09 23994
2.52468e+10 7.17517e+08 2.88287e+06 5.67362e+08 5.14195e+08 2.18119e+08 2.14355e+09 9.77434e+06 1.62642e+09 1.8961e+09 9.0946e+08 28421
4.0028e+10 7.71411e+08 2.98186e+06 5.82048e+08 5.9964e+08 2.30402e+08 2.1631e+09 8.3286e+06 1.74201e+09 1.90202e+09 1.02505e+09 34273
6.33369e+10 8.33819e+08 3.0999e+06 6.05234e+08 6.92464e+08 2.51233e+08 2.28795e+09 7.99407e+06 1.85802e+09 2.02994e+09 1.02889e+09 40258
1.00135e+11 8.96766e+08 3.30013e+06 6.79528e+08 7.42901e+08 3.21047e+08 2.40457e+09 8.01597e+06 1.97444e+09 2.15859e+09 1.14531e+09 43497
1.58268e+11 9.39233e+08 3.57255e+06 6.94765e+08 8.16481e+08 3.34178e+08 2.52974e+09 8.5682e+06 2.09125e+09 2.2879e+09 1.26213e+09 42876
2.50358e+11 9.96682e+08 3.97448e+06 7.17979e+08 8.96985e+08 3.53456e+08 2.65578e+09 9.38305e+06 2.11917e+09 2.50704e+09 1.29005e+09 40046
3.95194e+11 1.07456e+09 4.66375e+06 7.94287e+08 9.51294e+08 4.24032e+08 2.70706e+09 1.02386e+07 2.20847e+09 2.54162e+09 1.37934e+09 35077
6.24078e+11 1.18905e+09 5.82151e+06 8.45988e+08 1.12845e+09 4.29287e+08 2.73148e+09 1.16093e+07 2.20847e+09 2.66568e+09 1.37934e+09 28102
9.85977e+11 1.33227e+09 7.76126e+06 9.628e+08 1.26287e+09 5.04632e+08 2.6462e+09 1.34909e+07 2.09125e+09 2.53496e+09 1.26213e+09 20059
1.55303e+12 1.52317e+09 1.09423e+07 1.0987e+09 1.52307e+09 6.20027e+08 2.46212e+09 1.57719e+07 1.97444e+09 2.28152e+09 1.23618e+09 13141
2.44858e+12 1.76521e+09 1.62041e+07 1.28215e+09 1.81485e+09 7.21314e+08 2.23001e+09 1.87117e+07 1.74201e+09 2.02384e+09 1.02505e+09 7958
3.89661e+12 1.97139e+09 2.3828e+07 1.44789e+09 2.07463e+09 8.57915e+08 2.02098e+09 2.25927e+07 1.62642e+09 1.77491e+09 9.0946e+08 4419
6.10676e+12 2.17385e+09 3.61138e+07 1.65403e+09 2.31104e+09 1.04879e+09 1.80318e+09 2.87993e+07 1.39649e+09 1.64322e+09 7.91253e+08 2219
9.68905e+12 2.3684e+09 5.44261e+07 1.91353e+09 2.24367e+09 1.19657e+09 1.64423e+09 3.7827e+07 1.28215e+09 1.51821e+09 6.76918e+08 1051
1.54786e+13 2.66458e+09 8.0387e+07 2.18728e+09 2.64941e+09 1.45737e+09 1.55302e+09 5.04408e+07 1.16825e+09 1.39422e+09 5.86203e+08 560
2.45132e+13 2.66833e+09 1.24751e+08 2.20847e+09 2.46767e+09 1.48063e+09 1.46278e+09 6.83204e+07 1.16825e+09 1.15783e+09 6.74308e+08 226
3.89264e+13 2.51613e+09 1.58937e+08 2.18728e+09 2.08569e+09 1.34599e+09 1.32423e+09 7.64527e+07 1.05478e+09 1.03647e+09 5.60837e+08 109
6.14813e+13 2.94343e+09 2.33854e+08 2.80036e+09 1.87109e+09 1.46595e+09 1.34503e+09 1.40751e+08 1.16825e+09 9.23002e+08 6.74308e+08 46
9.79202e+13 2.72466e+09 2.57386e+08 2.7865e+09 1.46946e+09 2.29256e+09 1.286e+09 1.84435e+08 1.05478e+09 8.22971e+08 5.60837e+08 31
1.57488e+14 2.50943e+09 4.25429e+08 3.1599e+09 1.21925e+09 2.21448e+09 9.45944e+08 1.69924e+08 8.29125e+08 1.14531e+09 3.35182e+08 12
2.40634e+14 1.93235e+09 7.24751e+08 1.51125e+09 1.83282e+09 5.69512e+08 1.45289e+09 6.31365e+08 1.28215e+09 1.33963e+09 8.27399e+08 3
4.48971e+14 8.29125e+08 8.29125e+08 8.29125e+08 0 0 3.39126e+08 3.39126e+08 3.39126e+08 0 0 1
6.20958e+14 1.46139e+09 8.77319e+08 2.33871e+09 0 1.75464e+09 1.34187e+09 4.00137e+08 1.74201e+09 0 8.00274e+08 2
