#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
48.1955 7.59089e+08 4.5757e+07 6.05944e+08 5.35115e+08 2.54298e+08 1.55354e+09 1.42022e+08 1.05478e+09 1.2713e+09 4.83141e+08 95
63.3555 8.03462e+08 3.66124e+07 6.74308e+08 6.94895e+08 3.0213e+08 1.35704e+09 7.8753e+07 9.41735e+08 1.26673e+09 3.36501e+08 167
81.128 9.14938e+08 3.39798e+07 7.1696e+08 7.94287e+08 3.48961e+08 1.7817e+09 7.91111e+07 1.25278e+09 2.04061e+09 6.47551e+08 334
100.683 1.10978e+09 3.4051e+07 8.29125e+08 1.01638e+09 3.67593e+08 2.11985e+09 7.66974e+07 1.51125e+09 2.13948e+09 9.06013e+08 534
125.992 1.31437e+09 4.19529e+07 9.41735e+08 1.21685e+09 4.56754e+08 2.27138e+09 7.2788e+07 1.73949e+09 2.29363e+09 1.05996e+09 650
158.008 1.56885e+09 4.76694e+07 1.16825e+09 1.52514e+09 6.7325e+08 2.41471e+09 7.69577e+07 1.74201e+09 2.82057e+09 1.02619e+09 641
198.115 1.97786e+09 7.02234e+07 1.51125e+09 1.66766e+09 9.06013e+08 2.27523e+09 8.44692e+07 1.57879e+09 2.80036e+09 8.62976e+08 498
248.542 2.72164e+09 1.30519e+08 1.85802e+09 3.47262e+09 1.14106e+09 1.75858e+09 8.95693e+07 1.28215e+09 1.87714e+09 7.88209e+08 282
312.214 3.72118e+09 2.26985e+08 3.74676e+09 2.73803e+09 2.69916e+09 1.46064e+09 1.00898e+08 1.07843e+09 1.43257e+09 5.84487e+08 123
392.867 4.55133e+09 3.99605e+08 4.37915e+09 4.24176e+09 3.2109e+09 1.2242e+09 1.07972e+08 1.05478e+09 1.07822e+09 6.83847e+08 60
499.211 5.41015e+09 5.53791e+08 5.64288e+09 2.73521e+09 4.81376e+09 1.04906e+09 1.39013e+08 7.97294e+08 8.28274e+08 3.9168e+08 32
632.646 6.69228e+09 1.2303e+09 6.52938e+09 4.68698e+09 5.81242e+09 1.46489e+09 3.39144e+08 1.22035e+09 9.88115e+08 7.26409e+08 11
839.572 5.89831e+09 1.49386e+09 4.87415e+09 6.04323e+09 2.07379e+09 9.50161e+08 2.2891e+08 7.31699e+08 1.12155e+09 1.26465e+08 5
1010.35 1.14339e+10 1.14339e+10 1.14339e+10 0 0 7.1696e+08 7.1696e+08 7.1696e+08 0 0 1
