#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#mpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
8.14803e+09 5.5918e+08 5.79524e+06 4.68813e+08 3.23306e+08 1.50832e+08 1.16985e+09 1.04437e+07 1.093e+09 6.27305e+08 4.81181e+08 2656
1.53481e+10 4.99534e+08 9.01952e+06 4.22929e+08 2.58159e+08 1.10357e+08 1.50242e+09 2.50223e+07 1.48721e+09 6.15082e+08 7.14118e+08 681
2.53013e+10 4.71483e+08 1.04451e+07 4.01557e+08 2.21071e+08 8.67178e+07 1.27866e+09 3.68378e+07 1.17237e+09 7.78153e+08 5.60556e+08 356
4.13402e+10 4.89648e+08 9.09115e+06 4.00439e+08 2.98596e+08 8.24583e+07 9.74245e+08 1.94064e+07 8.53413e+08 5.55505e+08 3.22537e+08 584
6.45204e+10 4.95021e+08 6.18825e+06 4.02633e+08 2.93613e+08 8.36737e+07 9.77278e+08 1.38056e+07 8.53413e+08 6.33798e+08 3.22537e+08 1232
1.02264e+11 5.18401e+08 5.3375e+06 4.50865e+08 2.69748e+08 1.31906e+08 1.00268e+09 1.08733e+07 8.53413e+08 6.33798e+08 3.22537e+08 1990
1.60791e+11 5.49218e+08 5.01822e+06 4.7054e+08 3.18959e+08 1.51581e+08 1.017e+09 9.15654e+06 8.53413e+08 7.11799e+08 3.22537e+08 3105
2.53922e+11 5.79239e+08 4.71305e+06 4.79814e+08 3.73599e+08 1.5991e+08 1.0391e+09 8.16045e+06 9.3351e+08 6.31703e+08 4.02633e+08 4140
4.0101e+11 6.02725e+08 4.45744e+06 4.83764e+08 3.94278e+08 1.62949e+08 1.0591e+09 7.42608e+06 9.3351e+08 6.31703e+08 4.02633e+08 5104
6.29934e+11 6.40933e+08 4.66231e+06 5.49915e+08 4.00439e+08 2.28223e+08 1.05914e+09 7.24098e+06 9.3351e+08 7.09403e+08 4.02633e+08 5534
9.90736e+11 6.849e+08 5.23867e+06 5.63628e+08 4.64116e+08 2.4028e+08 1.07655e+09 7.74432e+06 9.3351e+08 7.09403e+08 4.02633e+08 5041
1.56232e+12 7.42909e+08 6.67168e+06 6.33798e+08 4.78238e+08 2.57128e+08 1.05715e+09 8.74587e+06 9.3351e+08 7.09403e+08 4.02633e+08 3905
2.44447e+12 8.02428e+08 9.16764e+06 6.87395e+08 5.70572e+08 2.97433e+08 1.04677e+09 1.12859e+07 9.3351e+08 7.09403e+08 4.02633e+08 2373
3.84036e+12 8.81292e+08 1.47333e+07 7.78153e+08 5.69476e+08 3.80076e+08 9.93237e+08 1.54622e+07 8.53413e+08 7.11799e+08 3.22537e+08 1159
6.09311e+12 8.92973e+08 2.53511e+07 7.61983e+08 5.76726e+08 3.65151e+08 9.37759e+08 2.19638e+07 8.53413e+08 5.55505e+08 3.22537e+08 475
9.58861e+12 9.70481e+08 3.73076e+07 7.99465e+08 7.54637e+08 3.25627e+08 8.88326e+08 3.19446e+07 7.73094e+08 5.57248e+08 3.23348e+08 202
1.4985e+13 9.27884e+08 6.4944e+07 7.73094e+08 7.92119e+08 3.13712e+08 7.66459e+08 4.35515e+07 6.11817e+08 5.60556e+08 1.62071e+08 63
2.43006e+13 7.17496e+08 7.08008e+07 6.43252e+08 3.84492e+08 2.51829e+08 8.20221e+08 1.12444e+08 6.92559e+08 5.58931e+08 2.42813e+08 16
3.82227e+13 1.19443e+09 1.98058e+08 1.2342e+09 5.55376e+08 8.31565e+08 7.47638e+08 8.34223e+07 7.73094e+08 1.60416e+08 2.42217e+08 9
6.46507e+13 8.38011e+08 1.15384e+08 9.53396e+08 0 2.30769e+08 5.30781e+08 8.10357e+07 6.11817e+08 0 1.62071e+08 2
1.08175e+14 7.8802e+08 3.84352e+08 1.17237e+09 0 7.68705e+08 7.6499e+08 3.15245e+08 1.08023e+09 0 6.30489e+08 2
1.46279e+14 4.83764e+08 4.83764e+08 4.83764e+08 0 0 4.49746e+08 4.49746e+08 4.49746e+08 0 0 1
