#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
1.15603e+08 0 0 0 0 0 0 0.0273323 0.000687648 0.02802 0 0.0013753 2
1.4196e+08 0 0 0 0 0 0 0.0447287 0.0194317 0.0266447 0.0569169 0.00266494 3
2.60765e+08 0 0 0 0 0 0 0.0419688 0.0155929 0.0266447 0.00295652 0.00200956 11
3.9944e+08 0 0 0 0 0 0 0.039148 0.00652134 0.02802 0.0478511 0.0019967 13
6.34764e+08 0 0 0 0 0 0 0.0787584 0.028264 0.0347836 0.0852638 0.00934243 9
1.03251e+09 0 0 0 0 0 0 0.0925455 0.0202211 0.0794602 0.0521671 0.054019 21
1.60802e+09 0 0 0 0 0 0 0.0425014 0.004511 0.0266447 0.0528155 0.00266494 40
2.48552e+09 0 0 0 0 0 0 0.0562269 0.00798044 0.0266447 0.0547964 0.00266494 45
4.03471e+09 0 0 0 0 0 0 0.0788952 0.0104562 0.0680542 0.0926156 0.0437535 41
6.2502e+09 0 0 0 0 0 0 0.100401 0.0139818 0.0937393 0.109038 0.0694387 31
9.50724e+09 0 0 0 0 0 0 0.110124 0.0149422 0.108428 0.0968409 0.0850522 34
1.63296e+10 0 0 0 0 0 0 0.109229 0.0240788 0.0724697 0.126189 0.0481691 22
2.42923e+10 0 0 0 0 0 0 0.0947266 0.0182465 0.0715127 0.129518 0.0484202 23
3.91691e+10 0 0 0 0 0 0 0.101053 0.0264167 0.0734672 0.16987 0.0494875 12
6.54485e+10 0 0 0 0 0 0 0.0460547 0.0157665 0.0304824 0.0249375 0.00650268 8
9.50052e+10 0 0 0 0 0 0 0.0399202 0.0162931 0.0249839 0.0474858 0.00267688 3
1.38693e+11 0 0 0 0 0 0 0.0448408 0.0228921 0.0677329 0 0.0457842 2
