#For SF galaxies, QTime is the duration of the last period when they were quenched.
#obs_sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.74553e+07 0 0 7.43422e+07 689387 0 0 0 0.373608 0.000268948 0.374787 0.111489 0.128661 0.711816 0.0001754 0.717846 0.067237 0.0795396 0.94136 7.29025e-05 0.947234 0.0209993 0.0311223 196825
1.57407e+08 0 0 1.31193e+08 1.56233e+06 0 0 0 0.375151 0.000416895 0.37658 0.103852 0.120604 0.700276 0.000274898 0.704121 0.0678263 0.0765973 0.935582 0.000132047 0.942302 0.0227692 0.0333078 75809
2.50121e+08 0 0 2.00978e+08 2.09905e+06 0 4.17294e+08 0 0.378057 0.000432633 0.378181 0.0980082 0.110086 0.693132 0.000298917 0.69611 0.0694858 0.0771011 0.932177 0.00015927 0.940161 0.0240697 0.0360359 65352
3.96032e+08 0 0 2.47873e+08 2.4659e+06 0 5.7795e+08 0 0.38169 0.000442957 0.38115 0.0930366 0.10263 0.685862 0.000318498 0.688851 0.0703601 0.0781838 0.927823 0.000182478 0.936972 0.0249092 0.0374561 58483
6.25121e+08 0 0 2.9989e+08 3.0176e+06 0 7.13623e+08 0 0.388532 0.000472869 0.386699 0.0893826 0.096251 0.679614 0.000351554 0.68236 0.0708826 0.0784712 0.920023 0.000225507 0.930882 0.0270531 0.0419747 48436
9.89686e+08 0 0 3.67425e+08 3.85727e+06 0 8.38856e+08 0 0.396687 0.0005212 0.393071 0.0870537 0.0890697 0.672059 0.00040214 0.67391 0.0716401 0.0774407 0.910142 0.000290388 0.923052 0.0300903 0.0485566 37078
1.56831e+09 0 0 4.48854e+08 4.94377e+06 0 1.03647e+09 0 0.40281 0.000584965 0.397948 0.0854324 0.0839386 0.663706 0.000464825 0.66395 0.0744959 0.0752574 0.898341 0.000374244 0.913329 0.0342894 0.0586307 28033
2.48446e+09 0 0 5.37807e+08 6.30139e+06 0 1.18169e+09 0 0.41007 0.000653091 0.404642 0.0838726 0.0807044 0.652805 0.000537522 0.653951 0.0731599 0.0778897 0.88274 0.000488653 0.901326 0.0392115 0.0769535 21298
3.94629e+09 0 0 6.42166e+08 7.8024e+06 0 1.39649e+09 0 0.415448 0.000733117 0.410149 0.0812225 0.0790216 0.639726 0.000617569 0.639094 0.0745413 0.0756612 0.861965 0.000626133 0.883787 0.0465841 0.098152 16603
6.2453e+09 0 0 7.61493e+08 9.86952e+06 3.59542e+08 1.24958e+09 3.59542e+08 0.418284 0.000805598 0.412537 0.0824022 0.0768138 0.620629 0.000712895 0.619121 0.0765536 0.0756152 0.837464 0.000804271 0.863223 0.0545158 0.118686 12930
9.92409e+09 0 0 9.03301e+08 1.25968e+07 4.80087e+08 1.37793e+09 4.80087e+08 0.418378 0.000895008 0.412263 0.0790353 0.0747226 0.599692 0.000830716 0.596701 0.0797346 0.0745746 0.808079 0.00100654 0.834084 0.0656974 0.132596 10055
1.56417e+10 0 0 1.10598e+09 1.60137e+07 6.05944e+08 1.69579e+09 6.05944e+08 0.410907 0.000988329 0.406815 0.0743383 0.0752356 0.572647 0.000964769 0.569426 0.0811068 0.0770406 0.773056 0.00129346 0.798132 0.0838478 0.150987 7729
2.47383e+10 0 0 1.32848e+09 2.09016e+07 8.06187e+08 1.87504e+09 8.06187e+08 0.397486 0.00113957 0.393088 0.0770949 0.0739678 0.539738 0.00116834 0.534071 0.0846078 0.0756481 0.736236 0.00166375 0.752868 0.110895 0.154404 5572
3.90715e+10 0 0 1.53609e+09 2.95746e+07 9.17599e+08 2.19737e+09 9.17599e+08 0.379425 0.00136488 0.37961 0.066575 0.0789483 0.508694 0.00154783 0.501753 0.0900735 0.0773324 0.696939 0.00226325 0.706936 0.135362 0.159863 3567
6.12967e+10 0 0 1.92773e+09 4.49964e+07 1.17785e+09 2.588e+09 8.37434e+08 0.357222 0.0016947 0.357072 0.0643346 0.070611 0.476606 0.00208871 0.468712 0.0870044 0.0747102 0.663798 0.00321443 0.661762 0.160313 0.1525 2016
9.44747e+10 0 0 2.46636e+09 8.86335e+07 1.51297e+09 3.47242e+09 1.05312e+09 0.341597 0.00291044 0.338787 0.0630938 0.0667232 0.453193 0.00411617 0.433547 0.107764 0.0787152 0.628066 0.00589424 0.619584 0.204955 0.16284 757
1.47677e+11 0 0 3.05049e+09 1.98035e+08 2.09073e+09 4.38645e+09 1.59679e+09 0.31809 0.00603026 0.311397 0.066436 0.0666098 0.448472 0.00929698 0.41584 0.153738 0.082532 0.634469 0.0117361 0.636909 0.198971 0.198351 211
2.35718e+11 0 0 4.3795e+09 5.61614e+08 3.52779e+09 6.35465e+09 2.69866e+09 0.310947 0.0106131 0.310869 0.059818 0.0728287 0.50083 0.0233181 0.466424 0.228175 0.121205 0.673674 0.0283059 0.710425 0.139413 0.23013 42
3.46335e+11 0 0 2.88579e+09 1.11599e+09 3.52252e+09 3.0381e+09 3.06777e+09 0.300228 0.0424488 0.292863 0.193086 0.118719 0.496897 0.0541769 0.590306 0.0389891 0.270323 0.666379 0.081395 0.711098 0.240012 0.320741 6
8.4959e+11 0 0 8.79215e+09 8.79215e+09 8.79215e+09 0 0 0.451077 0.451077 0.451077 0 0 0.877732 0.877732 0.877732 0 0 0.887374 0.887374 0.887374 0 0 1
