#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.70787e+07 0.0472334 0.0520957 0.000259213 0 0 0 0.00726016 2.93316e-05 0 0.00447123 0 889709
1.57173e+08 0.0760699 0.0867295 0.000562277 0 0 0 0.0124539 6.85837e-05 0 0.017339 0 324307
2.49403e+08 0.109808 0.127822 0.000751499 0 0 0 0.0182729 9.32176e-05 0 0.0302522 0 267786
3.95224e+08 0.143395 0.169867 0.000946899 0 0 0 0.0242628 0.000118338 0 0.0471206 0 223286
6.25918e+08 0.180213 0.218086 0.00118287 0 1 0 0.0311232 0.000149178 0 0.0655365 0 182928
9.9162e+08 0.220717 0.273178 0.00147863 0 1 0 0.0392894 0.000191318 0 0.0859099 0 145956
1.57232e+09 0.270616 0.343521 0.00183392 0 1 0 0.049666 0.000241324 0.00917376 0.100915 0.00917376 118016
2.49344e+09 0.329527 0.430412 0.00224144 0 1 0 0.0631317 0.000305448 0.0190645 0.12022 0.0190645 96496
3.95971e+09 0.389401 0.527454 0.00268279 0 1 0 0.0792456 0.000376216 0.0348673 0.138218 0.0348673 81063
6.27161e+09 0.46104 0.648719 0.00316658 0 1 0 0.0999144 0.000463755 0.0543393 0.157214 0.0543393 69070
9.95996e+09 0.536739 0.793882 0.00366916 1 1 1 0.127563 0.000568137 0.0811821 0.18134 0.0770079 60344
1.577e+10 0.615107 0.959309 0.00417413 1 1 1 0.163716 0.000686328 0.118971 0.204773 0.106297 53550
2.50036e+10 0.694103 1.15182 0.00471007 1 1 1 0.21186 0.000823052 0.170471 0.230238 0.138464 47529
3.94897e+10 0.755124 1.31842 0.00532741 1 1 1 0.270288 0.000995714 0.236223 0.252482 0.174034 39567
6.2108e+10 0.799843 1.43606 0.00622122 1 1 1 0.336948 0.00121231 0.3197 0.245468 0.209497 29287
9.75637e+10 0.807878 1.45391 0.00792731 1 1 1 0.420053 0.0016007 0.420034 0.235032 0.238234 17770
1.53053e+11 0.762249 1.3399 0.0116545 1 1 1 0.521661 0.00229408 0.543805 0.202546 0.255811 8429
2.42704e+11 0.672259 1.11137 0.0175698 1 1 1 0.63733 0.00310235 0.67709 0.136802 0.23549 3457
3.78834e+11 0.504491 0.747006 0.0248624 1 1 1 0.745664 0.00356916 0.776561 0.084936 0.147644 1336
6.03525e+11 0.394472 0.517588 0.0374308 0 1 0 0.8126 0.00451914 0.832752 0.0572313 0.0913796 398
9.50655e+11 0.260417 0.291667 0.0532222 0 1 0 0.850108 0.00577258 0.861188 0.0388435 0.0571555 96
1.45661e+12 0.272727 0.363636 0.203279 0 1 0 0.877508 0.0115429 0.892597 0.027191 0.0711533 11
