#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
43.8083 5.5134e+08 5.44463e+06 4.652e+08 3.12953e+08 1.49279e+08 1.31093e+09 1.11564e+07 1.25149e+09 6.99035e+08 5.58931e+08 2822
61.6681 4.65423e+08 1.62413e+07 3.94214e+08 2.07219e+08 7.9375e+07 1.26834e+09 4.40603e+07 1.093e+09 9.3359e+08 4.81181e+08 267
82.7093 4.49404e+08 5.75508e+06 3.98077e+08 2.24551e+08 8.00962e+07 9.02782e+08 1.38499e+07 7.73094e+08 5.57248e+08 2.42217e+08 890
102.1 4.83812e+08 3.50302e+06 4.01557e+08 2.41695e+08 8.35762e+07 9.66617e+08 7.75587e+06 8.53413e+08 5.55505e+08 3.22537e+08 3450
127.099 5.46968e+08 3.01209e+06 4.75409e+08 3.11385e+08 1.55505e+08 1.02067e+09 5.86425e+06 8.53413e+08 7.11799e+08 3.22537e+08 7367
158.603 6.23807e+08 3.18615e+06 5.41607e+08 3.91902e+08 2.19915e+08 1.06591e+09 5.32872e+06 9.3351e+08 7.09403e+08 4.02633e+08 10177
197.958 7.21704e+08 4.32966e+06 6.20184e+08 4.76928e+08 2.5291e+08 1.0828e+09 6.15035e+06 9.3351e+08 7.09403e+08 4.02633e+08 8367
246.43 8.34451e+08 7.30481e+06 7.11799e+08 5.96594e+08 3.18959e+08 1.0442e+09 8.6181e+06 9.3351e+08 7.09403e+08 4.02633e+08 4191
308.782 9.26889e+08 1.49667e+07 7.86794e+08 6.81088e+08 3.85237e+08 9.45927e+08 1.36027e+07 8.53413e+08 5.55505e+08 3.22537e+08 1291
387.612 9.88111e+08 3.11929e+07 7.99465e+08 7.63771e+08 3.18284e+08 8.53766e+08 2.5252e+07 6.92559e+08 5.58931e+08 2.42813e+08 316
484.884 8.47473e+08 5.63363e+07 7.04377e+08 5.98801e+08 2.54631e+08 8.55937e+08 5.56202e+07 6.92559e+08 6.37783e+08 2.31184e+08 63
602.556 1.09647e+09 1.52172e+08 1.01702e+09 7.72558e+08 6.20184e+08 8.8453e+08 1.24134e+08 7.73094e+08 7.27431e+08 3.23348e+08 15
809.638 7.63119e+08 1.03576e+08 7.89499e+08 1.63896e+08 3.39754e+08 6.86481e+08 9.52393e+07 6.11817e+08 2.68779e+08 1.62071e+08 7
985.47 4.83764e+08 4.83764e+08 4.83764e+08 0 0 4.49746e+08 4.49746e+08 4.49746e+08 0 0 1
