#Type(SFH/ICLH/SM_mp/ICL_mp/HM_mp/SFR_mp/SSFR_mp/ICL_ratio_mp/SM_HM_ratio_mp/fq_mp) Scale Median 1Sig+ 1Sig-
#Halos/galaxies at a=1.002310 (z=-0.002305)
#SF Units: 1/yr
#SFH: Star formation history of present-day stellar population (including merged galaxies).
#ICLH: Star formation history of present-day ICL.
#SM_mp: Stellar mass of main progenitor.
#ICL_mp: ICL of main progenitor.
#HM_mp: Peak halo mass of main progenitor [Msun/h].
#SFR_mp: Star formation rate of main progenitor.
#SSFR_mp: Specific star formation rate of main progenitor.
#ICL_ratio_mp: ICL ratio (ICL/SM) of main progenitor.
#SM_HM_ratio_mp: SM/HM ratio of main progenitor.
#SF rates divided by final a=1.002310 (z=-0.002305) stellar mass
#vmpeak range: 2.28333 - 2.45
#HM    Stats: 2.739710e+12 (median) + 1.848530e+12  / - 1.057360e+12
#SM    Stats: 5.391230e+10 (median) + 3.581970e+10  / - 2.379210e+10
#ObsSM Stats: 5.447720e+10 (median) + 3.891490e+10  / - 2.450980e+10
#VMP   Stats: 2.235600e+02 (median) + 3.458002e+01  / - 2.295000e+01
#ICL   Stats: 5.922970e+08 (median) + 2.090313e+09  / - 4.261830e+08
#SSFR  Stats: 1.543716e-12 (median) + 2.839111e-12  / - 1.046276e-12
sfh 0.055623 0 0 0 #avg: 1.00737e-18; avg_err: 1.00737e-18; sd: 1.86626e-16; counts: 34323
sfh 0.060123 0 0 0 #avg: 1.22327e-15; avg_err: 3.34321e-16; sd: 6.1937e-14; counts: 34323
sfh 0.062373 0 0 0 #avg: 9.44968e-15; avg_err: 1.7101e-15; sd: 3.16816e-13; counts: 34323
sfh 0.064623 0 0 0 #avg: 3.11943e-14; avg_err: 3.06686e-15; sd: 5.68173e-13; counts: 34323
sfh 0.066873 0 0 0 #avg: 8.5955e-14; avg_err: 6.20807e-15; sd: 1.15012e-12; counts: 34323
sfh 0.069123 0 0 0 #avg: 2.03012e-13; avg_err: 1.25254e-14; sd: 2.32048e-12; counts: 34323
sfh 0.071373 0 0 0 #avg: 3.31838e-13; avg_err: 1.65053e-14; sd: 3.05781e-12; counts: 34323
sfh 0.073623 0 0 0 #avg: 5.36938e-13; avg_err: 2.48631e-14; sd: 4.60618e-12; counts: 34323
sfh 0.075873 0 1.14289e-13 0 #avg: 7.8355e-13; avg_err: 3.22618e-14; sd: 5.97688e-12; counts: 34323
sfh 0.078123 0 4.8105e-13 0 #avg: 1.09577e-12; avg_err: 4.38972e-14; sd: 8.13249e-12; counts: 34323
sfh 0.080373 0 1.08316e-12 0 #avg: 1.38976e-12; avg_err: 4.12451e-14; sd: 7.64115e-12; counts: 34323
sfh 0.082623 0 1.83282e-12 0 #avg: 1.67874e-12; avg_err: 5.09742e-14; sd: 9.44359e-12; counts: 34323
sfh 0.085998 1.25895e-13 3.14135e-12 1.25895e-13 #avg: 2.46282e-12; avg_err: 4.89947e-14; sd: 9.07686e-12; counts: 34323
sfh 0.089373 4.94279e-13 4.46331e-12 4.94279e-13 #avg: 3.31566e-12; avg_err: 5.9425e-14; sd: 1.10092e-11; counts: 34323
sfh 0.092748 1.06111e-12 5.65737e-12 1.06111e-12 #avg: 4.41286e-12; avg_err: 7.20693e-14; sd: 1.33517e-11; counts: 34323
sfh 0.096123 1.77481e-12 6.95756e-12 1.71929e-12 #avg: 5.58366e-12; avg_err: 8.23463e-14; sd: 1.52556e-11; counts: 34323
sfh 0.099498 2.57295e-12 8.08764e-12 2.31705e-12 #avg: 6.86279e-12; avg_err: 9.52757e-14; sd: 1.7651e-11; counts: 34323
sfh 0.102873 3.43547e-12 9.38887e-12 2.88991e-12 #avg: 8.36082e-12; avg_err: 1.10686e-13; sd: 2.05059e-11; counts: 34323
sfh 0.106248 4.28071e-12 1.10216e-11 3.37757e-12 #avg: 9.94436e-12; avg_err: 1.22712e-13; sd: 2.2734e-11; counts: 34323
sfh 0.109623 5.33015e-12 1.2477e-11 4.03178e-12 #avg: 1.16666e-11; avg_err: 1.44311e-13; sd: 2.67353e-11; counts: 34323
