#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.72133e+07 0.00848391 0.00869836 0.000114634 0 0 0 0.00189796 1.50909e-05 0 0 0 690130
1.57367e+08 0.0166069 0.0171889 0.000261297 0 0 0 0.0035023 3.31713e-05 0 0 0 264589
2.49106e+08 0.0250005 0.0260462 0.0003562 0 0 0 0.00513562 4.63124e-05 0 0 0 217076
3.9455e+08 0.0335683 0.0351081 0.000463906 0 0 0 0.00697804 6.23431e-05 0 0 0 172097
6.25602e+08 0.0477993 0.050564 0.000629796 0 0 0 0.00964763 8.57147e-05 0 0.0104571 0 135274
9.90548e+08 0.0653157 0.0698377 0.000834828 0 0 0 0.0129642 0.00011385 0 0.0205959 0 106590
1.57143e+09 0.087025 0.0934273 0.00107256 0 0 0 0.0171742 0.000150176 0 0.0312276 0 85125
2.49317e+09 0.114523 0.125381 0.00138771 0 0 0 0.022554 0.000195678 0 0.0437497 0 68886
3.9526e+09 0.149104 0.165364 0.00173216 0 0 0 0.0294965 0.000253475 0 0.0623578 0 57443
6.28167e+09 0.191799 0.217538 0.00215253 0 1 0 0.0388998 0.000325384 0 0.0845788 0 48603
9.93416e+09 0.245781 0.284912 0.00260392 0 1 0 0.0507723 0.000405392 0.0102787 0.103281 0.0102787 42371
1.57467e+10 0.310382 0.372183 0.00319362 0 1 0 0.0669286 0.000512392 0.0208317 0.129751 0.0208317 36294
2.48585e+10 0.371053 0.459042 0.00384972 0 1 0 0.0865581 0.000661185 0.0402675 0.151168 0.0402675 29799
3.91903e+10 0.44741 0.569704 0.00485675 0 1 0 0.111745 0.000879865 0.0627037 0.175001 0.0627037 22029
6.15063e+10 0.514089 0.66926 0.0065401 1 0 1 0.13965 0.00125415 0.0935849 0.191984 0.0935849 13237
9.56399e+10 0.56393 0.746277 0.010454 1 1 1 0.175226 0.00224365 0.130507 0.220766 0.120095 5506
1.49371e+11 0.598966 0.804284 0.0214531 1 1 1 0.23039 0.00540867 0.18404 0.270743 0.163004 1354
2.30764e+11 0.673367 0.909548 0.0561826 1 1 1 0.348729 0.0167911 0.360401 0.243595 0.314377 199
3.64452e+11 0.538462 1.07692 0.348284 1 2 1 0.598966 0.0569311 0.656085 0.132335 0.214471 13
6.56553e+11 0 0 0 0 0 0 0.801986 0.0365614 0.851867 0.00396329 0.153095 4
