#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
45.0947 0.000926222 0.000965904 1.29972e-05 0 0 0 0.000189728 1.54586e-06 0 0 0 6199376
62.3586 0.00188648 0.00190781 3.22412e-05 0 0 0 0.000515524 3.91451e-06 0 0 0 1874925
78.5236 0.0110916 0.0113062 0.000110778 0 0 0 0.00242059 1.34927e-05 0 0 0 946208
98.5097 0.0479559 0.0500958 0.000334485 0 0 0 0.00945244 4.19147e-05 0 0.0105652 0 464510
123.86 0.136151 0.146558 0.000844892 0 0 0 0.0258765 0.000112432 0 0.0601511 0 205441
155.658 0.289251 0.32934 0.00192206 0 1 0 0.0584029 0.000276021 0.020783 0.111266 0.020783 82890
195.525 0.45475 0.547397 0.00384271 0 1 0 0.107701 0.000632815 0.0730169 0.148495 0.0730169 30276
245.307 0.563995 0.706521 0.00740306 1 0 1 0.157653 0.00136182 0.131822 0.166274 0.111859 9493
308.523 0.589914 0.745895 0.0144028 1 0 1 0.196069 0.00288503 0.174685 0.176587 0.134366 2558
387.832 0.52968 0.665145 0.0281007 1 0 1 0.206442 0.0057353 0.189176 0.163289 0.139015 657
487.107 0.544218 0.612245 0.0514889 1 0 1 0.215039 0.0114013 0.199572 0.159311 0.112347 147
603.461 0.54902 0.666667 0.0956573 1 0 1 0.212543 0.019417 0.189081 0.15637 0.0991589 51
764.161 0.4 0.4 0.130931 0 1 0 0.159094 0.0388603 0.150258 0.106439 0.140241 15
899.72 0 0 0 0 0 0 0.219675 0.219675 0.219675 0 0 1
1134.67 0 0 0 0 0 0 0.089487 0.089487 0.089487 0 0 1
