#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
48.0469 0 0 0 0 0 0 3.30372e-07 1.90894e-07 0 0 0 472964
62.7963 0 0 0 0 0 0 7.19102e-07 7.19102e-07 0 0 0 442927
79.6726 0 0 0 0 0 0 0 0 0 0 0 331052
97.9359 0 0 0 0 0 0 2.00254e-06 7.62796e-07 0 0 0 170633
123.384 0 0 0 0 0 0 2.36715e-05 5.28415e-06 0 0 0 57512
154.852 0 0 0 0 0 0 0.000279227 3.75339e-05 0 0 0 18714
194.74 0 0 0 0 0 0 0.00195708 0.000175711 0 0 0 5283
245.304 0 0 0 0 0 0 0.00857143 0.000839042 0 0 0 1334
306.459 0 0 0 0 0 0 0.0235536 0.00278718 0 0.0489155 0 333
388.5 0 0 0 0 0 0 0.0642934 0.0141715 0.0219487 0.138721 0.0219487 53
472.735 0 0 0 0 0 0 0.0667067 0.0390117 0.0435383 0.0261747 0.0435383 8
