#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.08631e+09 0.000301457 1.89496e-05 613488 26180.6 0 0 0 0.288326 8.94544e-05 0.282454 0.0936433 0.0816935 0.367902 8.60498e-05 0.381529 0.065464 0.1016 0.463125 4.56812e-05 0.47635 0.0153242 0.0378214 839256
1.57955e+10 5.16034e-05 1.12605e-05 277559 22637.5 0 0 0 0.243978 0.000118487 0.229556 0.0903682 0.0583893 0.344929 0.000123647 0.355132 0.0692165 0.0986322 0.461417 5.70357e-05 0.471864 0.0164662 0.0352033 406950
2.49118e+10 0.00012081 1.86403e-05 628279 35944.3 0 0 0 0.226365 0.000124859 0.209893 0.0882929 0.0514382 0.341205 0.000129224 0.348793 0.0695907 0.0900571 0.463778 5.18804e-05 0.472017 0.0157998 0.0313741 347653
3.92998e+10 0.000464559 4.10522e-05 1.85664e+06 70043.8 0 0 0 0.215837 0.000132147 0.200783 0.0802829 0.0477399 0.34756 0.000132415 0.354162 0.0631456 0.0790792 0.467636 4.75624e-05 0.474075 0.013812 0.026164 275530
6.21613e+10 0.000979752 6.9594e-05 5.60323e+06 146642 0 0 0 0.216801 0.000147577 0.204449 0.0753743 0.0495052 0.360034 0.000135141 0.366135 0.0537071 0.0675451 0.470754 4.73257e-05 0.476195 0.0121746 0.0227741 202092
9.80726e+10 0.00221497 0.000130601 1.35552e+07 290435 0 0 0 0.228287 0.000185162 0.21807 0.0743909 0.0538667 0.374228 0.000148203 0.379442 0.0467688 0.0579464 0.473508 5.41268e-05 0.478591 0.0108282 0.02068 129573
1.55294e+11 0.00437094 0.000239004 3.28015e+07 609455 0 0 0 0.243327 0.00023775 0.235939 0.0709946 0.0576885 0.387478 0.000174325 0.392142 0.0425407 0.0521593 0.476578 6.67577e-05 0.481578 0.00950861 0.0186901 76185
2.45597e+11 0.00863163 0.000444406 6.79977e+07 1.19024e+06 0 0 0 0.263175 0.000305664 0.25879 0.0659051 0.0592098 0.403089 0.000210294 0.408544 0.0371217 0.0490476 0.480194 8.41782e-05 0.485333 0.00743648 0.0164008 43329
3.88837e+11 0.0160732 0.000816829 1.35967e+08 2.29907e+06 0 3.18959e+08 0 0.286117 0.00039857 0.283812 0.0628365 0.0599665 0.416358 0.000260685 0.422804 0.0311143 0.0445082 0.481453 0.000121118 0.487186 0.00658834 0.0162521 23704
6.12916e+11 0.0246539 0.00140346 2.42203e+08 4.30138e+06 0 6.49057e+08 0 0.304322 0.000548512 0.303834 0.0599439 0.0608381 0.417052 0.00037155 0.423357 0.0324449 0.0442899 0.47742 0.000218266 0.485444 0.00819072 0.0224564 12209
9.71669e+11 0.0441726 0.00267851 3.80982e+08 7.95997e+06 0 9.3351e+08 0 0.308023 0.000792229 0.308062 0.0588484 0.0623249 0.404545 0.000604313 0.4104 0.0386262 0.0508429 0.465725 0.000441874 0.477634 0.0136915 0.0393984 5886
1.53054e+12 0.0742459 0.00515649 6.11261e+08 1.47903e+07 3.91423e+08 9.56206e+08 3.91423e+08 0.29756 0.00120176 0.295967 0.0613151 0.0586878 0.382268 0.00101852 0.385182 0.0497184 0.0543636 0.447433 0.000909258 0.462095 0.0257921 0.0609435 2586
2.42262e+12 0.0981308 0.00909883 8.23095e+08 2.67962e+07 6.11817e+08 1.10849e+09 6.11817e+08 0.281301 0.00187693 0.277 0.0624844 0.0554616 0.361524 0.00173664 0.36132 0.0593628 0.0555194 0.431723 0.00169667 0.448179 0.0361907 0.0765701 1070
3.80354e+12 0.156463 0.0173193 1.11287e+09 4.82297e+07 9.3351e+08 1.37967e+09 9.3351e+08 0.269798 0.00322485 0.267178 0.0659443 0.0669351 0.346113 0.00306808 0.342441 0.0752622 0.062149 0.421057 0.00304456 0.438753 0.0449832 0.0861269 441
6.0613e+12 0.168605 0.0286313 1.48194e+09 8.05771e+07 1.40892e+09 1.25184e+09 1.02693e+09 0.2542 0.00470733 0.245576 0.0634804 0.0472751 0.330886 0.00522603 0.317342 0.098313 0.0504672 0.407903 0.00551294 0.424911 0.0581994 0.104732 172
