#obs_sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.67026e+07 0.000856275 0.000860747 4.40763e-05 0 0 0 0.000472733 8.47846e-06 0 0 0 447286
1.57205e+08 0.00251861 0.00253117 0.000126552 0 0 0 0.00106757 2.23655e-05 0 0 0 159215
2.49107e+08 0.0036622 0.00370149 0.000172045 0 0 0 0.00162224 3.10865e-05 0 0 0 127246
3.94314e+08 0.00696998 0.00704885 0.000265626 0 0 0 0.00261355 4.69724e-05 0 0 0 101435
6.25233e+08 0.010731 0.0107937 0.000368 0 0 0 0.00396184 6.60238e-05 0 0 0 79769
9.90671e+08 0.0174123 0.0177142 0.000534825 0 0 0 0.00592519 9.41451e-05 0 0 0 62944
1.57025e+09 0.0242978 0.0245787 0.00070165 0 0 0 0.0085656 0.00013234 0 0 0 49840
2.49098e+09 0.0361742 0.0369093 0.000968714 0 0 0 0.0126289 0.000192546 0 0.0153362 0 39448
3.95319e+09 0.0549237 0.0562799 0.00131173 0 0 0 0.0177961 0.000258995 0 0.0303409 0 32445
6.27668e+09 0.0786405 0.0816567 0.00172869 0 0 0 0.0253461 0.000358562 0 0.0487215 0 27187
9.96391e+09 0.112481 0.117538 0.00216416 0 0 0 0.0363216 0.000471162 0 0.0783658 0 24324
1.57882e+10 0.156597 0.166142 0.00270563 0 0 0 0.0507336 0.000617492 0 0.113867 0 21584
2.49474e+10 0.206012 0.222152 0.0033029 0 1 0 0.0672491 0.000762691 0.0150325 0.138287 0.0150325 18897
3.92869e+10 0.242211 0.260615 0.00389518 0 1 0 0.0804179 0.000922407 0.0296507 0.15024 0.0296507 15214
6.17853e+10 0.272181 0.300677 0.00506323 0 1 0 0.0934715 0.00122162 0.0428502 0.161349 0.0428502 10493
9.6643e+10 0.272622 0.299712 0.00712855 0 1 0 0.105313 0.00190421 0.0496948 0.174612 0.0496948 5205
1.51103e+11 0.292599 0.310958 0.0120032 0 1 0 0.12639 0.00368799 0.0717924 0.203567 0.0717924 1743
2.34888e+11 0.271429 0.297143 0.027309 0 1 0 0.134064 0.00921829 0.0619617 0.239674 0.0619617 350
3.71061e+11 0.351351 0.378378 0.0896385 0 1 0 0.152727 0.0319007 0.0764688 0.288073 0.0764688 37
5.63068e+11 0 0 0 0 0 0 0.35939 0.35939 0.71878 0 0.71878 2
