#Only galaxies that have rejuvenated at least once and are currently obs. star-forming
#vmpeak <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <SFTime> AvgErr Median_SFTime 1Sig+ 1Sig- Counts
49.2777 6.84214e+08 3.70193e+06 5.67362e+08 4.6534e+08 2.18119e+08 2.10106e+09 1.54646e+07 1.62642e+09 1.77491e+09 9.0946e+08 12674
63.6297 7.64593e+08 3.43625e+06 5.91894e+08 5.88532e+08 2.39879e+08 2.03269e+09 9.77368e+06 1.62642e+09 1.77491e+09 9.0946e+08 21083
80.5 9.17751e+08 3.53814e+06 7.0445e+08 7.61865e+08 3.42832e+08 2.29878e+09 8.65096e+06 1.85802e+09 2.07613e+09 1.02889e+09 34694
99.3055 1.10207e+09 4.4276e+06 8.29125e+08 1.00914e+09 4.56946e+08 2.45939e+09 9.33713e+06 1.97444e+09 2.28152e+09 1.14531e+09 35874
124.264 1.31981e+09 7.17511e+06 9.58173e+08 1.31683e+09 5.0342e+08 2.55043e+09 1.27661e+07 1.97444e+09 2.52813e+09 1.14531e+09 21724
155.668 1.65686e+09 1.37642e+07 1.17785e+09 1.83023e+09 6.87736e+08 2.4574e+09 1.89749e+07 1.85802e+09 2.52113e+09 1.14106e+09 9834
195.369 2.11737e+09 3.01158e+07 1.51125e+09 2.41579e+09 9.42165e+08 2.18986e+09 2.94807e+07 1.62642e+09 2.26154e+09 9.0946e+08 3447
245.422 2.66113e+09 6.41163e+07 1.97444e+09 3.00234e+09 1.26999e+09 1.89422e+09 4.70877e+07 1.39649e+09 1.76342e+09 7.91253e+08 1061
308.988 3.0302e+09 1.43117e+08 2.68123e+09 2.64941e+09 1.95907e+09 1.70045e+09 9.29057e+07 1.16825e+09 1.99165e+09 6.74128e+08 237
384.522 3.85991e+09 3.46715e+08 3.05659e+09 4.71628e+09 2.00898e+09 1.54496e+09 1.59027e+08 1.05478e+09 1.74558e+09 5.60837e+08 66
480.7 3.96395e+09 5.12484e+08 3.66219e+09 2.90436e+09 1.69096e+09 1.26917e+09 1.68076e+08 1.02505e+09 8.3297e+08 3.89224e+08 19
632.133 2.30995e+09 9.08621e+08 3.1599e+09 1.16096e+08 2.66596e+09 2.39618e+09 1.37631e+09 1.48049e+09 3.62161e+09 8.7455e+08 3
740.24 7.80552e+09 7.80552e+09 7.80552e+09 0 0 4.09779e+08 4.09779e+08 4.09779e+08 0 0 1
