#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
7.88115e+07 0.00376518 0.00380812 0.000136064 0 0 0 0.00245768 3.25411e-05 0 0 0 209552
1.57204e+08 0.00793417 0.00800501 0.000308919 0 0 0 0.00463202 7.30825e-05 0 0 0 84697
2.48888e+08 0.0126957 0.0128153 0.000439046 0 0 0 0.00716158 0.00010523 0 0 0 66873
3.94355e+08 0.0201022 0.0204779 0.000625275 0 0 0 0.0111526 0.000153283 0 0.0148305 0 53228
6.25399e+08 0.0294032 0.0299114 0.00085254 0 0 0 0.0162659 0.000218202 0 0.0290396 0 41322
9.89594e+08 0.0421522 0.0432426 0.00116571 0 0 0 0.0232387 0.00030588 0 0.0458147 0 32098
1.56962e+09 0.0591709 0.0608467 0.00155366 0 0 0 0.0327309 0.000430867 0 0.0727711 0 25063
2.48999e+09 0.0802682 0.0824528 0.00201633 0 0 0 0.0454752 0.000596999 0 0.103918 0 19684
3.95663e+09 0.109862 0.113322 0.00257616 0 0 0 0.0610427 0.000782971 0.0140075 0.127326 0.0140075 16184
6.27717e+09 0.140813 0.147929 0.00324155 0 0 0 0.0816916 0.00101849 0.0280576 0.15975 0.0280576 13351
9.95967e+09 0.180192 0.190326 0.00385734 0 1 0 0.106931 0.00126356 0.0504631 0.187887 0.0504631 11743
1.57633e+10 0.217585 0.231433 0.00442198 0 1 0 0.136253 0.00153103 0.076051 0.22133 0.076051 10543
2.49751e+10 0.251685 0.269548 0.0049907 0 1 0 0.167392 0.0017693 0.115162 0.235281 0.115162 9349
3.94218e+10 0.273197 0.2972 0.00577241 0 1 0 0.201421 0.00209373 0.155684 0.249702 0.14209 7749
6.1747e+10 0.278048 0.30647 0.00712749 0 1 0 0.232792 0.00261682 0.200182 0.244182 0.174022 5348
9.69837e+10 0.2625 0.285937 0.00992023 0 1 0 0.253384 0.00392377 0.215877 0.269804 0.179034 2560
1.49453e+11 0.211564 0.218134 0.0155467 0 1 0 0.291984 0.00751197 0.273651 0.247431 0.223941 761
2.27792e+11 0.252525 0.252525 0.0438872 0 1 0 0.352667 0.0229163 0.363556 0.262017 0.265914 99
3.53006e+11 0 0 0 0 0 0 0.197966 0.11074 0.38023 0.0187536 0.38023 4
