#For SF galaxies, QTime is the duration of the last period when they were quenched.
#mpeak <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
7.32633e+09 1 0 3.61938e+08 1.09599e+07 0 8.53413e+08 0 0.201123 0.00140365 0.18185 0.0773785 0.0368424 0.242006 0.00161401 0.21599 0.124395 0.0479333 0.333454 0.00178246 0.346421 0.0890022 0.125352 2681
1.59132e+10 1 0 8.86417e+07 1.14428e+07 0 0 0 0.2029 0.00259442 0.187771 0.0824025 0.0442778 0.276726 0.00310723 0.279389 0.0840175 0.0900866 0.391903 0.00288227 0.414845 0.0312425 0.0843281 626
2.59496e+10 1 0 1.11792e+08 8.4236e+06 0 4.02633e+08 0 0.186781 0.00170634 0.174373 0.0646632 0.0417003 0.281572 0.00189593 0.281086 0.0710483 0.071132 0.413343 0.00116497 0.422433 0.0260551 0.0448987 1226
4.07894e+10 1 0 1.31143e+08 5.94725e+06 0 4.49746e+08 0 0.186702 0.00110908 0.175662 0.0604075 0.0390898 0.294724 0.0012668 0.296821 0.0627761 0.0699593 0.422003 0.000688496 0.428733 0.0236149 0.038051 2506
6.43295e+10 1 0 1.7926e+08 5.0641e+06 0 5.30876e+08 0 0.192227 0.000808348 0.182144 0.0603101 0.0396458 0.310145 0.000852465 0.31285 0.054988 0.0616824 0.427621 0.000478382 0.433749 0.0232041 0.0357338 4639
1.01552e+11 1 0 2.3146e+08 4.84995e+06 0 6.11817e+08 0 0.203057 0.00067527 0.194518 0.0611544 0.0450581 0.328562 0.000656212 0.333186 0.0491024 0.060778 0.433025 0.000384147 0.439547 0.0223476 0.0362399 6918
1.60033e+11 1 0 3.06241e+08 4.85811e+06 0 7.73094e+08 0 0.219711 0.000604682 0.212421 0.0645505 0.0490692 0.345773 0.000528405 0.349498 0.0469075 0.0553236 0.437926 0.000336034 0.444311 0.0229578 0.0358441 9157
2.52902e+11 1 0 3.77695e+08 4.76284e+06 0 8.72654e+08 0 0.23835 0.000540379 0.232443 0.0658508 0.053374 0.362414 0.000446229 0.367065 0.0440938 0.0527809 0.442666 0.000296707 0.450035 0.0214649 0.0366077 11926
3.99903e+11 1 0 4.86947e+08 4.98972e+06 4.49746e+08 6.43252e+08 4.49746e+08 0.258557 0.000501562 0.254864 0.065121 0.0577686 0.376476 0.000400706 0.383453 0.0394914 0.0545691 0.44421 0.000292771 0.453084 0.0217179 0.0401419 14270
6.3181e+11 1 0 6.23693e+08 5.47427e+06 5.30876e+08 7.20614e+08 5.30876e+08 0.280166 0.000500128 0.278288 0.0658542 0.0615237 0.383682 0.000386823 0.391676 0.0373766 0.0538279 0.439628 0.000315531 0.44949 0.0243132 0.0450711 15033
9.97069e+11 1 0 7.76196e+08 6.06721e+06 6.90425e+08 7.96786e+08 6.90425e+08 0.288525 0.000496262 0.288728 0.063181 0.0636976 0.378442 0.000396992 0.384832 0.0407951 0.0531695 0.430321 0.000348182 0.440105 0.0292644 0.0498987 14883
1.57591e+12 1 0 9.91442e+08 7.03906e+06 8.53413e+08 9.95416e+08 8.53413e+08 0.282723 0.000498149 0.283451 0.0581743 0.0612089 0.364277 0.000424821 0.368642 0.0445236 0.0526708 0.416429 0.000406188 0.425279 0.0364219 0.0556968 13340
