#vmpeak F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
46.0828 0.0171166 0.0179859 0.000161823 0 0 0 0.00196028 1.33452e-05 0 0 0 743137
62.4157 0.0622111 0.0679053 0.000469687 0 0 0 0.00712149 4.01128e-05 0 0.00888137 0 341402
78.9414 0.178794 0.208415 0.00108217 0 1 0 0.0221346 0.000103951 0 0.0468428 0 196377
98.2505 0.359856 0.462156 0.00218752 0 1 0 0.0520066 0.00023586 0.0181614 0.0995144 0.0181614 101535
123.451 0.5697 0.824637 0.0044329 1 1 1 0.100088 0.000536398 0.0671749 0.138203 0.0671749 39347
155.239 0.771578 1.30942 0.00872178 1 1 1 0.176533 0.00118149 0.151499 0.173033 0.117738 13370
195.198 0.864704 1.71042 0.0168374 2 1 1 0.270115 0.00251603 0.26314 0.179857 0.175041 4213
245.449 0.915366 1.9318 0.0317451 2 1 1 0.383591 0.00505436 0.396006 0.167486 0.202958 1217
309.299 0.882943 1.70903 0.0619255 2 1 1 0.482107 0.0117193 0.508916 0.174007 0.232756 299
388.417 0.771739 1.32609 0.114739 1 1 1 0.566543 0.0249098 0.63377 0.15751 0.302749 92
485.533 0.807692 1.26923 0.211643 1 1 1 0.699238 0.0217892 0.735273 0.0651256 0.147235 26
633.371 0.75 0.75 0.25 1 0 1 0.520826 0.185781 0.719043 0.12369 0.719043 4
729.837 1 1.5 0.5 2 0 1 0.494388 0.331705 0.826093 0 0.66341 2
