#For SF galaxies, QTime is the duration of the last period when they were quenched.
#sm <FQ> AvgErr <QTime> AvgErr Median_QTime 1Sig+ 1Sig- <A_SM10> AvgErr Median_A_SM10 1Sig+ 1Sig- <A_SM50> AvgErr Median_A_SM50 1Sig+ 1Sig- <A_SM90> AvgErr Median_A_SM90 1Sig+ 1Sig- Counts
8.5396e+07 0.999502 0.000287477 4.40325e+08 7.57174e+06 0 9.98802e+08 0 0.240193 0.00101629 0.227179 0.0838239 0.0604794 0.437637 0.000861715 0.443035 0.0566713 0.0695249 0.585582 0.000447943 0.592151 0.0255515 0.0388623 6024
1.59132e+08 0.999371 0.000362961 4.7667e+08 8.73797e+06 3.32353e+08 7.08843e+08 3.32353e+08 0.24031 0.00109666 0.227235 0.0816917 0.0562982 0.442324 0.000912466 0.447409 0.0543698 0.0652315 0.586297 0.000501586 0.592968 0.0253582 0.0392271 4771
2.51599e+08 0.998891 0.000452478 5.38247e+08 8.99244e+06 4.57264e+08 7.50856e+08 4.57264e+08 0.248681 0.00100783 0.239795 0.0782195 0.062118 0.447272 0.000809454 0.452735 0.0513686 0.0641199 0.586355 0.000496142 0.594084 0.0253779 0.0414079 5411
3.99147e+08 0.997704 0.000636235 6.12143e+08 9.46607e+06 4.57264e+08 8.34304e+08 4.57264e+08 0.255859 0.000971256 0.248406 0.0750723 0.0629651 0.453243 0.000790793 0.458771 0.0510487 0.0624173 0.586407 0.000516072 0.594873 0.0268689 0.0445872 5661
6.3109e+08 0.998966 0.000421853 6.99207e+08 1.00626e+07 5.40609e+08 8.76448e+08 5.40609e+08 0.264323 0.000955444 0.256194 0.0770536 0.0622178 0.458625 0.000769495 0.464065 0.0507951 0.0617258 0.586268 0.000530353 0.595723 0.027329 0.0473014 5804
9.98655e+08 0.999144 0.000382757 7.85231e+08 1.0986e+07 6.23988e+08 1.00114e+09 6.23988e+08 0.275269 0.000958281 0.269966 0.0745014 0.0672278 0.466125 0.00077225 0.471758 0.0508024 0.0641799 0.585673 0.000560462 0.595402 0.0289465 0.0494246 5840
1.5788e+09 0.999316 0.00034191 8.79947e+08 1.18335e+07 7.07395e+08 1.00103e+09 7.07395e+08 0.285293 0.000951978 0.280704 0.0741093 0.068657 0.471296 0.000766342 0.478686 0.0481778 0.064428 0.583925 0.000593648 0.594855 0.0291456 0.0523688 5848
2.51202e+09 0.998795 0.000455222 9.89283e+08 1.28552e+07 7.90825e+08 1.08404e+09 7.90825e+08 0.295244 0.000947056 0.293065 0.0710613 0.0707418 0.474117 0.000790057 0.48124 0.0501921 0.0647992 0.580278 0.000641886 0.592566 0.0312342 0.0573379 5809
3.9907e+09 0.99916 0.000375683 1.09558e+09 1.3653e+07 8.32459e+08 1.21865e+09 8.32459e+08 0.307806 0.000921053 0.305753 0.0709887 0.0691331 0.476328 0.000783233 0.485521 0.0480779 0.0665977 0.575588 0.000678117 0.588655 0.033133 0.0620047 5950
6.31656e+09 0.998482 0.000505731 1.26444e+09 1.52095e+07 9.57732e+08 1.41471e+09 9.57732e+08 0.314075 0.000932965 0.31315 0.0701306 0.0716609 0.470319 0.000829 0.479958 0.0504614 0.0716208 0.565037 0.000767056 0.57938 0.0384211 0.0686154 5928
