#sm F_rejuv <Rejuv> AvgErr Median_Rejuv 1Sig+ 1Sig- <Q_duty_cycle> AvgErr Median_Q_duty_cycle 1Sig+ 1Sig- Counts
8.34146e+07 0.0213685 0.0216086 0.00227872 0 0 0 0.0518311 0.00084789 0.0388215 0.0531255 0.0308051 4165
1.60032e+08 0.0254674 0.0257898 0.00288271 0 0 0 0.0615884 0.00112154 0.0400134 0.0729668 0.0319969 3102
2.52808e+08 0.0376 0.0381333 0.00317305 0 0 0 0.0667404 0.00106498 0.0411588 0.0849275 0.0331424 3750
3.99075e+08 0.0361003 0.0365601 0.00288316 0 0 0 0.0748163 0.00106807 0.0540885 0.0835099 0.0459728 4349
6.34215e+08 0.0526106 0.053607 0.00324183 0 0 0 0.0811017 0.00108483 0.0552446 0.0938806 0.0470774 5018
1.00238e+09 0.0630887 0.0655767 0.00344083 0 0 0 0.0920275 0.00114012 0.0682497 0.102667 0.0457404 5627
1.59111e+09 0.0788143 0.0796861 0.00361854 0 0 0 0.104039 0.00122664 0.0819226 0.108223 0.0591459 5735
2.52029e+09 0.0938583 0.0966929 0.00382753 0 0 0 0.116887 0.00130627 0.0855051 0.130547 0.0625232 6350
3.98749e+09 0.108027 0.111012 0.00395197 0 0 0 0.128684 0.0013735 0.0985025 0.135698 0.0754015 6702
6.35246e+09 0.127686 0.131629 0.00407648 0 0 0 0.145971 0.00140965 0.114118 0.15402 0.0773765 7354
1.00448e+10 0.141424 0.147608 0.00401579 0 0 0 0.162 0.00142481 0.127949 0.167761 0.0902434 8570
1.59463e+10 0.159288 0.166036 0.00394185 0 1 0 0.179317 0.00139567 0.146669 0.174669 0.107789 9781
2.51687e+10 0.173669 0.181276 0.00376512 0 1 0 0.189675 0.00129788 0.161916 0.172041 0.109632 11568
3.98984e+10 0.177585 0.186175 0.00368376 0 1 0 0.19812 0.00124974 0.170304 0.172888 0.117048 12456
6.24958e+10 0.165843 0.174228 0.00376973 0 1 0 0.205123 0.00129326 0.18272 0.167561 0.11626 11330
9.75135e+10 0.143963 0.148389 0.00432466 0 0 0 0.204395 0.00158121 0.18272 0.164149 0.116184 7231
1.52116e+11 0.126673 0.128632 0.00615507 0 0 0 0.213697 0.00236058 0.197038 0.153069 0.117664 3063
2.3571e+11 0.0993103 0.10069 0.0113526 0 0 0 0.205205 0.00456488 0.192505 0.131187 0.112127 725
3.71181e+11 0.0795455 0.0795455 0.0290101 0 0 0 0.188428 0.0120174 0.179104 0.15079 0.113305 88
5.55885e+11 0 0 0 0 0 0 0.114281 0.106959 0.22124 0 0.213918 2
